date,iron
YYYY-MM-DD,ppb
2014-12-12,32.86665
2015-01-24,46.197239999999994
2015-02-07,31.33974
2015-02-19,34.02274
2015-03-16,25.43902
2015-04-19,30.954860000000004
2015-05-11,17.32156
2015-05-24,13.755189999999999
2015-06-02,7.6734599999999995
2015-06-18,10.90983
2015-07-02,8.5327
2015-07-15,9.096530000000001
2015-08-02,32.67373
2015-08-09,18.58895
2015-10-04,4.42298
2015-10-13,4.64766
2015-10-26,8.721449999999999
2015-11-09,5.81524
2015-12-09,10.398480000000001
2016-01-08,5.58276
2016-01-28,5.7232199999999995
2016-02-12,7.7167699999999995
2016-02-21,4.98179
2016-03-09,7.115679999999999
2016-03-24,5.18161
2016-03-31,5.00478
2016-04-08,11.52196
2016-04-21,53.02628
2016-05-02,44.5104971242
2016-05-20,33.5921819464
2016-05-27,28.3372437411
2016-06-04,22.07524398
2016-06-11,18.7178482524
2016-06-17,21.608909999999998
2016-06-27,23.751
2016-07-08,30.3256
2016-07-15,31.65009
2016-07-22,43.94607
2016-07-29,40.84878
2016-08-05,38.96128
2016-08-12,45.585170000000005
2016-08-19,50.85048999999999
2016-08-26,46.22546
2016-09-02,56.430189999999996
2016-09-09,37.26819
2016-09-16,49.330470000000005
2016-09-23,16.5256
2016-09-30,52.59532
2016-10-12,41.22925000000001
2016-10-19,42.667339999999996
2016-10-27,38.42839
2016-11-03,40.43153
2016-11-12,33.05564
2016-11-23,35.695229999999995
2016-12-04,38.920680000000004
2017-03-19,39.11933
2017-04-12,44.84183
2017-04-30,105.42054999999999
2017-05-14,101.42704
2017-05-30,42.42464
2017-06-15,35.128119999999996
2017-06-30,33.80442
2017-07-13,18.07059
2017-07-30,27.54352
2017-08-25,36.60981
2017-09-14,56.46873
2017-09-27,80.82560000000001
2017-10-14,53.409890000000004
2017-10-23,39.525420000000004
2017-11-03,38.32522
2017-11-16,29.493499999999997
2017-12-19,65.09378
2018-01-05,47.11032
2018-01-25,58.3549
2018-03-03,47.06282
2018-03-25,28.08785
2018-06-08,25.55743
2018-06-15,28.67776
2018-06-25,40.88647
2018-07-09,40.10279
2018-07-15,49.22045
2018-08-10,49.76965
2018-08-17,63.45142
2018-08-24,36.97262
2019-02-27,37.5598
2019-03-30,38.40829
2019-04-18,53.07213
2019-05-08,40.509440000000005
2019-06-05,25.22455
2019-06-11,21.199150000000003
2019-06-21,21.6249
2019-06-27,27.246380000000002
2019-07-05,32.76916
2019-07-14,28.508719999999997
2019-07-19,65.61443
2019-07-26,37.3705
2019-08-02,40.554860000000005
2019-08-09,39.917229999999996
2019-08-16,28.72717
2019-08-23,828.6113799999999
2019-08-30,438.04492000000005
2019-09-06,297.02313
2019-09-13,44.0984
2019-09-20,41.904320000000006
2019-09-27,38.62613
2019-10-04,52.88187
2019-10-11,36.11799
2019-10-19,32.22832
2020-02-11,113.67113
2020-02-20,112.70815
2020-03-11,123.01338
2020-04-03,126.4039
2020-04-09,131.98219999999998
2020-04-14,397.58241
2020-04-24,150.97345
2020-05-22,123.60961
2020-05-29,108.62203
2020-06-05,107.32552999999999
2020-06-12,117.86915
2020-06-19,127.32735
2020-06-26,120.71557
2020-07-02,143.79428000000001
2020-07-10,126.81428
2020-07-17,130.84827
2020-07-23,123.62735
2020-07-30,131.67294
2020-08-07,128.72598
2020-08-14,138.69576999999998
2020-08-20,158.18999
2020-08-27,134.63551999999999
2020-09-03,134.00118
2020-09-11,130.62172
2020-09-18,123.96443
2020-09-24,121.28591999999999
2020-10-01,114.04138
2020-10-08,111.9065
2020-10-16,115.74484
2020-10-23,120.50768
2020-10-27,120.12573
2020-11-06,118.10642
2020-11-13,115.17688
2020-12-04,109.82295
2021-01-08,109.54347
2021-01-15,112.47835
2021-01-28,20.411839999999998
2021-02-11,24.245689999999996
2021-03-03,35.69096999999999
2021-03-19,47.89656000000002
2021-03-25,64.63948
2021-04-07,37.42731
2021-05-17,30.04867
2021-05-28,28.14079
2021-06-04,24.64326
2021-06-11,101.06859999999999
2021-06-18,63.368919999999996
2021-06-24,208.79705
2021-07-02,94.88465
2021-07-09,45.01754
2021-07-15,73.36104
2021-07-23,38.77492
2021-07-30,53.23967
2021-07-31,31.82757
2021-08-06,30.21633
2021-08-13,41.6525129
2021-08-19,40.9590486
2021-08-27,30.512263
2021-09-03,44.3053775
2021-10-01,41.949777700000006
2021-10-07,125.26335700000001
2021-10-15,29.1540794
2021-10-22,26.7202888
2021-10-27,124.6900395
2021-11-03,60.0049901
2021-11-11,87.3857587
