date,aluminum
YYYY-MM-DD,ppb
2019-10-07,1016.85232
2020-05-26,2000.9678
2020-10-09,3393.23864
2021-05-25,1744.2945599999998
2021-07-28,1783.2701399999999
2021-10-05,1761.8130500000002
