date,zirconium
YYYY-MM-DD,ppb
2014-12-12,0.02624
2015-01-24,0.01495
2015-02-07,0.02626
2015-02-19,0.02442
2015-03-16,0.02324
2015-04-19,0.02445
2015-05-11,0.6469
2015-05-24,0.95267
2015-06-02,0.9969300000000001
2015-06-18,0.61732
2015-07-02,0.48414999999999997
2015-07-15,0.25169
2015-08-02,0.51501
2015-08-09,0.17454
2015-10-04,0.33395
2015-10-13,0.24459000000000003
2015-10-26,0.31003
2015-11-09,0.33283
2015-12-09,0.12594
2016-01-08,0.1555
2016-01-28,0.12079
2016-02-12,0.19401000000000002
2016-02-21,0.09605000000000001
2016-03-09,0.17021000000000003
2016-03-24,0.17179
2016-03-31,0.1013
2016-04-08,1.08638
2016-04-21,0.0
2016-05-02,0.081149137
2016-05-20,0.0694139248
2016-05-27,0.049850512799999996
2016-06-04,0.02484486
2016-06-11,0.0508379373
2016-06-17,0.021949999999999997
2016-06-27,0.027569999999999997
2016-07-08,0.06704
2016-07-15,0.06822
2016-07-22,0.03973
2016-07-29,0.09055
2016-08-05,0.11639
2016-08-12,0.19721
2016-08-19,0.16129000000000002
2016-08-26,0.06978
2016-09-02,0.058710000000000005
2016-09-09,0.053810000000000004
2016-09-16,0.01715
2016-09-23,0.08735
2016-09-30,0.0
2016-10-12,0.09673
2016-10-19,0.09098
2016-10-27,0.07835
2016-11-03,0.07174
2016-11-12,0.09287000000000001
2016-11-23,0.0
2016-12-04,0.0
2017-03-19,0.13805
2017-04-12,0.16715000000000002
2017-04-30,0.19327
2017-05-14,0.15935000000000002
2017-05-30,0.15532
2017-06-15,0.19274
2017-06-30,0.14624
2017-07-13,0.17092
2017-07-30,0.16920999999999997
2017-08-25,0.18195
2017-09-14,0.03429
2017-09-27,0.34993
2017-10-14,0.16221
2017-10-23,0.10134000000000001
2017-11-03,0.12292
2017-11-16,0.10987999999999999
2017-12-19,0.09015999999999999
2018-01-05,0.09125
2018-01-25,0.08846
2018-03-03,0.06503
2018-03-25,0.06813
2018-06-08,0.07086
2018-06-15,0.10328000000000001
2018-06-25,0.1251
2018-07-09,0.05067000000000001
2018-07-15,0.0537
2018-08-10,0.05778
2018-08-17,0.05156
2018-08-24,0.04766
2019-02-27,0.17362
2019-03-30,0.18481999999999998
2019-04-18,0.18653
2019-05-08,0.18491000000000002
2019-06-05,0.23189
2019-06-11,0.23081999999999997
2019-06-21,0.23806
2019-06-27,0.1327
2019-07-05,0.11603000000000001
2019-07-14,0.10388
2019-07-19,0.10272
2019-07-26,0.1065
2019-08-02,0.09457
2019-08-09,0.19324999999999998
2019-08-16,0.19168000000000002
2019-08-23,0.77291
2019-08-30,4.1401900000000005
2019-09-06,4.2225600000000005
2019-09-13,0.37074
2019-09-20,0.24858000000000002
2019-09-27,0.2314
2019-10-04,0.2259
2019-10-11,0.20617
2019-10-19,0.22686
2020-02-11,0.037720000000000004
2020-02-20,0.056319999999999995
2020-03-11,0.041859999999999994
2020-04-03,0.03379
2020-04-09,0.03456
2020-04-14,0.03079
2020-04-24,0.05388999999999999
2020-05-22,0.06008
2020-05-29,0.05894
2020-06-05,0.04894
2020-06-12,0.04435
2020-06-19,0.05545
2020-06-26,0.03737
2020-07-02,0.10324
2020-07-10,0.03765
2020-07-17,0.052050000000000006
2020-07-23,0.0442
2020-07-30,0.31396
2020-08-07,0.05178000000000001
2020-08-14,0.05436
2020-08-20,0.06502
2020-08-27,0.03286
2020-09-03,0.07153
2020-09-11,0.03275
2020-09-18,0.03967
2020-09-24,0.050210000000000005
2020-10-01,0.055830000000000005
2020-10-08,0.03136
2020-10-16,0.04435
2020-10-23,0.04389
2020-10-27,0.04073
2020-11-06,0.04044
2020-11-13,0.053290000000000004
2020-12-04,0.05307
2021-01-08,0.04274
2021-01-15,0.0553
2021-01-28,0.23407
2021-02-11,0.21621
2021-03-03,0.30063
2021-03-19,0.21653
2021-03-25,0.15394
2021-04-07,0.11849
2021-05-17,0.1133
2021-05-28,0.14947
2021-06-04,0.12135
2021-06-11,0.028579999999999998
2021-06-18,0.00877
2021-06-24,0.0035199999999999997
2021-07-02,0.00092
2021-07-09,0.0
2021-07-15,0.0
2021-07-23,0.23904000000000003
2021-07-30,0.10734
2021-07-31,0.09702000000000001
2021-08-06,0.08018
2021-08-13,0.0129547
2021-08-19,0.0096274
2021-08-27,0.10614770000000001
2021-09-03,0.0305784
2021-10-01,0.0113855
2021-10-07,0.016644
2021-10-15,0.0020899
2021-10-22,0.0005949
2021-10-27,0.0119025
2021-11-03,0.0061308000000000005
2021-11-11,0.0092735
