date,strontium
YYYY-MM-DD,ppb
2019-10-07,101.85861
2020-05-26,48.790139999999994
2020-10-09,103.48264
2020-10-13,99.48733000000001
2020-10-21,100.91414
2020-10-28,105.90407
2020-11-04,105.59346
2020-11-11,105.05193
2020-11-17,105.00932
2020-11-25,102.64097
2020-12-03,103.5713
2020-12-09,103.85128999999999
2020-12-16,105.33257
2020-12-26,105.77342
2020-12-31,104.26828
2021-01-07,103.66532
2021-01-14,108.25393
2021-01-21,108.07544999999999
2021-01-28,105.40708000000001
2021-02-07,107.56731
2021-02-11,109.73221000000001
2021-02-19,106.60669
2021-02-27,112.46898
2021-03-05,110.37347
2021-03-12,107.47684
2021-03-19,111.23606000000001
2021-03-26,109.66276
2021-04-03,109.90885
2021-04-09,105.0662
2021-04-16,105.81028
2021-04-23,108.83837
2021-04-30,94.98471
2021-05-19,57.042840000000005
2021-05-25,42.77963
2021-05-26,44.60765000000001
2021-06-02,44.44847
2021-06-09,51.388684299999994
2021-06-16,61.5523123
2021-06-23,69.9007455
2021-06-30,67.2729251
2021-07-07,77.9979905
2021-07-14,81.6479726
2021-07-21,91.3860262
2021-07-28,98.57916
2021-08-04,95.7661677
2021-08-11,99.726788
2021-08-18,103.57489530000001
2021-09-01,106.4800731
2021-09-08,107.6189996
2021-09-15,106.0154267
2021-09-22,107.8457532
2021-09-29,103.5813651
2021-10-05,108.14764
2021-10-06,108.1369192
2021-10-13,98.1848808
2021-10-20,104.0764624
2021-10-27,97.50589250000002
2021-11-03,100.1755721
2021-11-10,99.4696409
2021-11-17,101.13678829999999
2021-11-24,105.5940201
2021-12-01,105.03579119999999
2021-12-08,106.5469952
2021-12-16,92.2224913
2021-12-23,97.52950139999999
