date,silicon
YYYY-MM-DD,ppb
2020-05-21,5343.2675
2020-05-27,5373.139730000001
2020-06-03,5770.1382
2020-06-09,5499.782719999999
2020-06-17,5807.5849800000005
2020-06-25,5508.95868
2020-06-30,5449.40611
2020-07-07,5620.587860000001
2020-07-14,5765.20629
2020-07-22,5694.1343400000005
2020-07-27,5682.25485
2020-08-02,5751.2402
2020-08-10,5833.314249999999
2020-08-18,5675.70507
2020-08-24,5969.176589999999
2020-08-31,5848.70735
