date,boron
YYYY-MM-DD,ppb
2020-05-22,1.77724
2020-05-29,3.29804
2020-06-12,5.46349
2020-06-19,5.26389
2020-06-26,4.8068
2020-07-02,3.2708500000000003
2020-07-10,4.08883
2020-07-17,1.39654
2020-07-23,1.66074
2020-07-30,1.0308000000000002
2020-08-07,1.3811799999999999
2020-08-14,1.27487
2020-08-20,1.40236
2020-08-27,0.7322099999999999
2020-09-03,3.68182
2020-09-11,1.5160299999999998
2020-09-18,0.71522
2020-09-24,1.20673
2020-10-01,0.17396999999999999
2020-10-16,0.19796000000000002
2020-10-23,0.09195
2020-11-06,0.27007
2021-01-21,0.94972
2021-02-17,2.9223700000000004
2021-03-10,3.93281
2021-04-14,1.35884
2021-05-19,1.97392
2021-05-28,2.34155
2021-06-04,3.33366
2021-06-11,4.07386
2021-06-24,2.8371000000000004
2021-07-09,1.78009
2021-07-15,2.62939
2021-07-23,267.22791
2021-07-30,3.99941
2021-08-06,3.3634500000000003
2021-08-13,6.1604692000000005
2021-08-27,5.412140600000001
2021-09-03,5.0291646
2021-10-01,5.6076611
2021-10-07,4.8745081
2021-10-22,4.4918195999999995
2021-11-03,4.2967544
2021-11-11,3.7446877
