date,iron
YYYY-MM-DD,ppb
2019-10-07,10.29635
2020-05-26,51.05648000000001
2020-10-09,3.16369
2020-10-13,6.35878
2020-10-21,2.18371
2020-10-28,40.44293
2020-11-04,3.01193
2020-11-11,2.37952
2020-11-17,11.04974
2020-11-25,11.231670000000008
2020-12-03,9.032600000000002
2020-12-09,27.424170000000004
2020-12-16,9.567059999999998
2020-12-26,8.284509999999997
2020-12-31,8.075249999999997
2021-01-07,19.574690000000004
2021-01-14,7.658539999999988
2021-01-21,11.098370000000003
2021-01-28,8.564840000000004
2021-02-07,8.152320000000003
2021-02-11,6.1114100000000064
2021-02-19,8.23366
2021-02-27,18.08672
2021-03-05,18.891459999999995
2021-03-12,34.184740000000005
2021-03-19,27.578940000000003
2021-03-26,11.274169999999998
2021-04-03,17.811729999999997
2021-04-09,21.31352
2021-04-16,26.57551
2021-04-23,28.70585
2021-04-30,94.72972999999999
2021-05-19,71.18569
2021-05-25,47.013540000000006
2021-05-26,38.5553
2021-06-02,48.694050000000004
2021-06-09,38.8991178
2021-06-16,28.4234614
2021-06-23,17.8381243
2021-06-30,46.6511598
2021-07-07,34.1178177
2021-07-14,18.1342565
2021-07-21,7.7948664999999995
2021-07-28,4.5522800000000005
2021-08-04,22.890431900000003
2021-08-11,5.5244508
2021-08-18,6.1081844
2021-09-01,8.9885792
2021-09-08,5.818986000000001
2021-09-15,3.9350163
2021-09-22,2.7148189
2021-09-29,7.2069071
2021-10-05,0.0
2021-10-06,3.9773483
2021-10-13,7.3166417
2021-10-20,6.3179199
2021-10-27,8.3788664
2021-11-03,164.6129603
2021-11-10,6.7885185
2021-11-17,14.8654041
2021-11-24,8.587167599999999
2021-12-01,16.2513868
2021-12-08,10.9148915
2021-12-16,32.9928032
2021-12-23,37.6559069
