date,thorium
YYYY-MM-DD,ppb
2014-12-12,0.00152
2015-01-24,0.0002
2015-02-07,0.0010500000000000002
2015-03-16,0.0008
2015-04-19,0.00215
2015-05-11,0.0
2015-05-24,0.0027099999999999997
2015-06-02,0.00179
2015-06-18,0.00231
2015-07-02,0.00398
2015-07-15,0.00137
2015-08-02,0.0008
2015-08-09,0.00106
2015-10-04,0.00063
2015-10-13,0.00876
2015-10-26,0.0005
2015-11-09,0.00185
2015-11-23,0.0
2015-12-09,0.00248
2016-01-28,0.0009299999999999999
2016-02-12,0.009349999999999999
2016-02-21,0.00151
2016-03-09,0.00034999999999999994
2016-03-24,0.00117
2016-03-31,0.0
2016-04-08,0.0017599999999999998
2016-04-21,0.00034999999999999994
2016-05-02,0.0
2016-05-27,0.0
2016-06-04,0.005099111999999999
2016-06-17,0.0
2016-06-27,0.02502
2016-07-08,0.0
2016-07-15,0.0059900000000000005
2016-07-22,0.0007899999999999999
2016-07-29,0.00183
2016-08-05,0.0
2016-08-12,0.00062
2016-08-19,0.00106
2016-08-26,0.010610000000000001
2016-09-02,7e-05
2016-09-09,0.00581
2016-09-16,0.00207
2016-09-23,0.00284
2016-09-30,9.999999999999999e-06
2016-10-12,0.0
2016-10-19,0.26446000000000003
2016-10-27,0.0
2016-11-03,0.02602
2016-11-12,0.0
2016-11-23,0.24688000000000002
2017-03-19,0.0
2017-04-12,0.0
2017-04-30,0.0
2017-06-30,0.01681
2017-07-30,0.0
2017-08-25,0.0
2017-09-14,0.00023
2017-09-27,0.0
2017-10-14,0.0
2017-10-23,0.0
2017-11-03,0.0008399999999999999
2017-11-16,0.0
2018-03-03,0.0
2018-05-25,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-09,0.0
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.00244
2018-08-24,0.0016
2018-09-07,0.0
2018-09-14,0.0
2018-09-28,0.0
2018-10-05,0.0
2018-10-12,0.0
2018-10-18,0.0
2018-10-25,0.0
2018-11-02,0.0
2018-11-10,0.0
2018-11-17,0.0
2019-02-27,0.01806
2019-03-30,0.012440000000000001
2019-04-18,0.014549999999999999
2019-05-08,0.01294
2019-06-05,0.0
2019-06-11,0.0
2019-06-21,0.0
2019-06-27,0.08541
2019-07-05,0.07900000000000001
2019-07-14,0.07566
2019-07-19,0.07724
2019-07-26,0.10563
2019-08-02,0.07549
2019-08-09,0.08695
2019-08-16,0.0115
2019-08-23,0.43999000000000005
2019-08-30,0.19994
2019-09-06,0.05169
2019-09-13,0.26354
2019-09-20,0.02682
2019-09-27,0.060480000000000006
2019-10-04,0.10019
2019-10-11,0.18472
2019-10-19,0.19801
2019-10-25,0.01374
2019-11-03,0.02689
2019-11-08,0.01889
2019-11-15,0.01729
2019-11-22,0.21545000000000003
2019-12-04,0.02499
2019-12-12,0.016280000000000003
2019-12-20,0.016819999999999998
2020-01-08,0.01367
2020-01-21,0.014530000000000001
2020-01-28,0.01523
2020-02-11,0.07618
2020-02-20,0.07637
2020-03-11,0.07821
2020-03-17,0.07805999999999999
2020-04-03,0.07215
2020-04-09,0.07158
2020-04-14,0.07826
2020-04-24,0.06952
2020-05-22,0.07361000000000001
2020-05-29,0.07393
2020-06-05,0.07082
2020-06-12,0.07408
2020-06-19,0.07651
2020-06-26,0.07653
2020-07-02,0.07128999999999999
2020-07-10,0.06613
2020-07-17,0.06937
2020-07-23,0.07255
2020-07-30,0.07391
2020-08-07,0.06812
2020-08-14,0.07259
2020-08-20,0.07263
2020-08-27,0.0687
2020-09-03,0.07063
2020-09-11,0.0693
2020-09-18,0.07178999999999999
2020-09-24,0.08119
2020-10-01,0.06985
2020-10-08,0.07102
2020-10-16,0.06994
2020-10-23,0.06856
2020-10-27,0.0737
2020-11-06,0.06914000000000001
2020-11-13,0.06986
2020-12-04,0.06783
2021-01-08,0.07038
2021-01-15,0.06844
2021-01-28,0.0587
2021-02-11,0.05581
2021-03-03,0.059500000000000004
2021-03-19,0.0577
2021-03-25,0.0477
2021-04-07,0.04729
2021-05-17,0.05122
2021-05-28,0.0454
2021-06-04,0.0487
2021-06-11,0.0
2021-06-18,0.0
2021-06-24,0.0
2021-07-02,0.0
2021-07-09,0.0
2021-07-15,0.0
2021-07-23,0.0
2021-07-30,0.0
2021-07-31,0.0
2021-08-06,0.0
2021-08-13,0.0
2021-08-19,0.0
2021-08-27,0.0
2021-09-03,0.0
2021-10-01,0.0
2021-10-07,6.549999999999999e-05
2021-10-22,0.0007503000000000001
2021-10-27,0.0005267000000000001
2021-11-03,0.003247
2021-11-11,0.0013679
2022-10-15,0.0019687
