date,lithium
YYYY-MM-DD,ppb
2015-04-28,2.16005696129356
2015-04-29,2.23325653602186
2015-04-30,2.2601109830178
2015-05-01,2.11945175369407
2015-05-02,2.11636734955176
2015-05-03,1.92860973289143
2015-05-04,1.86912003980464
2015-05-05,1.76236073166668
2015-05-06,1.72255907278209
2015-05-07,1.80869921939742
2015-05-08,1.861363629992
2015-05-09,1.9230312362358
2015-05-10,1.8697249650658
2015-05-11,1.94632427284834
2015-05-12,1.94060336769417
2015-05-13,1.9624934260273
2015-05-14,1.92121576621826
2015-05-15,1.91541983485824
2015-05-16,1.84664884388015
2015-05-17,1.79057425205011
2015-05-18,1.8844562844257
2015-05-19,1.89621594343454
2015-05-20,1.91590804894127
2015-05-20,2.07625966505324
2015-05-21,2.02157649598011
2015-05-21,2.04002414320588
2015-05-22,2.12306014870422
2015-05-23,2.13358090344868
2015-05-24,2.03648958874728
2015-05-25,2.18219910048534
2015-05-26,2.05225045675974
2015-05-27,2.00426425621381
2015-05-28,1.86216562256365
2015-05-29,1.77676813969213
2015-05-30,1.76083863635344
2015-05-31,1.59353207648663
2015-06-01,1.38940049783899
2015-06-02,1.24947217615209
2015-06-03,1.11958461284335
2015-06-04,1.10639839781913
2015-06-05,1.12532189288606
2015-06-06,1.1419568214521
2015-06-07,1.14097039919008
2015-06-08,1.02490057315828
2015-06-09,1.00341263472303
2015-06-10,0.966057454407224
2015-06-11,0.94946449378986
2015-06-12,0.91214835370776
2015-06-13,0.9214294617000002
2015-06-14,0.897568113
2015-06-15,0.9169815005
2015-06-16,0.9506426929999999
2015-06-17,0.8609196432
2015-06-18,0.8593487766
2015-06-19,0.8803775092
2015-06-20,0.8786839615
2015-06-21,0.8675411591
2015-06-22,0.8814852856
2015-06-23,0.8851271432850599
2015-06-24,0.9397241161544321
2015-06-25,0.9133095724078679
2015-06-26,0.9384595094709282
2015-06-27,0.9298962823957599
2015-06-28,0.9962323843107239
2015-06-29,0.974441774806986
2015-06-30,0.950847137007835
2015-07-01,0.980473805947345
2015-07-02,1.041634776152913
2015-07-03,1.053228553578129
2015-07-04,1.093524866724918
2015-07-05,1.0644684614323119
2015-07-06,1.092510238165859
