date,cobalt
YYYY-MM-DD,ppb
2020-06-02,0.60245
2020-06-16,1.09523
2020-06-30,0.30592
2020-07-14,0.31545999999999996
2020-07-21,0.29823
2020-07-29,0.26625
2020-08-04,0.24053000000000002
2020-08-12,0.19404000000000002
2020-08-19,0.41122
2020-08-24,0.36172000000000004
2020-09-01,0.31295999999999996
2020-09-10,0.33884
2020-09-14,0.32210999999999995
2020-09-23,0.34502
2020-09-29,0.4221
2020-10-05,0.35961
2020-10-13,0.30376000000000003
2020-10-20,0.25964
2020-10-28,0.19267
2020-11-03,0.21249
2020-11-10,0.2033
2020-11-19,0.08584
2020-12-03,0.0
2021-01-06,0.0
2021-02-19,0.13469
2021-03-09,0.13072
2021-04-05,0.22574
2021-04-28,0.13122999999999999
2021-05-04,0.11750999999999999
2021-05-13,0.21808
2021-05-18,0.26384
2021-05-27,0.46823
2021-06-02,0.37220000000000003
2021-06-08,0.52475
2021-06-10,0.2251
2021-06-16,0.49878
2021-06-22,0.2794
2021-07-01,0.31424
2021-07-07,0.35122
2021-07-16,0.2846376
2021-07-20,0.293639
2021-07-27,0.1959608
2021-08-04,0.206046
2021-08-10,0.1876475
2021-08-17,0.1781718
2021-08-24,0.17036269999999998
2021-08-31,0.1369783
2021-09-08,0.21292080000000002
2021-09-27,0.1795896
2021-10-04,0.2003513
2021-10-15,0.10077710000000001
2021-10-20,0.036060100000000005
2021-10-28,0.21817019999999998
2021-11-04,0.31696559999999996
2021-11-08,0.1255823
2021-12-01,0.22725720000000002
