date,titanium
YYYY-MM-DD,ppb
2019-10-07,1.67415
2020-05-26,1.53044
2020-10-09,0.0
2020-10-13,0.03892
2020-10-21,0.46323000000000003
2020-10-28,1.4638300000000002
2020-11-04,0.22039
2020-11-11,0.11263999999999999
2020-11-17,2.16466
2020-11-25,2.6005499999999997
2020-12-03,2.24647
2020-12-09,3.5119499999999997
2020-12-16,2.19664
2020-12-26,2.01924
2020-12-31,2.40861
2021-01-07,2.2943
2021-01-14,2.69117
2021-01-21,2.43001
2021-01-28,2.41792
2021-02-07,2.09349
2021-02-11,2.11815
2021-02-19,2.63202
2021-02-27,2.60206
2021-03-05,2.62009
2021-03-12,2.16125
2021-03-19,2.1581200000000003
2021-03-26,1.75416
2021-04-03,1.8520800000000002
2021-04-09,2.25896
2021-04-16,1.8686500000000001
2021-04-23,2.1163100000000004
2021-04-30,2.7231899999999998
2021-05-19,2.26763
2021-05-25,2.44277
2021-05-26,1.76652
2021-06-02,2.1173800000000003
2021-06-09,0.7409942
2021-06-16,0.7429516
2021-06-23,0.5428406
2021-06-30,0.8967173
2021-07-07,0.8243880000000001
2021-07-14,0.5071494
2021-07-21,0.4514817
2021-07-28,1.46621
2021-08-04,0.8258582999999999
2021-08-11,0.4214815
2021-08-18,0.4654433
2021-09-01,0.3468874
2021-09-08,0.3505997
2021-09-15,0.3779773
2021-09-22,0.24749030000000002
2021-09-29,0.5951774
2021-10-05,1.0340799999999999
2021-10-06,0.2970146
2021-10-13,0.5391011
2021-10-20,0.5285041
2021-10-27,0.3837552
2021-11-03,0.6051953
2021-11-10,0.3408907
2021-11-17,0.6505291000000001
2021-11-24,0.2534114
2021-12-01,0.427658
2021-12-08,0.4685944
2021-12-16,0.8111259
2021-12-23,0.7517404
