Location ID,Depth Name,Depth_cm bgs,Other Name,Date,Time,water table depth_cm bgs,pH,EC_uS/cm,ORP_mV,DO_uM,Fe(II)_uM,DOC_mM,DIC_mM,NH4_mM,Cl_mM,SO4_mM,NO3_mM,Li_M,sd_M,Be_M,sd_M,B_M,sd_M,Na_M,sd_M,Mg_M,sd_M,Al_M,sd_M,Si_M,sd_M,K_M,sd_M,V_M,sd_M,Cr_M,sd_M,Mn_M,sd_M,Ca_M,sd_M,Fe_M,sd_M,Se_M,sd_M,Ti_M,sd_M,Ni_M,sd_M,Co_M,sd_M,Cu_M,sd_M,Zn_M,sd_M,Ge_M,sd_M,Rb_M,sd_M,Sr_M,sd_M,Zr_M,sd_M,Mo_M,sd_M,Ag_M,sd_M,Cd_M,sd_M,Sn_M,sd_M,Sb_M,sd_M,Cs_M,sd_M,Ba_M,sd_M,Eu_M,sd_M,Pb_M,sd_M,Th_M,sd_M,U_M,sd_M,P_M,sd_M,As_M,sd_M
ER-MCP5,,,MCP-5,7/21/2018,10:30,39,7.03,445,-86,,,0.152,5.734,0.0038,0.2423,0.0117,BDL,2.87E-06,7.94E-08,BDL,BDL,BDL,BDL,5.27E-04,4.71E-06,4.38E-04,3.30E-06,BDL,BDL,1.90E-04,2.82E-06,3.38E-05,8.73E-07,2.20E-09,4.72E-10,BDL,BDL,3.39E-06,3.31E-08,1.78E-03,1.38E-05,2.65E-05,1.84E-07,BDL,BDL,BDL,BDL,2.33E-08,1.14E-09,1.24E-09,2.92E-10,4.25E-09,7.45E-10,1.10E-05,9.91E-08,3.88E-09,2.04E-10,6.87E-09,4.19E-10,4.73E-06,8.52E-08,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.71E-06,4.30E-08,1.31E-09,1.35E-10,4.02E-10,7.34E-11,BDL,BDL,BDL,BDL,5.53E-06,3.62E-07,BDL,BDL
ER-MCP5,,,MCP-5,7/24/2018,11:10,69,7.04,432,-90,,,0.179,5.372,0.0038,0.2223,0.0424,BDL,2.68E-06,5.54E-08,BDL,BDL,BDL,BDL,5.01E-04,9.23E-06,4.29E-04,1.03E-05,BDL,BDL,1.91E-04,5.18E-06,3.21E-05,3.31E-07,3.08E-09,1.90E-10,BDL,BDL,3.45E-06,3.39E-08,1.75E-03,1.56E-05,2.67E-05,2.84E-07,4.20E-07,2.82E-07,BDL,BDL,2.03E-08,8.52E-10,1.30E-09,3.61E-10,BDL,BDL,1.40E-05,1.54E-07,3.97E-09,3.38E-10,6.06E-09,2.59E-10,4.58E-06,4.97E-08,BDL,BDL,2.59E-09,3.63E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.53E-06,4.02E-08,1.28E-09,1.10E-10,6.58E-10,9.86E-11,BDL,BDL,BDL,BDL,6.41E-06,5.22E-07,2.92E-08,2.83E-08
ER-MCP5,,,MCP-5,7/27/2018,10:35,40,7.09,442,-89,5.34,,0.157,5.323,0.0037,0.2081,0.0514,BDL,2.59E-06,3.28E-08,5.94E-08,4.58E-08,1.83E-06,5.47E-08,4.86E-04,1.05E-05,4.03E-04,8.81E-06,2.27E-06,8.19E-08,1.87E-04,6.07E-06,3.17E-05,5.66E-07,3.22E-09,2.49E-10,1.37E-08,2.24E-10,3.23E-06,3.76E-08,1.60E-03,3.04E-05,2.60E-05,1.74E-07,BDL,BDL,BDL,BDL,2.67E-08,2.97E-09,1.76E-09,2.54E-10,6.25E-09,8.29E-10,1.42E-05,1.26E-07,3.96E-09,5.76E-10,6.08E-09,2.80E-10,4.42E-06,2.40E-08,BDL,BDL,5.26E-09,6.88E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,9.26E-11,4.48E-11,5.30E-06,3.99E-08,1.12E-09,1.15E-10,8.78E-10,3.74E-11,BDL,BDL,1.89E-10,5.20E-11,7.07E-06,3.07E-07,7.35E-09,1.31E-09
ER-MCP5,,,MCP-5,7/30/2018,10:25,40,6.88,420,-84,10.69,,0.148,4.961,0.0034,0.1875,0.0813,BDL,2.33E-06,5.47E-08,1.01E-07,9.12E-08,1.71E-06,1.29E-07,4.30E-04,8.99E-06,3.59E-04,1.20E-05,2.29E-06,9.05E-08,1.80E-04,7.61E-06,3.15E-05,3.77E-07,3.24E-09,2.93E-10,3.87E-08,9.64E-10,3.06E-06,1.99E-08,1.44E-03,1.84E-05,2.48E-05,3.04E-07,1.52E-07,2.47E-08,BDL,BDL,6.35E-08,3.44E-09,2.26E-09,3.92E-10,2.10E-08,9.34E-10,1.57E-05,1.45E-07,4.10E-09,7.83E-10,6.30E-09,2.09E-10,3.87E-06,3.05E-08,BDL,BDL,7.79E-09,8.18E-10,BDL,BDL,1.36E-09,1.36E-09,BDL,BDL,BDL,BDL,1.05E-10,8.09E-11,4.66E-06,4.38E-08,1.15E-09,1.13E-10,1.15E-09,1.70E-10,BDL,BDL,2.19E-10,5.61E-11,8.24E-06,3.23E-07,4.43E-08,1.41E-08
ER-MCP5,,,MCP-5,8/2/2018,10:20,42,7.07,450,-74,6.78,,0.226,5.147,0.0047,0.2204,0.0266,BDL,2.85E-06,5.15E-08,BDL,BDL,1.87E-06,1.31E-07,5.80E-04,6.20E-06,4.54E-04,8.67E-06,2.59E-06,9.96E-08,1.91E-04,6.14E-06,3.93E-05,4.25E-07,3.67E-08,6.59E-10,4.47E-07,2.08E-09,3.77E-06,3.74E-08,1.79E-03,1.83E-05,4.73E-05,5.21E-07,BDL,BDL,BDL,BDL,6.06E-08,5.32E-09,6.24E-09,1.63E-10,3.47E-08,1.23E-09,8.19E-06,3.91E-08,4.22E-09,2.38E-10,7.01E-09,1.79E-10,4.92E-06,6.92E-08,BDL,BDL,2.91E-08,1.30E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.95E-06,6.68E-08,1.40E-09,1.25E-10,1.22E-09,7.10E-11,BDL,BDL,1.86E-10,3.24E-11,5.04E-06,3.60E-07,2.39E-09,6.02E-10
ER-MCP5,,,MCP-5,8/9/2018,15:25,43,6.82,453,-71,,,0.369,4.575,0.0049,0.1937,0.0638,BDL,2.70E-06,9.28E-08,BDL,BDL,1.63E-06,1.09E-07,5.40E-04,7.19E-06,4.35E-04,1.11E-05,1.95E-06,1.05E-07,1.83E-04,5.43E-06,3.64E-05,7.73E-07,3.52E-09,6.50E-11,1.86E-08,6.15E-10,3.62E-06,4.57E-08,1.73E-03,2.24E-05,3.52E-05,2.78E-07,BDL,BDL,BDL,BDL,4.35E-08,1.34E-09,3.71E-09,1.59E-10,1.30E-08,8.46E-10,9.40E-06,7.04E-08,3.86E-09,1.15E-10,6.49E-09,3.19E-10,4.61E-06,3.15E-08,BDL,BDL,4.76E-09,4.61E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.51E-06,6.59E-08,1.53E-09,1.20E-10,6.43E-10,9.15E-11,BDL,BDL,1.71E-10,1.79E-11,6.75E-06,2.39E-07,1.86E-09,2.63E-10
ER-MCP5,,,MCP-5,8/25/2018,,,,,,,,0.154,4.171,0.0022,0.1400,0.1338,BDL,6.84E-07,4.32E-08,BDL,BDL,BDL,BDL,1.36E-04,4.07E-06,2.56E-04,8.62E-06,2.14E-06,9.04E-08,1.25E-04,4.97E-06,1.72E-05,2.17E-07,BDL,BDL,1.61E-08,3.31E-10,4.72E-06,3.13E-08,1.28E-03,1.53E-05,3.70E-05,3.90E-07,BDL,BDL,BDL,BDL,4.33E-08,1.42E-09,3.35E-09,3.24E-10,1.35E-08,7.04E-10,9.12E-05,4.27E-07,1.12E-09,1.70E-10,2.74E-09,1.15E-10,2.41E-06,2.85E-08,BDL,BDL,1.09E-08,7.67E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,2.45E-06,1.38E-08,6.13E-10,4.80E-11,1.35E-09,1.31E-10,BDL,BDL,BDL,BDL,1.52E-05,1.78E-06,2.67E-09,3.46E-10
ER-MCP5,,,MCP-5,9/12/2018,,,,,,,,0.123,3.278,0.0043,0.0924,0.1802,BDL,1.70E-06,5.48E-08,BDL,BDL,5.85E-07,5.39E-08,4.31E-04,1.33E-05,3.92E-04,8.81E-06,BDL,BDL,1.65E-04,4.61E-06,3.66E-05,7.12E-07,7.14E-09,2.30E-10,9.55E-09,3.82E-10,3.61E-06,4.78E-08,1.51E-03,8.11E-06,3.25E-05,2.72E-07,BDL,BDL,2.35E-07,9.40E-09,4.36E-08,3.34E-09,1.85E-09,3.10E-10,2.00E-08,9.18E-10,5.31E-05,6.60E-07,2.27E-09,4.21E-10,6.61E-09,4.64E-10,3.57E-06,3.39E-08,BDL,BDL,2.66E-09,8.59E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,3.81E-06,2.81E-08,1.09E-09,5.64E-11,3.47E-09,1.13E-10,BDL,BDL,2.19E-10,4.56E-11,1.02E-05,4.56E-07,BDL,BDL
ER-MCP5,,,MCP-5,9/23/2018,,,,,,,,0.16,4.482,0.0049,0.2230,0.0104,BDL,2.76E-06,7.83E-08,BDL,BDL,1.49E-06,5.11E-08,7.04E-04,2.52E-05,5.00E-04,1.56E-05,BDL,BDL,1.97E-04,6.03E-06,3.94E-05,4.64E-07,2.28E-09,1.44E-10,2.40E-08,1.24E-09,3.28E-06,3.64E-08,1.66E-03,3.33E-05,3.14E-05,2.16E-07,BDL,BDL,BDL,BDL,3.20E-08,2.50E-09,1.13E-09,1.29E-10,4.82E-09,9.35E-10,9.44E-05,1.03E-06,2.15E-09,5.44E-10,7.17E-09,3.63E-10,4.61E-06,1.12E-07,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.10E-06,8.10E-08,1.30E-09,8.80E-11,2.94E-09,1.72E-10,BDL,BDL,BDL,BDL,6.60E-06,4.54E-07,BDL,BDL
ER-MCB1,Shallow,75,MCT2-1-S,5/27/2018,17:30,,7.44,537,131,2.97,BDL,0.372,6.128,BDL,0.4107,0.1476,BDL,4.08E-07,6.77E-08,BDL,BDL,2.93E-07,2.52E-08,1.85E-04,3.13E-06,3.52E-04,2.68E-06,BDL,BDL,1.37E-04,9.48E-07,7.89E-06,1.07E-07,BDL,BDL,5.57E-09,1.56E-09,7.32E-06,9.68E-08,2.30E-03,1.20E-05,1.20E-06,2.20E-09,BDL,BDL,BDL,BDL,7.23E-08,2.19E-09,9.50E-09,3.69E-10,1.86E-08,9.97E-10,6.43E-07,1.11E-08,BDL,BDL,3.12E-09,3.34E-10,3.48E-06,2.52E-08,BDL,BDL,1.80E-08,7.42E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.05E-06,6.57E-09,2.42E-10,3.84E-11,BDL,BDL,BDL,BDL,2.70E-09,1.07E-10,5.91E-06,6.73E-07,3.80E-09,7.08E-10
ER-MCB1,Shallow,75,MCT2-1-S,5/31/2018,15:00,,7.51,584,7,,,0.362,6.392,BDL,0.4262,0.1488,BDL,4.13E-07,4.50E-08,BDL,BDL,2.87E-07,2.97E-08,1.94E-04,1.36E-06,3.72E-04,3.87E-06,2.97E-07,6.39E-08,1.43E-04,8.27E-07,7.86E-06,1.24E-07,BDL,BDL,2.55E-09,5.96E-10,8.15E-06,7.04E-08,2.39E-03,4.71E-06,1.95E-06,1.52E-08,BDL,BDL,BDL,BDL,7.82E-08,2.49E-09,1.04E-08,4.93E-10,1.78E-08,1.29E-09,4.40E-07,3.91E-09,BDL,BDL,3.14E-09,1.76E-10,3.67E-06,3.00E-08,BDL,BDL,1.89E-08,8.17E-10,BDL,BDL,1.08E-09,2.19E-10,BDL,BDL,BDL,BDL,BDL,BDL,1.10E-06,1.67E-08,2.29E-10,3.55E-11,BDL,BDL,BDL,BDL,2.85E-09,1.05E-10,6.39E-06,6.77E-07,4.86E-09,1.25E-09
ER-MCB1,Shallow,75,MCT2-1-S,6/5/2018,14:10,44,7.4,498,15,,,0.386,6.471,BDL,0.4393,0.1468,BDL,4.10E-07,3.31E-08,BDL,BDL,3.19E-07,2.61E-08,1.96E-04,2.18E-06,3.71E-04,1.99E-06,BDL,BDL,1.50E-04,1.01E-06,8.33E-06,1.24E-07,BDL,BDL,9.88E-09,2.73E-09,9.62E-06,1.05E-07,2.39E-03,3.52E-06,2.16E-06,9.85E-09,BDL,BDL,BDL,BDL,8.53E-08,2.92E-09,1.19E-08,6.30E-10,2.96E-08,1.09E-09,2.71E-07,6.06E-09,BDL,BDL,3.40E-09,1.28E-10,3.66E-06,1.21E-08,BDL,BDL,1.80E-08,1.17E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.15E-06,8.43E-09,2.47E-10,5.01E-11,BDL,BDL,BDL,BDL,2.74E-09,7.78E-11,6.63E-06,7.08E-07,5.44E-09,6.21E-10
ER-MCB1,Shallow,75,MCT2-1-S,6/7/2018,14:30,41,7.48,595,12,,,0.374,6.354,BDL,0.4634,0.1575,BDL,4.41E-07,2.56E-08,BDL,BDL,3.24E-07,1.53E-08,1.95E-04,1.28E-06,3.70E-04,4.15E-06,BDL,BDL,1.50E-04,1.26E-06,9.05E-06,1.77E-07,BDL,BDL,BDL,BDL,9.30E-06,9.26E-08,2.39E-03,8.66E-06,1.92E-06,2.12E-08,BDL,BDL,BDL,BDL,8.62E-08,1.92E-09,1.22E-08,4.30E-10,1.56E-08,1.59E-09,2.85E-07,3.23E-09,BDL,BDL,3.51E-09,3.58E-10,3.67E-06,2.82E-08,BDL,BDL,1.83E-08,1.22E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.12E-06,1.58E-08,2.38E-10,2.64E-11,BDL,BDL,BDL,BDL,2.67E-09,1.95E-10,6.83E-06,7.49E-07,5.37E-09,6.84E-10
ER-MCB1,Shallow,75,MCT2-1-S,6/9/2018,13:10,50,7.41,484,8,,,0.607,6.094,BDL,0.4595,0.1593,BDL,4.29E-07,3.22E-08,BDL,BDL,3.32E-07,8.92E-09,1.93E-04,2.98E-06,3.58E-04,2.60E-06,BDL,BDL,1.51E-04,9.36E-07,9.22E-06,1.73E-07,BDL,BDL,BDL,BDL,1.08E-05,7.69E-08,2.32E-03,1.20E-05,2.32E-06,2.95E-07,BDL,BDL,BDL,BDL,8.71E-08,3.93E-09,1.39E-08,4.07E-10,2.26E-08,1.18E-09,2.90E-07,6.22E-09,BDL,BDL,3.46E-09,1.61E-10,3.55E-06,6.04E-09,BDL,BDL,2.00E-08,7.76E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.14E-06,2.06E-08,2.10E-10,4.09E-11,BDL,BDL,BDL,BDL,2.62E-09,2.14E-10,7.17E-06,9.54E-07,6.38E-09,5.95E-10
ER-MCB1,Shallow,75,MCT2-1-S,6/12/2018,13:20,55,7.69,896,18,,,0.424,5.325,0.0011,0.4525,0.1607,BDL,BDL,BDL,BDL,BDL,4.37E-07,9.31E-09,1.88E-04,2.79E-06,3.54E-04,7.41E-06,BDL,BDL,1.23E-04,1.70E-06,1.04E-05,3.39E-07,BDL,BDL,4.08E-09,2.47E-10,1.15E-05,1.33E-07,2.13E-03,1.81E-05,1.41E-06,1.01E-08,BDL,BDL,BDL,BDL,8.62E-08,3.74E-09,1.33E-08,5.05E-10,1.66E-08,7.74E-10,BDL,BDL,BDL,BDL,4.67E-09,1.74E-10,3.49E-06,2.49E-08,BDL,BDL,2.00E-08,1.02E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.15E-06,1.29E-08,2.20E-10,5.08E-11,4.65E-10,6.73E-11,3.50E-10,6.61E-11,2.47E-09,8.13E-11,1.25E-05,5.87E-07,7.90E-09,1.31E-09
ER-MCB2,Shallow,50,MCT2-2-S,5/27/2018,15:20,,6.86,677,116,2.38,35.81,0.749,8.31,0.0132,0.5007,0.2347,0.0009,4.73E-07,3.50E-08,BDL,BDL,7.53E-07,2.32E-08,1.06E-03,7.84E-06,6.72E-04,8.69E-06,6.49E-07,6.85E-08,1.73E-04,1.03E-06,2.79E-05,4.20E-07,8.43E-09,2.43E-10,4.04E-09,3.14E-10,3.56E-05,4.89E-07,2.03E-03,8.57E-06,4.87E-05,1.29E-07,BDL,BDL,3.76E-08,6.53E-09,1.83E-07,3.81E-09,7.24E-08,1.95E-09,3.47E-08,2.58E-09,7.39E-07,1.39E-08,BDL,BDL,6.50E-09,1.88E-10,3.37E-06,1.04E-08,BDL,BDL,4.20E-08,8.45E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.24E-06,1.51E-08,3.26E-10,3.88E-11,1.92E-09,1.27E-10,BDL,BDL,6.40E-09,1.66E-10,1.06E-05,1.24E-06,4.94E-08,1.94E-09
ER-MCB2,Shallow,50,MCT2-2-S,5/31/2018,14:30,,7.04,491,32,,,1.335,7.45,0.0128,0.4915,0.1621,BDL,4.34E-07,5.08E-08,BDL,BDL,7.47E-07,2.54E-08,8.00E-04,9.95E-06,5.88E-04,2.79E-06,1.17E-06,5.93E-08,1.78E-04,1.23E-06,2.56E-05,3.59E-07,9.66E-09,3.34E-10,3.44E-09,4.15E-10,3.12E-05,2.68E-07,1.75E-03,9.22E-06,4.75E-05,2.52E-07,BDL,BDL,4.54E-08,8.14E-09,1.66E-07,4.14E-09,6.43E-08,4.92E-10,3.10E-08,1.08E-09,7.33E-07,8.03E-09,BDL,BDL,5.64E-09,3.03E-10,2.91E-06,1.40E-08,BDL,BDL,4.49E-08,1.62E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.02E-06,1.47E-08,2.74E-10,5.25E-11,2.23E-09,2.03E-10,BDL,BDL,4.31E-09,1.66E-10,8.51E-06,5.48E-07,5.46E-08,1.65E-09
ER-MCB2,Shallow,50,MCT2-2-S,6/5/2018,13:40,2,6.69,494,27,,,1.481,8.435,0.0130,0.4908,0.1596,BDL,4.05E-07,2.64E-08,BDL,BDL,8.08E-07,3.21E-08,5.69E-04,5.76E-06,6.96E-04,4.54E-06,5.35E-07,6.65E-08,1.82E-04,1.27E-06,2.81E-05,4.09E-07,1.00E-08,5.01E-10,3.30E-09,3.39E-10,3.57E-05,4.66E-07,2.09E-03,1.11E-05,5.50E-05,2.33E-07,BDL,BDL,4.80E-08,7.42E-09,2.02E-07,3.97E-09,8.11E-08,1.02E-09,2.91E-08,9.03E-10,3.24E-07,5.97E-09,BDL,BDL,7.05E-09,6.29E-10,3.49E-06,2.00E-08,BDL,BDL,4.53E-08,1.14E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.30E-06,1.26E-08,4.06E-10,2.84E-11,2.12E-09,1.42E-10,BDL,BDL,4.22E-09,1.32E-10,1.01E-05,1.13E-06,5.90E-08,3.15E-09
ER-MCB2,Shallow,50,MCT2-2-S,6/7/2018,13:50,-5,6.83,606,41,,,1.085,7.866,0.0107,0.4837,0.1870,BDL,4.08E-07,3.17E-08,BDL,BDL,1.07E-06,2.16E-08,5.04E-04,5.27E-06,6.22E-04,6.13E-06,4.82E-07,5.83E-08,1.66E-04,6.60E-07,2.57E-05,3.53E-07,6.82E-09,3.28E-10,2.32E-09,3.60E-10,2.79E-05,2.23E-07,1.80E-03,9.37E-06,3.79E-05,1.26E-07,BDL,BDL,4.28E-08,6.99E-09,1.58E-07,4.99E-09,6.55E-08,5.73E-10,2.94E-08,1.05E-09,3.02E-07,8.86E-09,BDL,BDL,5.32E-09,2.62E-10,3.05E-06,2.42E-08,BDL,BDL,2.27E-08,4.35E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,1.06E-06,2.25E-09,2.64E-10,7.14E-11,1.04E-09,1.21E-10,BDL,BDL,3.57E-09,5.19E-11,8.64E-06,7.78E-07,3.07E-08,4.00E-10
ER-MCB2,Shallow,50,MCT2-2-S,6/9/2018,12:45,44,7.1,706,0,,,1.477,,0.0097,,,,4.53E-07,4.65E-08,BDL,BDL,7.24E-07,2.46E-08,6.38E-04,3.59E-06,9.31E-04,8.99E-06,3.66E-07,6.46E-08,1.63E-04,4.39E-07,2.04E-05,3.00E-07,6.03E-09,2.84E-10,5.52E-09,3.78E-10,4.34E-05,5.16E-07,2.77E-03,2.07E-05,5.85E-05,3.13E-07,BDL,BDL,4.88E-08,7.16E-09,2.39E-07,4.69E-09,1.06E-07,8.49E-10,5.10E-08,1.22E-09,4.26E-07,8.39E-09,BDL,BDL,4.92E-09,2.14E-10,4.62E-06,1.47E-08,BDL,BDL,1.47E-08,8.28E-10,BDL,BDL,9.58E-10,2.87E-10,BDL,BDL,BDL,BDL,BDL,BDL,1.65E-06,1.05E-08,3.87E-10,5.47E-11,1.52E-09,1.43E-10,BDL,BDL,6.62E-09,2.09E-10,1.68E-05,1.20E-06,3.38E-08,9.78E-10
ER-MCB2,Shallow,50,MCT2-2-S,6/12/2018,12:30,17,7.19,795,-15,,,1.45,9.358,0.0104,0.5553,0.2289,0.0007,BDL,BDL,BDL,BDL,7.78E-07,2.24E-08,6.18E-04,7.43E-06,8.89E-04,1.74E-05,BDL,BDL,1.31E-04,2.06E-06,1.63E-05,3.83E-07,5.90E-09,2.96E-10,3.09E-09,2.24E-10,4.51E-05,5.99E-07,2.64E-03,2.25E-05,5.88E-05,6.12E-07,BDL,BDL,BDL,BDL,2.35E-07,8.56E-09,1.05E-07,2.34E-09,5.09E-08,1.86E-09,BDL,BDL,BDL,BDL,4.91E-09,3.27E-10,4.46E-06,6.05E-08,BDL,BDL,1.22E-08,9.32E-10,BDL,BDL,1.08E-09,3.78E-10,BDL,BDL,BDL,BDL,BDL,BDL,1.71E-06,2.19E-08,4.09E-10,6.54E-11,1.65E-09,1.15E-10,BDL,BDL,6.39E-09,1.79E-10,1.61E-05,1.23E-06,3.23E-08,3.52E-09
ER-MCB3,Shallow,60,MCT2-3-S,5/27/2018,16:30,,6.88,435,61,2.81,BDL,0.753,4.604,0.0033,0.4387,0.1213,BDL,3.16E-07,2.00E-08,BDL,BDL,6.17E-07,1.99E-08,4.05E-04,6.77E-06,3.99E-04,8.37E-07,BDL,BDL,1.73E-04,1.68E-06,1.61E-05,2.76E-07,1.99E-09,2.05E-10,BDL,BDL,5.40E-06,6.72E-08,1.18E-03,5.47E-06,4.83E-06,2.74E-08,BDL,BDL,3.52E-08,6.28E-09,7.84E-08,3.74E-09,1.09E-08,4.98E-10,2.12E-08,1.39E-09,BDL,BDL,BDL,BDL,2.39E-09,2.36E-10,2.09E-06,1.97E-08,BDL,BDL,1.14E-08,3.50E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,4.57E-07,5.13E-09,1.60E-10,4.56E-11,4.71E-10,9.11E-11,1.26E-10,6.51E-11,1.76E-09,4.74E-11,7.52E-06,6.84E-07,1.49E-08,1.85E-09
ER-MCB3,Shallow,60,MCT2-3-S,5/31/2018,14:00,,7.37,338,107,,,0.642,3.557,0.0034,0.4273,0.1130,BDL,2.99E-07,3.35E-08,BDL,BDL,6.86E-07,1.64E-08,3.65E-04,6.70E-06,3.66E-04,3.35E-06,1.06E-06,6.95E-08,1.50E-04,1.08E-06,1.70E-05,2.54E-07,2.66E-09,2.71E-10,3.19E-09,2.49E-10,4.73E-06,4.10E-08,1.03E-03,1.89E-06,3.53E-06,2.08E-08,BDL,BDL,3.55E-08,9.07E-09,7.01E-08,1.63E-09,9.75E-09,2.30E-10,2.25E-08,1.49E-09,5.52E-07,5.01E-09,BDL,BDL,2.69E-09,1.73E-10,1.82E-06,1.45E-08,BDL,BDL,1.22E-08,7.67E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,4.17E-07,7.55E-09,1.40E-10,1.63E-11,7.23E-10,1.05E-10,BDL,BDL,1.16E-09,6.53E-11,7.05E-06,5.51E-07,1.14E-08,9.23E-10
ER-MCB3,Shallow,60,MCT2-3-S,6/5/2018,13:10,17,7.04,369,83,,,0.867,4.749,0.0169,0.4328,0.1049,BDL,3.62E-07,2.26E-08,BDL,BDL,4.13E-07,1.24E-08,5.32E-04,7.72E-06,4.52E-04,6.35E-06,BDL,BDL,1.79E-04,1.38E-06,1.48E-05,2.29E-07,2.07E-09,2.03E-10,1.98E-09,3.02E-10,7.62E-06,9.58E-08,1.39E-03,5.70E-06,1.04E-05,7.91E-08,BDL,BDL,BDL,BDL,9.14E-08,3.29E-09,1.31E-08,2.38E-10,2.26E-08,7.81E-10,3.13E-07,1.22E-08,BDL,BDL,2.26E-09,2.62E-10,2.44E-06,1.64E-08,BDL,BDL,1.07E-08,1.35E-09,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.86E-07,3.07E-09,1.70E-10,1.96E-11,BDL,BDL,BDL,BDL,1.73E-09,6.16E-11,7.23E-06,5.63E-07,1.38E-08,2.15E-09
ER-MCB3,Shallow,60,MCT2-3-S,6/7/2018,13:10,4,7.27,338,103,,,0.733,4.035,0.0030,0.4271,0.1504,0.0033,3.91E-07,1.56E-08,BDL,BDL,1.28E-06,2.26E-08,4.19E-04,1.61E-06,4.32E-04,2.78E-06,1.89E-07,6.57E-08,1.95E-04,9.54E-07,2.08E-05,3.12E-07,3.51E-09,2.63E-10,1.83E-09,2.82E-10,3.82E-06,4.86E-08,1.28E-03,2.47E-06,2.37E-06,4.77E-09,BDL,BDL,3.75E-08,6.54E-09,8.26E-08,2.03E-09,8.66E-09,2.88E-10,3.66E-08,1.87E-09,3.07E-07,6.91E-09,BDL,BDL,2.67E-09,1.88E-10,2.27E-06,7.10E-09,BDL,BDL,1.20E-08,7.12E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,5.33E-07,8.24E-09,1.75E-10,3.69E-11,5.62E-10,1.04E-10,BDL,BDL,1.35E-09,5.03E-11,9.08E-06,8.50E-07,9.48E-09,1.33E-09
ER-MCB3,Shallow,60,MCT2-3-S,6/9/2018,12:20,33,7.27,465,54,,,0.598,6.093,0.0031,0.4601,0.1386,BDL,4.07E-07,3.16E-08,BDL,BDL,5.76E-07,1.13E-08,7.33E-04,6.21E-06,5.73E-04,6.38E-06,BDL,BDL,1.99E-04,2.05E-06,1.54E-05,3.19E-07,BDL,BDL,BDL,BDL,9.02E-06,1.05E-07,1.84E-03,1.11E-05,6.22E-06,3.94E-08,BDL,BDL,3.61E-08,5.05E-09,1.04E-07,3.59E-09,1.68E-08,3.19E-10,2.64E-08,1.50E-09,3.25E-07,5.87E-09,BDL,BDL,2.45E-09,1.60E-10,3.24E-06,5.80E-09,BDL,BDL,9.57E-09,7.38E-10,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,7.87E-07,1.10E-08,2.09E-10,4.54E-11,4.13E-10,1.03E-10,BDL,BDL,2.92E-09,1.97E-10,8.35E-06,7.46E-07,1.13E-08,1.31E-09
ER-MCB3,Shallow,60,MCT2-3-S,6/12/2018,12:05,43,7.44,807,19,,,,,,0.4397,0.1681,BDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
