"Wavelength, nm",MOP-1-2 NaCl whole,MOP-1-4 NaCl whole,MOP-2-2 NaCl whole,MOP-2-4 NaCl whole,MOP-3-2 NaCl whole,MOP-3-4 NaCl whole,MOP-3-6 NaCl whole,MOP-4-2 NaCl whole,MOP-4-3 NaCl whole,MCC-1A-3 NaCl whole,MCC-3-3 NaCl whole,MCC-3-6 NaCl whole,MCC-5-2 NaCl whole,MCC-5-4 NaCl whole,MCC-5-5 NaCl whole,MOP-1-2 PP-SPE,MOP-1-4 PP-SPE,MOP-2-2 PP-SPE,MOP-2-4 PP-SPE,MOP-3-2 PP-SPE,MOP-3-4 PP-SPE,MOP-3-6 PP-SPE,MOP-4-2 PP-SPE,MOP-4-3 PP-SPE,MCC-1A-3 PP-SPE,MCC-3-3 PP-SPE,MCC-3-6 PP-SPE,MCC-5-2 PP-SPE,MCC-5-4 PP-SPE,MCC-5-5 PP-SPE
616,0.011,0.002,0.251,-0.048,-0.005,0.424,0.103,0.138,1.036,0.643,-0.019,0.628,-0.064,0.105,-0.065,0.029,0.008,0.114,0.204,0.163,0.219,0.051,0.040,0.161,0.220,0.135,0.095,0.017,0.030,0.033
617,0.011,0.003,0.252,-0.048,-0.005,0.429,0.105,0.138,1.044,0.647,-0.016,0.630,-0.064,0.107,-0.063,0.029,0.008,0.115,0.205,0.163,0.218,0.049,0.040,0.162,0.222,0.136,0.095,0.017,0.029,0.033
618,0.010,0.002,0.253,-0.050,-0.006,0.431,0.103,0.140,1.052,0.646,-0.018,0.633,-0.064,0.107,-0.065,0.028,0.008,0.115,0.205,0.163,0.218,0.047,0.039,0.162,0.222,0.136,0.095,0.015,0.027,0.031
619,0.011,0.003,0.254,-0.048,-0.005,0.432,0.103,0.144,1.059,0.651,-0.018,0.637,-0.064,0.107,-0.065,0.028,0.008,0.115,0.206,0.163,0.218,0.048,0.039,0.162,0.222,0.137,0.096,0.015,0.027,0.030
620,0.011,0.003,0.255,-0.048,-0.006,0.439,0.106,0.144,1.065,0.653,-0.015,0.641,-0.064,0.109,-0.063,0.028,0.007,0.116,0.206,0.164,0.219,0.047,0.039,0.163,0.223,0.138,0.096,0.015,0.027,0.030
621,0.011,0.005,0.256,-0.048,-0.006,0.437,0.106,0.142,1.067,0.655,-0.018,0.642,-0.064,0.113,-0.063,0.027,0.007,0.116,0.206,0.164,0.220,0.046,0.039,0.164,0.223,0.139,0.096,0.015,0.026,0.029
622,0.011,0.003,0.257,-0.048,-0.006,0.446,0.106,0.146,1.070,0.659,-0.018,0.645,-0.064,0.113,-0.063,0.027,0.007,0.116,0.207,0.165,0.220,0.045,0.039,0.164,0.224,0.139,0.096,0.015,0.027,0.029
623,0.010,0.003,0.257,-0.050,-0.006,0.441,0.106,0.146,1.075,0.661,-0.019,0.646,-0.066,0.111,-0.065,0.027,0.006,0.117,0.207,0.165,0.221,0.044,0.037,0.163,0.223,0.139,0.096,0.014,0.024,0.028
624,0.010,0.002,0.258,-0.052,-0.006,0.444,0.106,0.148,1.072,0.662,-0.019,0.647,-0.066,0.115,-0.065,0.026,0.006,0.118,0.207,0.165,0.221,0.042,0.036,0.164,0.225,0.139,0.096,0.013,0.024,0.027
625,0.010,0.003,0.259,-0.054,-0.007,0.449,0.106,0.148,1.077,0.663,-0.021,0.649,-0.066,0.111,-0.068,0.025,0.005,0.118,0.207,0.165,0.220,0.041,0.036,0.164,0.225,0.139,0.096,0.012,0.023,0.024
626,0.010,0.003,0.261,-0.052,-0.007,0.451,0.110,0.149,1.083,0.666,-0.019,0.654,-0.066,0.115,-0.065,0.025,0.005,0.118,0.209,0.166,0.223,0.041,0.035,0.165,0.226,0.139,0.097,0.012,0.021,0.025
627,0.010,0.003,0.261,-0.052,-0.007,0.453,0.106,0.149,1.088,0.668,-0.021,0.656,-0.066,0.113,-0.068,0.025,0.004,0.118,0.209,0.167,0.223,0.040,0.034,0.165,0.227,0.139,0.097,0.011,0.021,0.024
628,0.010,0.002,0.262,-0.052,-0.007,0.456,0.108,0.151,1.090,0.671,-0.021,0.658,-0.068,0.115,-0.068,0.024,0.005,0.118,0.210,0.167,0.223,0.040,0.034,0.165,0.227,0.140,0.097,0.010,0.020,0.023
629,0.010,0.002,0.262,-0.052,-0.007,0.459,0.108,0.151,1.093,0.674,-0.022,0.659,-0.066,0.115,-0.068,0.024,0.004,0.119,0.211,0.167,0.225,0.038,0.033,0.166,0.228,0.140,0.097,0.009,0.019,0.022
630,0.010,0.002,0.263,-0.057,-0.008,0.461,0.108,0.151,1.093,0.675,-0.021,0.659,-0.068,0.115,-0.070,0.023,0.005,0.119,0.212,0.167,0.225,0.038,0.032,0.166,0.229,0.141,0.097,0.007,0.019,0.019
631,0.010,0.003,0.264,-0.057,-0.008,0.466,0.108,0.157,1.103,0.677,-0.022,0.662,-0.068,0.117,-0.070,0.023,0.004,0.119,0.213,0.168,0.228,0.038,0.032,0.167,0.230,0.141,0.098,0.007,0.018,0.019
632,0.010,0.003,0.265,-0.052,-0.008,0.468,0.110,0.157,1.108,0.681,-0.022,0.664,-0.066,0.117,-0.070,0.023,0.003,0.119,0.214,0.167,0.230,0.036,0.031,0.167,0.231,0.142,0.098,0.007,0.018,0.019
633,0.010,0.003,0.266,-0.057,-0.008,0.466,0.108,0.157,1.116,0.683,-0.022,0.666,-0.075,0.117,-0.070,0.022,0.003,0.120,0.215,0.167,0.229,0.036,0.030,0.167,0.231,0.143,0.098,0.006,0.017,0.019
634,0.009,0.002,0.267,-0.059,-0.009,0.468,0.110,0.157,1.118,0.687,-0.024,0.669,-0.068,0.117,-0.070,0.021,0.002,0.119,0.216,0.167,0.230,0.034,0.030,0.167,0.232,0.143,0.098,0.005,0.016,0.017
635,0.009,0.003,0.268,-0.057,-0.008,0.475,0.112,0.159,1.124,0.690,-0.024,0.671,-0.066,0.121,-0.073,0.021,0.002,0.119,0.216,0.167,0.230,0.034,0.030,0.168,0.232,0.144,0.099,0.005,0.015,0.017
636,0.009,0.003,0.269,-0.057,-0.009,0.473,0.112,0.157,1.124,0.691,-0.024,0.672,-0.066,0.123,-0.070,0.021,0.003,0.119,0.218,0.168,0.230,0.034,0.029,0.168,0.233,0.145,0.099,0.005,0.013,0.017
637,0.009,0.005,0.270,-0.057,-0.009,0.480,0.114,0.162,1.134,0.693,-0.027,0.674,-0.068,0.123,-0.073,0.021,0.002,0.119,0.218,0.168,0.232,0.033,0.029,0.169,0.233,0.146,0.099,0.005,0.016,0.016
638,0.009,0.002,0.271,-0.059,-0.009,0.481,0.114,0.160,1.142,0.692,-0.024,0.674,-0.068,0.123,-0.073,0.020,0.002,0.120,0.218,0.169,0.232,0.032,0.028,0.169,0.233,0.146,0.099,0.004,0.014,0.014
639,0.009,0.003,0.272,-0.061,-0.010,0.480,0.114,0.157,1.144,0.693,-0.025,0.676,-0.071,0.121,-0.075,0.020,0.001,0.120,0.218,0.168,0.231,0.031,0.027,0.169,0.234,0.146,0.099,0.002,0.013,0.013
640,0.009,0.005,0.273,-0.057,-0.009,0.490,0.116,0.164,1.152,0.696,-0.024,0.679,-0.068,0.125,-0.070,0.020,0.001,0.120,0.219,0.169,0.233,0.031,0.027,0.169,0.234,0.147,0.099,0.003,0.013,0.014
641,0.009,0.003,0.274,-0.059,-0.009,0.487,0.114,0.160,1.157,0.697,-0.022,0.680,-0.071,0.129,-0.073,0.020,0.001,0.121,0.220,0.170,0.234,0.031,0.028,0.170,0.235,0.147,0.099,0.002,0.012,0.013
642,0.009,0.005,0.274,-0.059,-0.009,0.495,0.116,0.164,1.159,0.700,-0.022,0.682,-0.068,0.131,-0.070,0.019,0.001,0.122,0.220,0.171,0.235,0.031,0.028,0.170,0.236,0.148,0.100,0.002,0.012,0.013
643,0.009,0.005,0.274,-0.059,-0.009,0.495,0.118,0.162,1.159,0.701,-0.024,0.684,-0.068,0.129,-0.073,0.019,0.001,0.122,0.221,0.171,0.235,0.030,0.028,0.171,0.236,0.148,0.100,0.001,0.012,0.013
644,0.009,0.003,0.274,-0.061,-0.010,0.493,0.116,0.159,1.162,0.701,-0.025,0.685,-0.071,0.129,-0.073,0.019,0.000,0.121,0.219,0.169,0.234,0.028,0.026,0.171,0.237,0.147,0.099,0.000,0.010,0.012
645,0.008,0.005,0.274,-0.064,-0.010,0.497,0.116,0.162,1.167,0.703,-0.024,0.686,-0.071,0.133,-0.073,0.018,0.000,0.122,0.219,0.170,0.235,0.029,0.026,0.171,0.236,0.148,0.099,0.000,0.011,0.012
646,0.009,0.003,0.275,-0.066,-0.010,0.497,0.116,0.164,1.172,0.704,-0.025,0.685,-0.071,0.131,-0.078,0.018,-0.001,0.122,0.219,0.171,0.235,0.027,0.026,0.172,0.236,0.148,0.100,0.000,0.010,0.008
647,0.009,0.003,0.276,-0.061,-0.010,0.498,0.120,0.164,1.177,0.705,-0.025,0.688,-0.071,0.133,-0.070,0.018,-0.001,0.123,0.219,0.170,0.234,0.027,0.025,0.172,0.237,0.149,0.100,-0.001,0.009,0.008
648,0.009,0.003,0.278,-0.066,-0.010,0.498,0.120,0.164,1.180,0.707,-0.025,0.691,-0.071,0.133,-0.073,0.017,-0.001,0.123,0.220,0.172,0.234,0.028,0.025,0.173,0.238,0.149,0.100,-0.001,0.010,0.008
649,0.009,0.006,0.279,-0.061,-0.010,0.500,0.122,0.166,1.188,0.710,-0.024,0.692,-0.073,0.135,-0.073,0.017,-0.001,0.123,0.222,0.172,0.236,0.027,0.025,0.174,0.239,0.150,0.101,-0.001,0.009,0.008
650,0.008,0.005,0.279,-0.066,-0.012,0.502,0.122,0.164,1.183,0.710,-0.027,0.691,-0.075,0.135,-0.073,0.017,-0.002,0.123,0.221,0.172,0.235,0.025,0.024,0.173,0.239,0.150,0.101,-0.004,0.005,0.006
651,0.008,0.006,0.281,-0.064,-0.011,0.507,0.124,0.166,1.190,0.712,-0.027,0.694,-0.073,0.135,-0.075,0.017,-0.001,0.122,0.222,0.173,0.236,0.026,0.024,0.174,0.239,0.152,0.101,-0.003,0.008,0.006
652,0.008,0.006,0.280,-0.066,-0.012,0.512,0.125,0.170,1.195,0.714,-0.027,0.696,-0.073,0.135,-0.075,0.016,-0.001,0.122,0.222,0.173,0.237,0.026,0.023,0.174,0.240,0.152,0.101,-0.003,0.006,0.006
653,0.008,0.005,0.281,-0.066,-0.012,0.510,0.125,0.170,1.201,0.716,-0.027,0.698,-0.071,0.137,-0.075,0.017,-0.002,0.123,0.223,0.174,0.237,0.026,0.023,0.175,0.241,0.153,0.102,-0.004,0.005,0.006
654,0.008,0.005,0.281,-0.068,-0.012,0.510,0.124,0.168,1.203,0.717,-0.027,0.699,-0.075,0.139,-0.078,0.016,-0.002,0.123,0.224,0.173,0.238,0.025,0.022,0.175,0.242,0.153,0.102,-0.005,0.004,0.005
655,0.008,0.003,0.282,-0.070,-0.012,0.515,0.124,0.173,1.208,0.719,-0.028,0.701,-0.077,0.137,-0.078,0.015,-0.003,0.123,0.225,0.174,0.239,0.023,0.022,0.175,0.242,0.153,0.102,-0.005,0.003,0.004
656,0.008,0.003,0.282,-0.068,-0.012,0.514,0.124,0.172,1.213,0.722,-0.028,0.702,-0.077,0.139,-0.075,0.015,-0.003,0.124,0.225,0.174,0.240,0.023,0.021,0.176,0.243,0.154,0.102,-0.006,0.003,0.002
657,0.008,0.003,0.283,-0.070,-0.012,0.517,0.124,0.173,1.218,0.726,-0.027,0.704,-0.082,0.143,-0.078,0.015,-0.003,0.125,0.225,0.175,0.241,0.023,0.021,0.176,0.242,0.154,0.102,-0.007,0.003,0.002
658,0.007,0.003,0.284,-0.073,-0.013,0.522,0.122,0.175,1.221,0.723,-0.028,0.705,-0.077,0.141,-0.080,0.015,-0.003,0.125,0.225,0.175,0.241,0.022,0.021,0.176,0.243,0.155,0.103,-0.007,0.002,0.001
659,0.008,0.003,0.286,-0.068,-0.012,0.520,0.122,0.177,1.226,0.725,-0.028,0.707,-0.077,0.146,-0.078,0.015,-0.003,0.126,0.226,0.175,0.240,0.021,0.020,0.178,0.244,0.156,0.103,-0.007,0.002,0.000
660,0.007,0.005,0.286,-0.070,-0.013,0.527,0.125,0.173,1.229,0.726,-0.027,0.709,-0.077,0.144,-0.080,0.014,-0.003,0.127,0.227,0.175,0.244,0.020,0.020,0.178,0.245,0.156,0.104,-0.008,0.001,0.000
661,0.007,0.005,0.287,-0.070,-0.013,0.525,0.125,0.179,1.236,0.728,-0.030,0.710,-0.077,0.144,-0.078,0.014,-0.002,0.127,0.227,0.176,0.244,0.020,0.020,0.178,0.246,0.156,0.104,-0.008,0.001,0.000
662,0.007,0.005,0.287,-0.070,-0.013,0.534,0.125,0.175,1.242,0.729,-0.028,0.711,-0.075,0.148,-0.080,0.013,-0.003,0.127,0.228,0.176,0.245,0.019,0.020,0.178,0.246,0.157,0.104,-0.008,0.001,0.000
663,0.008,0.006,0.288,-0.070,-0.014,0.532,0.125,0.179,1.247,0.732,-0.030,0.714,-0.073,0.148,-0.078,0.014,-0.004,0.129,0.230,0.176,0.246,0.020,0.020,0.178,0.247,0.158,0.104,-0.009,0.000,-0.001
664,0.007,0.006,0.288,-0.073,-0.014,0.539,0.127,0.181,1.247,0.734,-0.030,0.716,-0.077,0.150,-0.080,0.014,-0.004,0.128,0.230,0.177,0.246,0.020,0.020,0.179,0.247,0.158,0.105,-0.009,0.000,-0.001
665,0.008,0.006,0.288,-0.070,-0.014,0.539,0.129,0.181,1.252,0.736,-0.031,0.717,-0.077,0.150,-0.078,0.013,-0.004,0.129,0.231,0.178,0.247,0.020,0.019,0.178,0.249,0.159,0.105,-0.009,0.000,0.000
666,0.007,0.006,0.288,-0.075,-0.014,0.536,0.127,0.181,1.254,0.738,-0.031,0.719,-0.077,0.146,-0.080,0.014,-0.004,0.129,0.232,0.178,0.246,0.018,0.018,0.179,0.249,0.159,0.105,-0.011,-0.002,-0.002
667,0.007,0.006,0.290,-0.073,-0.014,0.542,0.129,0.184,1.262,0.742,-0.030,0.725,-0.075,0.150,-0.078,0.014,-0.004,0.129,0.234,0.179,0.249,0.020,0.018,0.179,0.251,0.161,0.107,-0.008,0.000,-0.002
668,0.007,0.006,0.290,-0.073,-0.014,0.544,0.131,0.186,1.267,0.744,-0.030,0.726,-0.077,0.152,-0.078,0.013,-0.004,0.130,0.234,0.180,0.249,0.020,0.018,0.179,0.251,0.161,0.107,-0.011,-0.002,-0.002
669,0.007,0.006,0.291,-0.073,-0.015,0.546,0.129,0.190,1.272,0.746,-0.030,0.730,-0.077,0.152,-0.078,0.013,-0.004,0.130,0.235,0.181,0.250,0.020,0.017,0.180,0.252,0.162,0.107,-0.011,-0.002,-0.004
670,0.007,0.005,0.292,-0.073,-0.015,0.549,0.127,0.188,1.277,0.747,-0.030,0.730,-0.079,0.152,-0.080,0.013,-0.004,0.130,0.236,0.182,0.250,0.016,0.017,0.181,0.251,0.163,0.107,-0.013,-0.003,-0.006
671,0.007,0.006,0.293,-0.075,-0.015,0.551,0.131,0.190,1.288,0.750,-0.031,0.733,-0.079,0.156,-0.078,0.013,-0.004,0.131,0.237,0.183,0.251,0.017,0.018,0.182,0.254,0.164,0.108,-0.013,-0.003,-0.005
672,0.007,0.006,0.294,-0.075,-0.015,0.553,0.133,0.188,1.295,0.753,-0.031,0.735,-0.079,0.160,-0.083,0.013,-0.004,0.131,0.239,0.184,0.253,0.016,0.016,0.183,0.254,0.165,0.108,-0.014,-0.004,-0.005
673,0.007,0.006,0.295,-0.077,-0.015,0.558,0.135,0.190,1.301,0.754,-0.031,0.739,-0.079,0.158,-0.080,0.012,-0.004,0.133,0.237,0.185,0.255,0.016,0.016,0.184,0.255,0.165,0.108,-0.013,-0.004,-0.007
674,0.007,0.006,0.295,-0.077,-0.016,0.563,0.135,0.192,1.306,0.756,-0.031,0.740,-0.082,0.158,-0.085,0.012,-0.005,0.132,0.239,0.185,0.255,0.015,0.016,0.185,0.256,0.166,0.108,-0.015,-0.005,-0.007
675,0.007,0.003,0.296,-0.079,-0.016,0.561,0.135,0.194,1.308,0.760,-0.031,0.743,-0.079,0.160,-0.083,0.012,-0.005,0.134,0.239,0.187,0.257,0.015,0.015,0.186,0.258,0.167,0.108,-0.015,-0.004,-0.007
676,0.007,0.005,0.297,-0.079,-0.016,0.566,0.137,0.194,1.316,0.763,-0.034,0.744,-0.082,0.162,-0.083,0.012,-0.005,0.134,0.239,0.186,0.259,0.014,0.015,0.187,0.258,0.168,0.109,-0.015,-0.003,-0.007
677,0.007,0.006,0.299,-0.082,-0.016,0.573,0.137,0.199,1.324,0.768,-0.031,0.747,-0.084,0.164,-0.083,0.012,-0.005,0.135,0.240,0.187,0.260,0.014,0.014,0.187,0.259,0.168,0.110,-0.016,-0.004,-0.008
678,0.007,0.008,0.301,-0.084,-0.016,0.573,0.137,0.197,1.329,0.772,-0.030,0.750,-0.082,0.170,-0.083,0.012,-0.005,0.136,0.242,0.189,0.261,0.015,0.014,0.189,0.260,0.170,0.111,-0.016,-0.005,-0.007
679,0.006,0.008,0.302,-0.082,-0.017,0.578,0.139,0.197,1.334,0.773,-0.034,0.752,-0.084,0.164,-0.085,0.011,-0.006,0.135,0.242,0.189,0.263,0.014,0.014,0.189,0.260,0.170,0.112,-0.017,-0.006,-0.008
680,0.007,0.009,0.303,-0.079,-0.017,0.581,0.137,0.203,1.339,0.777,-0.034,0.756,-0.084,0.166,-0.085,0.011,-0.006,0.137,0.243,0.191,0.263,0.014,0.014,0.191,0.262,0.170,0.112,-0.017,-0.006,-0.008
681,0.007,0.008,0.304,-0.082,-0.017,0.583,0.139,0.201,1.347,0.777,-0.034,0.757,-0.084,0.170,-0.083,0.011,-0.005,0.138,0.245,0.192,0.265,0.014,0.014,0.191,0.263,0.172,0.112,-0.018,-0.005,-0.008
682,0.007,0.006,0.305,-0.088,-0.018,0.587,0.139,0.203,1.354,0.779,-0.036,0.759,-0.086,0.168,-0.083,0.011,-0.006,0.138,0.248,0.193,0.265,0.013,0.013,0.192,0.264,0.172,0.113,-0.018,-0.008,-0.011
683,0.007,0.014,0.305,-0.084,-0.018,0.590,0.143,0.203,1.362,0.782,-0.034,0.761,-0.084,0.174,-0.083,0.011,-0.005,0.139,0.249,0.194,0.267,0.013,0.013,0.193,0.264,0.173,0.114,-0.018,-0.008,-0.010
684,0.007,0.008,0.306,-0.084,-0.018,0.588,0.143,0.203,1.362,0.784,-0.034,0.762,-0.084,0.172,-0.083,0.011,-0.006,0.140,0.250,0.195,0.268,0.014,0.013,0.193,0.265,0.175,0.113,-0.019,-0.006,-0.011
685,0.007,0.006,0.307,-0.086,-0.018,0.593,0.141,0.205,1.365,0.784,-0.036,0.762,-0.084,0.174,-0.080,0.010,-0.007,0.140,0.251,0.196,0.268,0.012,0.012,0.193,0.266,0.175,0.114,-0.020,-0.008,-0.014
686,0.007,0.009,0.308,-0.086,-0.019,0.598,0.143,0.205,1.380,0.788,-0.034,0.764,-0.086,0.174,-0.083,0.010,-0.007,0.140,0.251,0.196,0.270,0.013,0.013,0.194,0.267,0.176,0.114,-0.021,-0.008,-0.013
687,0.006,0.006,0.308,-0.088,-0.019,0.602,0.141,0.205,1.380,0.792,-0.034,0.767,-0.084,0.176,-0.085,0.010,-0.007,0.141,0.251,0.197,0.272,0.010,0.013,0.195,0.268,0.179,0.116,-0.021,-0.008,-0.014
688,0.007,0.008,0.310,-0.091,-0.019,0.605,0.146,0.205,1.388,0.794,-0.036,0.770,-0.088,0.178,-0.088,0.010,-0.007,0.141,0.254,0.198,0.272,0.011,0.012,0.195,0.269,0.181,0.116,-0.021,-0.008,-0.013
689,0.006,0.005,0.310,-0.093,-0.020,0.605,0.152,0.207,1.393,0.796,-0.037,0.772,-0.088,0.178,-0.088,0.010,-0.007,0.141,0.256,0.198,0.274,0.010,0.011,0.196,0.270,0.181,0.117,-0.021,-0.010,-0.016
690,0.006,0.008,0.311,-0.091,-0.020,0.610,0.150,0.210,1.401,0.798,-0.037,0.776,-0.093,0.178,-0.088,0.010,-0.007,0.142,0.259,0.200,0.276,0.010,0.012,0.197,0.271,0.182,0.117,-0.021,-0.009,-0.014
691,0.006,0.006,0.313,-0.093,-0.020,0.615,0.150,0.212,1.403,0.801,-0.040,0.778,-0.088,0.180,-0.090,0.010,-0.008,0.142,0.261,0.201,0.278,0.010,0.011,0.199,0.272,0.183,0.117,-0.023,-0.010,-0.016
692,0.006,0.006,0.314,-0.095,-0.021,0.620,0.150,0.214,1.413,0.804,-0.038,0.782,-0.088,0.180,-0.090,0.010,-0.008,0.144,0.262,0.201,0.280,0.010,0.010,0.200,0.274,0.184,0.118,-0.025,-0.011,-0.016
693,0.006,0.008,0.316,-0.095,-0.021,0.620,0.150,0.218,1.426,0.808,-0.038,0.785,-0.088,0.182,-0.090,0.009,-0.008,0.145,0.262,0.203,0.280,0.009,0.010,0.201,0.275,0.186,0.119,-0.024,-0.011,-0.017
694,0.006,0.008,0.317,-0.095,-0.021,0.624,0.152,0.218,1.436,0.813,-0.038,0.788,-0.088,0.182,-0.090,0.009,-0.008,0.146,0.263,0.204,0.282,0.009,0.010,0.202,0.276,0.187,0.120,-0.025,-0.011,-0.017
695,0.006,0.003,0.318,-0.098,-0.022,0.632,0.150,0.216,1.442,0.813,-0.040,0.788,-0.091,0.184,-0.090,0.009,-0.009,0.146,0.262,0.204,0.282,0.007,0.009,0.203,0.276,0.187,0.120,-0.024,-0.011,-0.018
696,0.006,0.008,0.320,-0.095,-0.022,0.632,0.152,0.223,1.447,0.818,-0.037,0.791,-0.091,0.186,-0.093,0.009,-0.009,0.148,0.264,0.206,0.284,0.008,0.009,0.204,0.279,0.189,0.122,-0.025,-0.011,-0.016
697,0.005,0.008,0.321,-0.100,-0.022,0.637,0.150,0.218,1.449,0.819,-0.040,0.792,-0.095,0.188,-0.095,0.008,-0.009,0.149,0.263,0.206,0.284,0.006,0.009,0.205,0.278,0.189,0.122,-0.025,-0.012,-0.019
698,0.005,0.005,0.322,-0.100,-0.022,0.642,0.150,0.221,1.454,0.822,-0.040,0.795,-0.095,0.188,-0.093,0.008,-0.009,0.151,0.264,0.206,0.286,0.006,0.008,0.206,0.279,0.190,0.122,-0.026,-0.013,-0.018
699,0.005,0.005,0.323,-0.095,-0.022,0.641,0.152,0.225,1.462,0.827,-0.040,0.800,-0.091,0.190,-0.093,0.009,-0.008,0.152,0.267,0.207,0.288,0.008,0.008,0.207,0.281,0.191,0.122,-0.026,-0.012,-0.018
700,0.006,0.003,0.324,-0.100,-0.022,0.648,0.150,0.219,1.462,0.827,-0.043,0.800,-0.093,0.190,-0.095,0.009,-0.009,0.152,0.267,0.208,0.288,0.007,0.007,0.207,0.281,0.191,0.122,-0.026,-0.014,-0.020
701,0.005,0.005,0.325,-0.098,-0.022,0.653,0.156,0.225,1.467,0.831,-0.041,0.803,-0.091,0.190,-0.093,0.009,-0.009,0.153,0.269,0.209,0.290,0.008,0.008,0.208,0.283,0.193,0.123,-0.026,-0.013,-0.019
702,0.005,0.003,0.326,-0.102,-0.023,0.654,0.150,0.221,1.467,0.832,-0.043,0.806,-0.093,0.192,-0.095,0.009,-0.009,0.153,0.269,0.209,0.291,0.008,0.008,0.207,0.284,0.193,0.123,-0.027,-0.013,-0.020
703,0.005,0.008,0.327,-0.100,-0.023,0.656,0.154,0.229,1.475,0.834,-0.044,0.810,-0.093,0.192,-0.095,0.008,-0.009,0.154,0.270,0.211,0.292,0.008,0.008,0.208,0.285,0.194,0.124,-0.028,-0.015,-0.020
704,0.006,0.008,0.327,-0.098,-0.023,0.664,0.154,0.227,1.478,0.834,-0.043,0.813,-0.093,0.190,-0.098,0.008,-0.009,0.154,0.271,0.210,0.293,0.007,0.007,0.209,0.285,0.195,0.124,-0.027,-0.015,-0.022
705,0.005,0.006,0.328,-0.102,-0.023,0.666,0.156,0.227,1.480,0.837,-0.044,0.816,-0.093,0.192,-0.095,0.008,-0.009,0.155,0.272,0.211,0.294,0.006,0.007,0.210,0.286,0.195,0.125,-0.027,-0.014,-0.022
706,0.005,0.008,0.328,-0.104,-0.024,0.663,0.154,0.227,1.485,0.839,-0.046,0.815,-0.095,0.188,-0.098,0.008,-0.009,0.154,0.273,0.211,0.294,0.005,0.006,0.209,0.288,0.195,0.125,-0.030,-0.014,-0.023
707,0.005,0.009,0.329,-0.102,-0.024,0.664,0.156,0.227,1.490,0.841,-0.043,0.817,-0.095,0.194,-0.101,0.008,-0.009,0.155,0.275,0.212,0.295,0.007,0.007,0.211,0.289,0.196,0.125,-0.029,-0.015,-0.022
708,0.005,0.009,0.330,-0.104,-0.023,0.666,0.152,0.232,1.495,0.843,-0.044,0.819,-0.093,0.196,-0.098,0.008,-0.008,0.155,0.274,0.212,0.295,0.006,0.007,0.212,0.290,0.197,0.126,-0.029,-0.014,-0.023
709,0.005,0.006,0.330,-0.104,-0.024,0.666,0.152,0.229,1.495,0.844,-0.050,0.818,-0.093,0.192,-0.101,0.007,-0.009,0.155,0.275,0.211,0.295,0.006,0.006,0.212,0.291,0.196,0.127,-0.030,-0.016,-0.024
710,0.004,0.003,0.329,-0.109,-0.025,0.666,0.150,0.229,1.493,0.844,-0.049,0.818,-0.095,0.190,-0.106,0.007,-0.010,0.155,0.274,0.211,0.295,0.005,0.005,0.213,0.291,0.196,0.127,-0.032,-0.018,-0.024
711,0.005,0.008,0.331,-0.107,-0.024,0.668,0.154,0.232,1.501,0.847,-0.047,0.821,-0.093,0.192,-0.103,0.007,-0.010,0.155,0.275,0.212,0.297,0.005,0.005,0.214,0.292,0.196,0.127,-0.031,-0.017,-0.024
712,0.004,0.006,0.332,-0.109,-0.025,0.670,0.152,0.229,1.498,0.847,-0.049,0.821,-0.097,0.192,-0.106,0.006,-0.011,0.155,0.275,0.212,0.297,0.004,0.005,0.214,0.292,0.195,0.127,-0.032,-0.018,-0.025
713,0.005,0.008,0.332,-0.107,-0.025,0.678,0.154,0.231,1.513,0.850,-0.044,0.823,-0.093,0.198,-0.101,0.007,-0.009,0.155,0.277,0.213,0.299,0.005,0.005,0.215,0.292,0.196,0.127,-0.030,-0.016,-0.024
714,0.005,0.008,0.332,-0.111,-0.025,0.676,0.154,0.231,1.508,0.848,-0.047,0.825,-0.097,0.196,-0.103,0.006,-0.010,0.155,0.277,0.213,0.297,0.004,0.005,0.214,0.292,0.196,0.127,-0.033,-0.016,-0.025
715,0.004,0.009,0.333,-0.109,-0.025,0.671,0.154,0.232,1.511,0.849,-0.047,0.826,-0.095,0.196,-0.103,0.006,-0.010,0.155,0.277,0.213,0.299,0.005,0.004,0.214,0.292,0.196,0.127,-0.032,-0.017,-0.025
716,0.004,0.008,0.333,-0.109,-0.025,0.680,0.154,0.227,1.516,0.849,-0.047,0.827,-0.097,0.196,-0.103,0.006,-0.010,0.155,0.276,0.213,0.299,0.004,0.004,0.215,0.292,0.196,0.127,-0.033,-0.018,-0.025
717,0.004,0.008,0.333,-0.111,-0.025,0.678,0.154,0.234,1.519,0.849,-0.047,0.826,-0.093,0.202,-0.103,0.007,-0.010,0.155,0.277,0.214,0.299,0.003,0.004,0.215,0.292,0.196,0.127,-0.032,-0.018,-0.025
718,0.004,0.005,0.332,-0.111,-0.026,0.675,0.154,0.232,1.516,0.850,-0.049,0.826,-0.095,0.196,-0.106,0.006,-0.010,0.155,0.275,0.213,0.299,0.001,0.003,0.214,0.292,0.195,0.126,-0.032,-0.014,-0.027
719,0.004,0.006,0.332,-0.111,-0.025,0.678,0.156,0.229,1.516,0.849,-0.047,0.828,-0.095,0.196,-0.106,0.006,-0.010,0.155,0.275,0.213,0.299,0.001,0.003,0.215,0.291,0.196,0.126,-0.031,-0.017,-0.027
