date,tdn
YYYY-MM-DD,g.L-1
2018-03-07,264.2
2018-04-02,257.1
2020-07-14,324.6
2020-07-21,371.4
2020-07-29,434.9
2020-08-04,397.9
2020-08-12,359.1
2020-08-19,452.8
2020-08-24,351.6
2020-09-01,349.0
2020-09-10,346.6
2020-09-14,339.0
2020-09-23,321.1
2020-09-29,335.8
2020-10-05,360.2
2020-10-13,374.7
2020-10-20,382.7
2020-10-28,363.4
2020-11-03,380.0
2020-11-10,365.9
2020-11-19,137.6
2020-12-03,188.2
2021-01-20,1164.0
2021-02-19,178.2
2021-03-09,369.2
2021-04-05,140.9
2021-04-28,291.1
2021-05-04,291.0
2021-05-13,306.1
2021-05-18,391.9
2021-05-27,359.7
2021-06-02,354.1
2021-06-08,457.1
2021-06-15,343.4
2021-06-22,369.1
2021-07-01,420.6
2021-07-07,486.2
2021-07-16,721.1
2021-07-20,631.8
2021-07-27,622.8
2021-08-04,171.5
2021-08-10,167.1
2021-08-17,141.1
2021-08-24,110.8
2021-08-31,153.8
2021-09-08,193.6
2021-09-27,297.7
2021-10-04,303.5
2021-10-15,348.1
2021-10-20,517.0
2021-10-28,244.3
2021-11-04,356.0
2021-11-08,279.1
2021-12-01,323.6
