date,tdn
YYYY-MM-DD,g.L-1
2019-04-27,293.5
2019-05-10,253.5
2019-05-19,269.2
2019-05-24,304.9
2019-06-03,330.2
2019-06-18,319.0
2019-07-01,324.8
2019-07-09,361.8
2019-07-16,347.2
2019-08-15,360.7
2019-09-05,356.7
2019-10-02,384.9
2020-04-21,378.6
2020-05-13,334.1
2020-05-28,315.8
2020-06-10,356.9
2020-06-24,315.6
2020-07-08,324.2
2020-08-03,341.0
2020-08-26,343.1
2020-09-29,416.9
2020-11-03,365.7
2021-05-10,411.7
2021-05-24,317.7
2021-06-17,275.9
2021-06-30,343.3
2021-07-22,320.2
2021-08-20,267.7
