date,ammonia_n
YYYY-MM-DD,ppm
2019-04-06,0.10579999999999999
2019-04-06,0.08829999999999999
2020-07-14,0.2565
2020-07-21,0.3145
2020-07-29,0.34550000000000003
2020-08-04,0.3205
2020-08-12,0.3355
2020-08-19,0.3535
2020-08-24,0.334
2020-09-01,0.328
2020-09-10,0.312
2020-09-14,0.3125
2020-09-23,0.2985
2020-09-29,0.3
2020-10-05,0.3555
2020-10-13,0.3156
2020-10-20,0.3153
2020-10-28,0.3054
2020-11-03,0.3165
2020-11-10,0.2841
2020-11-19,0.0329
2020-12-03,0.06675
2021-01-20,0.03635
2021-02-19,0.034699999999999995
2021-03-09,0.285
2021-04-05,0.0295
2021-04-28,0.292
2021-05-04,0.2835
2021-05-13,0.3065
2021-05-18,0.3355
2021-05-27,0.3215
2021-06-02,0.3055
2021-07-16,0.466
2021-07-20,0.388
2021-07-27,0.398
2021-08-04,0.112
2021-08-10,0.1195
2021-08-17,0.0835
2021-08-24,0.06620000000000001
2021-08-31,0.105
2021-09-08,0.1425
2021-09-27,0.176
2021-10-04,0.2265
2021-10-15,0.2435
2021-10-20,0.3295
2021-10-28,0.123
2021-11-04,0.219
2021-11-08,0.1525
2021-12-01,0.1835
