date,ammonia_n
YYYY-MM-DD,ppm
2018-10-19,0.2215
2019-06-23,0.1995
2019-08-09,0.2365
2019-08-16,0.223
2019-08-23,0.218
2019-08-30,0.208
2019-09-06,0.2235
2019-09-13,0.2115
2019-09-20,0.041249999999999995
2019-09-27,0.2445
2019-10-04,0.17099999999999999
2019-10-11,0.1945
2019-10-19,0.193
2019-10-25,0.179
2019-11-03,0.14150000000000001
2019-11-08,0.1935
2019-11-15,0.1495
2019-11-22,0.158
2019-12-10,0.184
2019-12-20,0.1515
2020-01-10,0.145
2020-01-15,0.14150000000000001
2020-03-01,0.179
2020-04-01,0.2405
2020-04-28,0.136
2020-05-22,0.2055
2020-05-29,0.215
2020-06-05,0.153
2020-06-12,0.166
2020-06-19,0.206
2020-06-26,0.214
2020-07-02,0.2355
2020-07-10,0.294
2020-07-17,0.198
2020-07-23,0.2065
2020-07-30,0.2295
2020-08-07,0.225
2020-08-14,0.2235
2020-08-20,0.246
2020-08-27,0.2545
2020-09-03,0.2565
2020-09-11,0.2555
2020-09-18,0.236
2020-09-24,0.2277
2020-10-01,0.23865
2020-10-08,0.25575000000000003
2020-10-16,0.21810000000000002
2020-10-23,0.21855000000000002
2020-11-06,0.21735
2021-01-21,0.07195
2021-02-17,0.03395
2021-03-10,0.037849999999999995
2021-04-14,0.1065
2021-05-19,0.0335
2021-05-28,0.158
2021-06-04,0.2375
2021-06-11,102.0
2021-06-18,79.05
2021-06-24,62.9
2021-07-02,72.6
2021-07-09,73.89999999999999
2021-07-15,101.5
2021-07-23,0.1165
2021-07-30,0.126
2021-08-06,0.1015
2021-08-13,0.09805
2021-08-19,0.116
2021-08-27,0.07465
2021-09-03,0.101
2021-10-01,0.1325
2021-10-07,0.06770000000000001
2021-10-22,0.1075
2021-11-03,0.0727
2021-11-11,0.09875
2021-12-20,0.08955
