date,tdn
YYYY-MM-DD,g.L-1
2017-10-29,273.4
2020-07-14,236.9
2020-07-21,353.4
2020-07-29,809.8
2020-08-04,393.1
2020-08-12,560.4
2020-08-19,606.2
2020-08-24,537.0
2020-09-01,704.8
2020-09-14,565.3
2020-09-23,509.7
2020-09-29,696.3
2020-10-05,766.8
2020-10-13,514.4
2020-10-22,341.8
2020-10-28,424.2
2020-11-03,402.8
2020-11-19,401.2
2021-04-28,464.9
2021-05-04,215.8
2021-05-13,204.3
2021-05-18,152.8
2021-05-27,321.6
2021-06-02,333.8
2021-06-08,378.7
2021-06-15,236.8
2021-06-22,343.4
2021-07-01,321.2
2021-07-07,425.4
2021-07-16,222.6
2021-07-20,716.0
2021-07-27,471.7
2021-08-04,365.8
2021-08-10,389.6
2021-08-17,246.5
2021-08-24,484.9
2021-08-31,456.0
2021-09-08,292.3
2021-09-27,396.9
2021-09-30,2055.0
2021-10-04,402.2
2021-10-15,453.3
