date,ammonia_n
YYYY-MM-DD,ppm
2018-10-19,0.252
2019-06-23,0.0212
2019-08-09,0.0711
2019-08-16,0.2195
2019-08-23,0.26
2019-08-30,0.1405
2019-09-06,0.2475
2019-09-20,0.1865
2019-09-27,0.16849999999999998
2019-10-04,0.191
2019-10-24,0.2465
2019-11-03,0.14
2019-11-08,0.2475
2019-11-15,0.1465
2019-11-22,0.061450000000000005
2020-03-01,0.227
2020-04-01,0.2365
2020-04-28,0.23299999999999998
2020-05-22,0.267
2020-05-29,0.2335
2020-06-08,0.2765
2020-06-12,0.2485
2020-06-19,0.2285
2020-06-26,0.274
2020-07-02,0.256
2020-07-10,0.316
2020-07-17,0.2505
2020-07-23,0.2615
2020-07-30,0.264
2020-08-07,0.275
2020-08-14,0.2915
2020-08-20,0.2205
2020-08-27,0.2785
2020-09-03,0.2875
2020-09-11,0.2855
2020-09-18,0.2895
2020-09-24,0.25995
2020-10-01,0.2676
2020-10-08,0.25995
2020-10-16,0.24285
2020-10-23,0.29235
2020-11-06,0.2625
2020-12-16,0.0833
2021-01-21,0.07289999999999999
2021-02-17,0.0702
2021-03-10,0.103
2021-04-14,0.0896
2021-05-19,0.142
2021-05-28,0.255
2021-06-04,0.2595
2021-06-11,27.75
2021-06-24,18.95
2021-07-09,71.9
2021-07-15,176.5
2021-07-23,0.0329
2021-07-30,0.08865
2021-08-06,0.1275
2021-08-13,0.09335
2021-08-19,0.049949999999999994
2021-08-27,0.0945
2021-09-03,0.07680000000000001
2021-10-01,0.09215000000000001
2021-10-07,0.0917
2021-10-22,0.058050000000000004
2021-11-03,0.139
2021-11-11,0.1045
2021-12-20,0.08305
