date,tdn
YYYY-MM-DD,g.L-1
2016-08-12,182.4
2016-08-19,141.4
2016-08-26,294.4
2016-09-02,272.7
2018-05-25,204.8
2018-06-09,274.0
2018-06-15,285.5
2018-06-25,210.4
2018-07-11,117.0
2018-07-16,135.9
2018-08-24,336.7
2018-08-27,476.7
2018-08-31,1022.0
2018-09-07,312.4
2018-09-14,351.8
2018-09-21,654.2
2018-09-28,153.8
2018-10-05,131.1
2018-10-12,119.7
2018-10-19,163.1
2018-10-25,137.5
2018-11-02,160.5
2018-11-10,156.1
2018-11-17,177.5
2019-01-11,80.59
2019-06-23,70.47
2019-06-27,323.5
2019-07-05,128.5
2019-07-14,270.7
2019-07-19,197.8
2019-07-26,199.0
2019-08-02,284.4
2019-08-09,272.6
2019-08-16,291.4
2019-08-23,298.9
2019-08-30,402.3
2019-09-06,388.2
2019-09-20,681.2
2019-09-27,422.0
2019-10-04,359.7
2019-10-24,292.0
2019-11-03,217.2
2019-11-08,280.91
2019-11-15,187.4
2019-11-22,138.0
2020-03-01,288.1
2020-04-01,289.8
2020-04-28,285.6
2020-05-22,294.5
2020-05-29,296.9
2020-06-08,173.6
2020-06-12,160.8
2020-06-19,283.6
2020-06-26,229.6
2020-07-02,325.4
2020-07-10,188.2
2020-07-17,152.1
2020-07-23,116.5
2020-07-30,205.2
2020-08-07,139.6
2020-08-14,148.7
2020-08-20,112.4
2020-08-27,202.4
2020-09-03,127.2
2020-09-11,104.1
2020-09-18,98.3
2020-09-24,136.4
2020-10-01,124.8
2020-10-08,138.8
2020-10-16,131.9
2020-10-23,127.8
2020-11-06,103.1
2020-12-16,180.0
2021-01-21,119.5
2021-02-17,171.7
2021-03-10,176.9
2021-04-14,237.1
2021-05-19,239.8
2021-05-28,274.8
2021-06-04,291.0
2021-07-23,84.12
2021-07-30,122.7
2021-08-06,130.6
2021-08-13,138.9
2021-08-19,103.1
2021-08-27,126.7
2021-09-03,124.2
2021-10-01,130.7
2021-10-07,124.5
2021-10-22,108.9
2021-11-03,154.7
2021-11-11,137.4
2021-12-20,136.1
