date,ammonia_n
YYYY-MM-DD,ppm
2020-06-03,0.365
2020-06-16,0.3535
2020-06-30,0.425
2020-07-14,0.3395
2020-07-21,0.391
2020-07-29,0.3885
2020-08-04,0.388
2020-08-12,0.3945
2020-08-19,0.3745
2020-08-24,0.3835
2020-09-01,0.3845
2020-09-10,0.3985
2020-09-14,0.3955
2020-09-23,0.40140000000000003
2020-09-29,0.3948
2020-10-05,0.3768
2020-10-13,0.38070000000000004
2020-10-20,0.40590000000000004
2020-10-28,0.38040000000000007
2020-11-03,0.38160000000000005
2020-11-19,0.14200000000000002
2020-12-03,0.242
2021-01-20,0.2605
2021-02-19,0.211
2021-03-09,0.182
2021-04-28,0.2275
2021-05-04,0.2215
2021-05-13,0.2445
2021-05-18,0.215
2021-06-02,0.213
2021-07-20,0.186
2021-07-27,0.1795
2021-08-04,0.154
2021-08-10,0.147
2021-08-17,0.157
2021-08-24,0.1665
2021-08-31,0.132
2021-09-08,0.2
2021-09-27,0.26915
2021-10-04,0.0751
2021-10-15,0.1345
2021-10-20,0.15
2021-10-28,0.129
2021-11-04,0.179
2021-11-08,0.1295
2021-12-01,0.13
