date,tdn
YYYY-MM-DD,g.L-1
2020-05-26,178.8
2020-10-09,112.75
2020-10-13,55.33
2020-10-21,54.77
2020-10-28,57.61
2020-11-04,68.07
2020-11-11,92.77
2020-11-17,103.2
2020-11-25,109.3
2020-12-03,140.9
2020-12-09,121.7
2020-12-16,123.4
2020-12-26,118.5
2020-12-31,121.4
2021-01-07,129.3
2021-01-14,124.4
2021-01-21,118.0
2021-01-28,113.8
2021-02-07,120.7
2021-02-11,106.3
2021-02-19,109.3
2021-02-27,112.4
2021-03-05,121.2
2021-03-12,104.2
2021-03-19,112.4
2021-03-26,107.3
2021-04-03,137.7
2021-04-09,352.9
2021-04-16,470.9
2021-04-23,459.3
2021-04-30,743.6
2021-05-19,309.1
2021-05-25,263.5
2021-05-26,229.4
2021-06-02,238.3
2021-06-09,198.2
2021-06-16,155.1
2021-06-23,124.0
2021-06-30,248.1
2021-07-07,193.4
2021-07-14,144.9
2021-07-21,96.97
2021-07-28,89.81
2021-08-04,172.0
2021-08-11,97.13
2021-08-18,76.43
2021-09-01,72.82
2021-09-08,67.47
2021-09-15,71.32
2021-09-22,65.57
2021-09-29,81.71
2021-10-05,55.33
2021-10-06,65.41
2021-10-13,72.76
2021-10-20,110.9
2021-10-27,110.1
2021-11-03,105.4
2021-11-10,114.5
2021-11-17,127.5
2021-11-24,125.7
2021-12-08,158.1
2021-12-16,146.1
2021-12-23,145.4
