date,tdn
YYYY-MM-DD,g.L-1
2019-04-27,239.1
2019-05-10,862.3
2019-05-19,240.4
2019-05-24,192.4
2019-06-03,217.4
2019-06-18,239.9
2019-07-01,237.0
2019-07-09,269.7
2019-07-16,303.7
2019-08-15,206.6
2019-09-05,183.9
2019-10-02,179.6
2020-04-21,209.1
2020-05-13,439.1
2020-05-28,403.4
2020-06-10,261.2
2020-06-24,233.2
2020-07-08,184.3
2020-08-03,158.0
2020-08-26,147.8
2020-09-29,192.6
2020-11-03,165.7
2021-05-10,555.5
2021-05-24,654.0
2021-06-17,359.8
2021-06-30,212.5
2021-07-22,153.9
2021-08-20,119.0
