date,tdn
YYYY-MM-DD,g.L-1
2016-02-21,204.5
2016-03-09,199.6
2016-03-24,197.4
2016-03-31,191.7
2016-04-08,207.4
2016-04-21,202.7
2016-08-12,103.4
2016-08-19,97.28
2016-08-26,111.7
2016-09-02,105.8
2017-03-19,179.9
2017-04-12,195.4
2017-04-30,160.2
2017-06-30,138.5
2017-07-30,110.4
2017-08-25,89.22
2017-09-14,102.2
2017-09-27,89.89
2017-10-14,126.6
2017-10-23,116.9
2017-11-03,129.0
2017-11-16,134.1
2018-03-03,179.0
2018-05-25,173.0
2018-06-08,157.9
2018-06-15,122.1
2018-06-25,121.9
2018-07-09,86.39
2018-07-15,86.35
2018-08-10,365.0
2018-08-17,109.2
2018-08-24,146.5
2018-08-31,131.0
2018-09-07,108.9
2018-09-14,113.8
2018-09-21,98.21
2018-09-28,129.0
2018-10-05,106.6
2018-10-12,110.9
2018-10-18,128.8
2018-10-25,125.1
2018-11-02,156.3
2018-11-10,164.0
2018-11-17,144.6
2018-12-03,213.7
2018-12-14,240.4
2018-12-20,198.5
2019-01-29,207.7
2019-06-05,210.7
2019-06-11,244.0
2019-06-21,178.4
2019-06-27,177.3
2019-07-05,183.4
2019-07-14,291.5
2019-07-19,117.2
2019-07-26,97.61
2019-08-02,105.0
2019-08-09,86.4
2019-08-16,151.0
2019-08-23,276.1
2019-08-30,59.34
2019-09-06,56.92
2019-09-13,313.0
2019-09-20,89.7
2019-09-27,68.57
2019-10-04,79.74
2019-10-11,78.66
2019-10-19,121.7
2019-10-25,126.7
2019-11-03,139.9
2019-11-08,140.1
2019-11-15,163.9
2019-11-22,178.2
2019-12-04,377.4
2019-12-12,249.8
2019-12-20,193.2
2020-01-08,183.7
2020-01-21,231.7
2020-01-28,185.5
2020-02-11,224.8
2020-02-20,183.4
2020-03-11,179.5
2020-03-17,188.9
2020-04-03,202.3
2020-04-09,260.6
2020-04-14,212.1
2020-04-24,210.5
2020-05-22,183.4
2020-05-29,227.9
2020-06-05,239.0
2020-06-12,180.8
2020-06-19,182.5
2020-06-26,160.7
2020-07-02,142.9
2020-07-10,127.2
2020-07-17,106.3
2020-07-23,109.7
2020-07-30,365.7
2020-08-07,149.8
2020-08-14,114.1
2020-08-20,152.8
2020-08-27,111.1
2020-09-03,111.0
2020-09-11,100.5
2020-09-18,114.0
2020-09-24,97.63
2020-10-01,138.4
2020-10-08,135.5
2020-10-16,117.9
2020-10-23,104.8
2020-10-27,122.2
2020-11-06,115.6
2020-11-13,183.5
2020-12-04,178.1
2021-01-15,183.2
2021-01-28,220.2
2021-02-11,167.4
2021-03-03,298.9
2021-03-19,172.1
2021-03-25,220.1
2021-03-30,190.2
2021-04-07,232.1
2021-04-14,279.1
2021-05-17,258.5
2021-05-28,251.4
2021-06-04,359.8
2021-07-30,112.4
2021-08-06,129.3
2021-08-13,113.4
2021-08-19,116.7
2021-08-27,133.1
2021-09-03,116.0
2021-10-01,115.2
2021-10-07,163.4
2021-10-22,156.7
2021-10-27,192.5
2021-11-03,169.6
2021-11-11,224.8
2022-10-15,137.5
