date,tdn
YYYY-MM-DD,g.L-1
2016-02-21,137.9
2016-03-09,132.7
2016-03-17,136.4
2016-03-24,124.1
2016-03-31,127.2
2016-04-08,149.9
2016-04-21,176.7
2016-08-12,117.6
2016-08-19,100.6
2016-08-26,97.89
2016-09-02,89.43
2017-03-19,194.0
2017-04-12,137.1
2017-04-30,142.4
2017-05-14,205.4
2017-05-30,153.4
2017-06-15,124.8
2017-06-30,93.7
2017-07-13,110.0
2017-07-30,89.83
2017-08-25,95.79
2017-09-14,90.89
2017-09-27,83.98
2017-10-14,97.4
2017-10-23,78.82
2017-11-03,92.5
2017-11-16,90.35
2018-01-05,118.8
2018-01-25,136.0
2018-03-03,128.4
2018-03-17,104.8
2018-05-07,140.5
2018-05-25,115.5
2018-06-08,94.69
2018-06-15,97.29
2018-06-25,97.14
2018-07-09,95.26
2018-07-15,93.57
2018-08-10,321.2
2018-08-17,90.42
2018-08-24,136.9
2018-08-31,1852.0
2018-09-07,114.1
2018-09-14,117.5
2018-09-21,89.21
2018-09-28,174.6
