date,ammonia_n
YYYY-MM-DD,ppm
2018-10-05,0.00889
2018-10-12,0.005815
2018-10-18,0.0
2018-10-25,0.01245
2018-11-02,0.0
2018-11-10,0.0117
2018-11-17,0.00579
2018-12-13,0.012
2018-12-21,0.0166
2019-01-03,0.0126
2019-01-11,0.0121
2019-01-29,0.0194
2019-02-10,0.0133
2019-02-21,0.00949
2019-03-18,0.02475
2019-03-30,0.006465
2019-04-18,0.008355000000000001
2019-05-02,0.008045
2019-05-08,0.006985
2019-05-31,0.004345
2019-06-05,0.004285
2019-06-11,0.006815
2019-06-21,0.006559999999999999
2019-08-09,0.032350000000000004
2019-08-16,0.013600000000000001
2019-08-23,0.009325
2019-08-30,0.011200000000000002
2019-09-06,0.012549999999999999
2019-09-13,0.01177
2019-09-20,0.009655
2019-10-04,0.00859
2019-10-11,0.006869999999999999
2019-10-19,0.0034750000000000002
2019-10-25,0.004025
2019-11-03,0.005205
2019-11-08,0.00368
2019-11-15,0.006735
2019-11-22,0.0038050000000000002
2019-12-04,0.00407
2019-12-12,0.004134
2019-12-20,0.003001
2020-01-08,0.0121
2020-01-15,0.0066949999999999996
2020-01-21,0.0035399999999999997
2020-01-28,0.00682
2020-02-20,0.0016950000000000001
2020-03-01,0.00521
2020-04-01,0.04695
2020-04-09,0.0051145
2020-04-14,0.0010604999999999998
2020-04-24,0.01625
2020-04-28,0.01845
2020-05-14,0.0061600000000000005
2020-05-22,0.007855000000000001
2020-05-29,0.0843
2020-06-05,0.004144999999999999
2020-06-12,0.01385
2020-06-19,0.0216
2020-06-26,0.001071
2020-07-02,0.012750000000000001
2020-07-10,0.0648
2020-07-17,0.0036
2020-07-23,0.007965
2020-07-30,0.00444
2020-08-07,0.004605
2020-08-14,0.0029000000000000015
2020-08-20,0.002800000000000002
2020-08-27,0.004500000000000002
2020-09-03,0.006500000000000001
2020-09-11,0.006400000000000001
2020-09-18,0.0036000000000000025
2020-09-24,0.005855000000000001
2020-10-01,0.005015
2020-10-08,0.00757
2020-10-16,0.004005
2020-10-23,0.00266
2020-10-27,0.00416
2020-11-06,0.022949999999999998
2020-11-13,0.001
2020-11-20,0.0017445
2020-12-04,0.000646
2020-12-31,0.00173
2021-01-08,0.004125
2021-01-15,0.0023699999999999997
2021-01-21,0.002495
2021-02-05,0.173
2021-02-11,0.00036325
2021-02-17,0.01285
2021-02-25,0.133
2021-03-03,0.1025
2021-03-10,0.041
2021-03-19,0.1825
2021-03-25,0.005695
2021-03-30,0.00416
2021-04-07,0.0
2021-04-14,0.011300000000000001
2021-05-17,0.004235
2021-05-28,0.01165
2021-06-04,0.002155
2021-06-11,4.05
2021-06-18,2.6
2021-06-24,17.1
2021-07-02,36.35
2021-07-09,9.0
2021-07-15,2.55
2021-07-23,3.9
2021-07-30,0.02095
2021-08-06,0.002335
2021-08-13,0.0020245000000000003
2021-08-19,0.0013245000000000002
2021-08-27,0.005675
2021-09-03,0.0031000000000000003
2021-10-01,0.00411
2021-10-07,0.001642
2021-10-22,0.0005427499999999999
2021-10-27,0.001868
2021-11-03,0.00183
2021-11-11,0.002136
2021-12-20,0.001755
2022-10-15,0.002945
