date,tdn
YYYY-MM-DD,g.L-1
2015-10-21,143.6
2015-11-01,67.59
2015-11-17,56.14
2015-11-23,97.34
2015-12-03,100.5
2015-12-14,143.3
2015-12-22,145.2
2015-12-28,93.38
2016-01-04,119.1
2016-01-12,124.3
2016-02-02,244.3
2016-02-15,146.8
2016-02-23,147.4
2016-02-29,149.6
2016-03-08,138.0
2016-03-15,137.7
2016-03-21,76.62
2016-03-29,82.82
2016-04-05,111.5
2016-04-12,173.2
2016-04-19,101.5
2016-04-25,132.9
2016-05-03,102.6
2016-05-11,91.58
2016-05-17,114.7
2016-05-27,100.9
2016-06-01,138.8
2016-06-09,125.2
2016-06-16,153.3
2016-06-22,100.7
2016-06-29,105.7
2016-07-08,117.8
2016-07-15,140.0
2016-07-22,160.1
2016-07-29,164.9
2016-08-05,146.0
2016-08-19,140.4
2016-08-26,147.4
2016-09-02,124.0
2017-02-07,169.1
2017-02-15,150.7
2017-02-21,191.1
2017-02-28,77.56
2017-03-09,72.98
2017-03-14,110.3
2017-03-21,144.2
2017-03-28,148.0
2017-04-04,166.9
2017-04-11,177.3
2017-04-18,203.0
2017-04-25,92.37
2017-05-02,70.94
2017-05-09,114.7
2017-05-16,110.7
2017-05-23,110.4
2017-05-30,121.6
2017-06-01,188.0
2017-06-16,114.2
2017-06-30,114.3
2017-07-30,175.3
2017-08-25,160.2
2017-09-14,152.6
2017-09-27,156.3
2017-10-10,147.8
2017-10-17,135.0
2017-10-24,159.3
2017-10-31,115.5
2017-11-07,112.9
2017-11-21,145.5
2017-11-24,165.6
2017-11-28,151.4
2017-12-05,170.9
2017-12-12,120.2
2017-12-19,191.6
2017-12-26,141.4
2018-01-02,205.7
2018-01-09,187.5
2018-01-16,174.6
2018-01-23,80.51
2018-01-30,91.37
2018-02-06,181.4
2018-02-13,140.2
2018-02-20,180.9
2018-02-27,168.6
2018-03-06,158.2
2018-03-13,188.0
2018-03-20,147.0
2018-03-27,72.97
2018-04-03,126.0
2018-04-10,151.5
2018-04-17,120.5
2018-04-24,93.64
2018-05-01,91.97
2018-05-25,135.5
2018-06-09,117.3
2018-06-15,117.3
2018-06-25,121.2
2018-07-11,144.8
2018-07-16,143.1
2018-08-10,167.9
2018-08-17,166.1
2018-08-24,298.8
2018-08-31,108.4
2018-09-07,117.8
2018-09-14,153.8
2018-09-21,147.0
2018-09-28,177.8
2018-10-05,140.6
2018-10-12,145.5
2018-10-16,134.2
2018-10-19,149.6
2018-10-25,131.8
2018-10-30,134.2
2018-11-02,156.0
2018-12-04,163.3
2018-12-25,191.3
2019-01-01,145.5
2019-01-15,184.9
2019-02-05,132.4
2019-05-07,160.4
2019-06-23,126.9
2019-06-27,461.0
2019-07-05,120.0
2019-07-14,145.7
2019-07-19,164.7
2019-07-26,152.5
2019-08-02,177.3
2019-08-09,237.4
2019-08-16,166.8
2019-08-23,133.8
2019-08-30,141.9
2019-09-06,158.6
2019-09-13,173.0
2019-09-20,641.4
2019-09-27,157.3
2019-10-04,157.5
2019-10-11,167.4
2019-10-19,179.1
2019-10-25,190.4
2019-11-03,175.0
2019-11-08,208.4
2019-11-15,181.2
2020-05-22,203.5
2020-05-29,181.8
2020-06-05,135.6
2020-06-12,137.3
2020-06-19,131.7
2020-06-26,171.1
2020-07-02,166.0
2020-07-10,153.1
2020-07-17,172.3
2020-07-23,169.6
2020-07-30,174.2
2020-08-07,186.7
2020-08-14,190.5
2020-08-20,233.3
2020-08-27,191.5
2020-09-03,204.9
2020-09-11,190.9
2020-09-18,219.4
2020-09-24,209.2
2020-10-01,205.8
2020-10-08,219.8
2020-10-16,196.7
2020-10-23,190.6
2020-11-06,180.1
2021-05-19,191.7
2021-05-28,137.2
2021-06-04,139.3
2021-07-23,132.4
2021-07-30,138.1
2021-08-06,126.7
2021-08-13,179.3
2021-08-19,159.5
2021-08-27,124.1
2021-09-03,138.9
2021-10-01,143.6
2021-10-07,122.8
2021-10-22,145.2
2022-10-15,153.3
