date,ammonia_n
YYYY-MM-DD,ppm
2018-10-05,0.0040550000000000004
2018-10-12,0.0
2018-10-18,0.0
2018-10-25,0.0
2018-11-02,0.0
2018-11-10,0.0072
2018-11-17,0.01065
2018-12-03,0.0102
2018-12-13,0.0125
2018-12-21,0.00532
2019-01-03,0.00913
2019-01-11,0.00722
2019-01-29,0.00898
2019-02-10,0.0185
2019-02-21,0.0138
2019-03-21,0.004051
2019-03-30,0.00932
2019-04-18,0.009985
2019-05-02,0.005485
2019-05-08,0.0076500000000000005
2019-05-31,0.005381
2019-06-05,0.009648499999999999
2019-06-11,0.006125
2019-06-21,0.011685000000000001
2019-08-09,0.01935
2019-08-16,0.0162
2019-08-23,0.05155
2019-08-30,0.02113
2019-09-06,0.0158
2019-09-13,0.006335
2019-09-20,0.00669
2019-09-27,0.0063999999999999994
2019-10-04,0.008795
2019-10-11,0.004745
2019-10-19,0.007180000000000001
2019-10-25,0.006805
2019-11-03,0.01203
2019-11-08,0.002565
2019-11-15,0.00411
2019-11-22,0.0031650000000000003
2019-12-04,0.002705
2019-12-12,0.0052875000000000005
2019-12-20,0.01095
2020-01-08,0.0052899999999999996
2020-01-15,0.005005
2020-01-21,0.005690000000000001
2020-02-11,0.0031400000000000004
2020-02-20,0.007084999999999999
2020-03-01,0.0033699999999999997
2020-03-11,0.00299
2020-03-17,0.00907
2020-04-03,0.00732
2020-04-09,0.011470000000000001
2020-04-14,0.004165
2020-04-24,0.0296
2020-04-28,0.0189
2020-05-14,0.003345
2020-05-22,0.005475000000000001
2020-05-29,0.0034200000000000003
2020-06-05,0.0138
2020-06-12,0.008785
2020-06-19,0.009805000000000001
2020-06-26,0.010765
2020-07-02,0.011474999999999999
2020-07-10,0.061649999999999996
2020-07-17,0.00678
2020-07-23,0.0031450000000000002
2020-07-30,0.004645
2020-08-07,0.0023545
2020-08-14,0.0037
2020-08-20,0.0060500000000000016
2020-08-27,0.005000000000000001
2020-09-03,0.0071
2020-09-11,0.005500000000000001
2020-09-18,0.0031500000000000018
2020-09-24,0.00591
2020-10-01,0.00446
2020-10-08,0.00605
2020-10-16,0.003685
2020-10-23,0.00632
2020-10-27,0.008764999999999998
2020-11-06,0.005315
2020-11-13,0.002805
2020-11-20,0.018549999999999997
2020-12-04,0.00103
2020-12-31,0.0011380000000000001
2021-01-08,0.00328
2021-01-15,0.0008504999999999999
2021-01-21,0.00333
2021-01-28,0.001955
2021-02-05,0.009444999999999999
2021-02-11,0.038000000000000006
2021-02-17,0.0012945
2021-02-25,0.0427
2021-03-03,0.00885
2021-03-10,0.0123
2021-03-19,0.09175
2021-03-25,0.00273
2021-03-30,0.0018150000000000002
2021-04-07,0.00323
2021-04-14,0.00372
2021-05-17,0.012299999999999998
2021-05-28,0.0173
2021-06-04,0.0
2021-07-23,0.0012365
2021-07-30,0.02405
2021-07-31,0.001535
2021-08-06,0.0032935
2021-08-13,0.003735
2021-08-19,0.004305
2021-08-27,0.004815
2021-09-03,0.0020700000000000002
2021-10-01,0.001283
2021-10-07,0.00323
2021-10-22,0.0030749999999999996
2021-10-27,0.001825
2021-11-03,0.008695
2021-11-11,0.00335
2021-12-20,0.0155
2022-10-15,0.0115
