date,ammonia_n
YYYY-MM-DD,ppm
2019-06-23,0.05585
2019-08-09,0.16649999999999998
2019-08-16,0.133
2019-08-23,0.0919
2019-08-30,0.0952
2019-09-06,0.1215
2019-09-13,0.1075
2019-09-20,0.108
2019-09-27,0.1045
2019-10-04,0.10045000000000001
2019-10-11,0.12
2019-10-19,0.1245
2019-10-25,0.125
2019-11-03,0.08424999999999999
2019-11-08,0.1195
2019-11-15,0.1225
2020-05-22,0.0932
2020-05-29,0.08374999999999999
2020-06-05,0.0502
2020-06-12,0.06315
2020-06-19,0.04135
2020-06-26,0.09815
2020-07-02,0.1295
2020-07-10,0.1655
2020-07-17,0.124
2020-07-23,0.133
2020-07-30,0.133
2020-08-07,0.14150000000000001
2020-08-14,0.147
2020-08-20,0.203
2020-08-27,0.1675
2020-09-03,0.1545
2020-09-11,0.1655
2020-09-18,0.166
2020-09-24,0.1488
2020-10-01,0.16244999999999998
2020-10-08,0.16995
2020-10-16,0.14295000000000002
2020-10-23,0.15180000000000002
2020-11-06,0.14445000000000002
2021-05-19,0.06815
2021-05-28,0.05075
2021-06-04,0.0896
2021-06-11,29.65
2021-06-18,26.6
2021-06-24,52.5
2021-07-02,36.800000000000004
2021-07-09,62.0
2021-07-15,69.55000000000001
2021-07-23,0.002175
2021-07-30,0.0351
2021-08-06,0.1295
2021-08-13,0.00031955
2021-08-19,0.0024454999999999998
2021-08-27,0.10015
2021-09-03,0.001805
2021-10-01,0.000978
2021-10-07,0.10250000000000001
2021-10-22,0.0008415
2022-10-15,0.00339
