date,tdn
YYYY-MM-DD,g.L-1
2019-04-27,366.5
2019-05-10,1260.0
2019-05-19,817.2
2019-05-24,830.3
2019-06-03,961.0
2019-06-18,1047.0
2019-07-01,886.1
2019-07-09,643.4
2019-07-16,592.0
2019-08-15,357.5
2019-09-05,247.7
2019-10-02,285.6
2020-02-28,385.6
2020-04-21,224.8
2020-05-13,937.7
2020-05-28,849.8
2020-06-10,600.5
2020-06-24,457.4
2020-07-08,302.9
2020-08-03,209.8
2020-08-26,173.5
2020-09-29,185.6
2020-11-03,196.3
2021-05-10,999.5
2021-05-24,1488.0
2021-06-17,923.8
2021-06-30,418.8
2021-07-22,215.0
2021-08-20,151.9
