date,tdn
YYYY-MM-DD,g.L-1
2016-02-21,110.0
2016-03-09,113.9
2016-03-24,109.4
2016-03-31,112.8
2016-04-08,153.9
2016-04-21,146.8
2016-08-12,77.77
2016-08-19,69.71
2016-08-26,79.45
2016-09-02,78.45
2017-03-19,172.7
2017-04-12,123.2
2017-04-30,121.7
2017-05-14,163.6
2017-05-30,128.3
2017-06-15,136.5
2017-06-30,113.4
2017-07-13,133.0
2017-07-30,95.72
2017-08-25,67.6
2017-09-14,58.29
2017-09-27,53.93
2017-10-14,78.97
2017-10-23,63.6
2017-11-03,47.29
2017-11-16,66.05
2018-03-03,133.9
2018-03-25,160.9
2018-06-08,105.2
2018-06-15,83.25
2018-06-25,78.4
2018-07-09,65.95
2018-07-15,61.78
2018-08-10,121.7
2018-08-17,60.24
2018-08-24,363.1
2018-08-31,385.1
2018-09-07,48.37
2018-09-14,49.72
2018-09-21,54.92
2018-09-28,63.09
2018-10-05,93.51
2018-10-12,121.1
2018-10-19,84.53
2018-10-25,237.4
2018-11-02,56.07
2018-11-10,50.93
2018-11-17,55.36
2018-12-20,64.77
2019-01-12,82.65
2019-01-29,69.92
2019-06-05,185.7
2019-06-11,217.6
2019-06-21,158.5
2019-06-27,165.1
2019-07-05,129.9
2019-07-14,237.0
2019-07-19,124.3
2019-07-26,103.1
2019-08-02,398.62
2019-08-09,84.09
2019-08-16,67.06
2019-08-23,69.78
2019-08-30,48.13
2019-09-06,57.16
2019-09-13,80.22
2019-09-20,79.46
2019-09-27,73.51
2019-10-04,55.12
2019-10-11,105.1
2019-10-19,50.85
2019-10-25,78.93
2019-11-03,75.47
2019-11-08,83.22
2019-11-15,78.57
2019-11-22,150.5
2019-12-04,139.7
2019-12-12,89.31
2019-12-14,93.03
2019-12-20,101.8
2020-01-08,138.6
2020-01-21,98.14
2020-01-28,99.02
2020-02-11,106.6
2020-02-20,101.8
2020-03-11,125.6
2020-04-03,162.0
2020-04-09,172.1
2020-04-14,174.5
2020-04-24,232.0
2020-05-22,149.7
2020-05-29,136.7
2020-06-05,142.8
2020-06-12,136.7
2020-06-19,120.1
2020-06-26,130.2
2020-07-02,179.4
2020-07-10,89.91
2020-07-17,95.85
2020-07-23,62.22
2020-07-30,54.37
2020-08-07,70.68
2020-08-14,64.78
2020-08-20,69.56
2020-08-27,64.3
2020-09-03,65.89
2020-09-11,63.46
2020-09-18,57.34
2020-09-24,47.12
2020-10-01,45.4
2020-10-08,45.74
2020-10-16,53.86
2020-10-23,49.6
2020-10-27,55.61
2020-11-06,80.33
2020-11-13,62.7
2020-12-04,76.2
2021-01-08,85.85
2021-01-15,91.81
2021-01-28,86.02
2021-02-11,860.5
2021-03-03,91.77
2021-03-19,126.3
2021-03-25,102.8
2021-04-07,237.2
2021-05-17,197.3
2021-05-28,336.3
2021-06-04,187.7
2021-07-23,81.39
2021-07-30,79.57
2021-07-31,88.46
2021-08-06,58.81
2021-08-13,45.05
2021-08-19,62.25
2021-08-27,59.87
2021-09-03,73.27
2021-10-01,50.25
2021-10-07,42.53
2021-10-15,74.91
2021-10-22,59.0
2021-10-27,56.78
2021-11-03,60.2
2021-11-11,59.6
