date,ammonia_n
YYYY-MM-DD,ppm
2019-04-27,0.8018000000000001
2019-05-10,0.7293
2019-05-19,0.6893
2019-06-18,0.641
2019-07-01,0.697
2019-07-09,0.7585
2019-07-16,0.6904999999999999
2019-08-15,0.683
2019-09-05,0.681
2019-10-02,0.646
2020-04-21,0.6585000000000001
2020-05-13,0.611
2020-05-28,0.638
2020-06-10,0.6495
2020-06-24,0.6505000000000001
2020-07-08,0.551
2020-08-03,0.624
2020-08-26,0.6525000000000001
2020-09-29,0.6014999999999999
2020-11-03,0.6074999999999999
2021-05-10,0.7655000000000001
2021-05-24,0.525
