date,ammonia_n
YYYY-MM-DD,ppm
2019-10-07,0.003575
2020-05-26,0.0019145
2020-06-23,0.004165
2020-06-27,0.0033949999999999996
2020-07-01,0.003294
2020-07-06,0.0014089999999999999
2020-07-08,0.002605
2020-07-13,0.00351
2020-07-20,0.001385
2020-07-22,0.002705
2020-07-28,0.00557
2020-08-04,0.0030949999999999997
2020-08-11,0.014
2020-08-18,0.003055
2020-08-26,0.00894
2020-09-01,0.00123
2020-09-08,0.012
2020-09-15,0.0013615
2020-09-21,0.00237
2020-10-05,0.008905
2020-10-09,0.0023350000000000003
2020-10-13,0.00151
2020-10-21,0.00841
2020-10-28,0.0036450000000000002
2020-11-04,0.003525
2020-11-11,0.003475
2020-11-17,0.0010755
2020-11-25,0.00022150000000000002
2020-12-03,0.00187
2020-12-09,0.0026
2020-12-16,0.001552
2020-12-26,0.00125
2020-12-31,0.0006389999999999999
2021-01-07,0.0010855
2021-01-14,0.00164
2021-01-21,0.0002125
2021-01-28,0.0009855
2021-02-07,0.0017109999999999998
2021-02-11,0.00295
2021-02-19,0.00203
2021-02-27,0.0026444999999999997
2021-03-05,0.002505
2021-03-12,0.003435
2021-03-19,0.0006830050000000001
2021-03-22,0.0007165
2021-03-26,0.004745
2021-03-29,0.002715
2021-03-31,0.00196
2021-04-03,0.002621
2021-04-05,0.00296
2021-04-07,0.004915
2021-04-09,0.0036750000000000003
2021-04-12,0.005385
2021-04-14,0.00639
2021-04-16,0.004665000000000001
2021-04-19,0.0030800000000000003
2021-04-21,0.0048400000000000006
2021-04-23,0.006465
2021-04-26,0.00356
2021-04-28,0.003
2021-04-30,0.0055
2021-05-02,0.00354
2021-05-04,0.00301
2021-05-06,0.0009865
2021-05-08,0.0037649999999999997
2021-05-10,0.0050799999999999994
2021-05-12,0.002625
2021-05-14,0.003
2021-05-16,0.006845
2021-05-18,0.006404999999999999
2021-05-22,0.01845
2021-05-24,0.0038799999999999998
2021-05-25,0.00451
2021-05-26,0.0029749999999999998
2021-05-28,0.004745
2021-05-30,0.00546
2021-06-01,0.0022
2021-06-03,0.0023464999999999996
2021-06-05,0.00375
2021-06-07,0.0017069999999999998
2021-06-09,0.0003945
2021-06-11,0.0031000000000000003
2021-06-13,0.000991
2021-06-15,0.0010825
2021-06-17,0.0014299999999999998
2021-06-19,0.00491
2021-06-21,0.00263
2021-06-23,0.0010750000000000002
2021-06-25,0.004220000000000001
2021-06-27,0.005645000000000001
2021-06-29,0.005019999999999999
2021-07-01,0.006199999999999999
2021-07-03,0.00621
2021-07-05,0.00109
2021-07-07,0.0017250000000000002
2021-07-09,0.0025250000000000003
2021-07-11,0.0025095
2021-07-13,0.000377
2021-07-15,0.005380000000000001
2021-07-17,0.0013835000000000002
2021-07-19,0.0027485000000000005
2021-07-21,0.0012349999999999998
2021-07-23,0.004025
2021-07-25,0.00217
2021-07-27,0.00386
2021-07-29,0.000279
2021-07-31,0.00417
2021-08-02,0.004444999999999999
2021-08-04,0.0007915
2021-10-05,0.009275
2021-10-20,0.00017549999999999998
2021-10-27,0.001276
2021-11-03,0.001585
2021-11-10,0.0015999999999999999
2021-11-17,0.0016849999999999999
2021-11-24,0.0013549999999999999
2021-12-01,0.0015225
2021-12-08,0.0019394999999999998
2021-12-16,0.002025
2021-12-23,0.004699999999999999
