date,tdn
YYYY-MM-DD,g.L-1
2019-05-30,167.7
2019-06-12,181.8
2019-06-19,194.0
2019-06-29,203.1
2019-07-08,213.1
2019-07-15,166.7
2019-07-24,158.8
2019-07-30,158.9
2019-08-06,183.4
2019-08-14,170.4
2019-08-21,178.9
2019-11-07,204.6
2019-11-13,192.0
2019-11-21,187.4
2019-11-29,219.1
2020-01-15,380.0
2020-02-08,195.2
2020-02-18,202.4
2020-03-05,160.4
2020-03-18,161.3
2020-03-30,210.6
2020-08-30,210.6
2020-09-10,202.9
2020-09-18,200.4
2020-09-28,211.9
2020-10-06,208.3
2020-10-16,205.7
2020-10-23,208.3
2020-10-30,203.4
2020-11-06,222.1
2020-11-14,195.3
