date,ammonia_n
YYYY-MM-DD,ppm
2019-04-06,0.1113
2019-04-06,0.0986
2020-07-14,0.0586
2020-07-21,0.21
2020-07-29,0.3975
2020-08-04,0.2565
2020-08-12,0.4535
2020-08-19,0.536
2020-08-24,0.3535
2020-09-01,0.6074999999999999
2020-09-14,0.437
2020-09-23,0.3507
2020-09-29,0.3075
2020-10-05,0.3255
2020-10-13,0.35519999999999996
2020-10-22,0.22110000000000002
2020-10-28,0.2736
2020-11-03,0.2778
2020-11-19,0.154
2021-04-28,0.0615
2021-05-04,0.1595
2021-05-13,0.0735
2021-05-18,0.089
2021-05-27,0.268
2021-06-02,0.2915
2021-07-16,0.147
2021-07-20,0.009770000000000001
2021-07-27,0.0013920000000000002
2021-08-04,0.3465
2021-08-10,0.3635
2021-08-17,0.191
2021-08-24,0.00011764
2021-08-31,0.0026995
2021-09-08,0.00229
2021-09-27,0.00322
2021-10-04,0.002976
2021-10-15,0.0017545000000000002
