date,tdn
YYYY-MM-DD,g.L-1
2020-05-22,268.1
2020-05-29,135.7
2020-06-05,244.8
2020-06-12,198.6
2020-06-19,218.7
2020-06-26,224.4
2020-07-02,238.5
2020-07-10,215.2
2020-07-17,194.8
2020-07-23,212.9
2020-07-30,227.5
2020-08-07,236.8
2020-08-14,206.6
2020-08-20,242.4
2020-08-27,243.0
2020-09-03,206.8
2020-09-11,224.9
2020-09-18,248.3
2020-10-01,218.1
2020-10-08,256.3
2020-10-16,185.0
2020-10-23,182.7
2020-10-27,214.2
2020-11-06,206.0
2020-11-20,214.2
2021-05-19,127.5
2021-05-28,407.8
2021-06-04,356.5
2021-07-23,206.3
2021-07-30,81.56
2021-08-06,230.7
2021-08-13,64.72
2021-08-27,134.2
2021-09-03,202.4
2021-10-01,170.2
2021-10-07,122.2
2021-10-22,141.5
2021-11-03,144.9
2021-11-11,225.4
