date,tdn
YYYY-MM-DD,g.L-1
2016-02-21,163.3
2016-03-09,154.3
2016-03-17,166.6
2016-03-24,151.4
2016-03-31,165.2
2016-04-08,179.2
2016-04-21,168.3
2016-08-12,105.1
2016-08-19,93.95
2016-08-24,124.1
2016-08-26,137.7
2016-09-02,172.3
2017-03-19,158.5
2017-04-12,129.9
2017-04-30,124.6
2017-05-11,180.2
2017-05-30,178.4
2017-06-15,141.0
2017-06-30,103.7
2017-07-13,103.9
2017-07-30,71.82
2017-08-25,83.78
2017-09-14,105.2
2017-09-27,120.7
2017-10-14,118.2
2017-10-23,111.4
2017-11-03,117.5
2017-11-16,107.6
2018-01-06,166.8
2018-01-26,174.9
2018-03-04,140.4
2018-03-17,136.4
2018-05-07,158.5
2018-05-25,152.6
2018-06-08,100.5
2018-06-15,93.68
2018-06-25,70.78
2018-07-11,133.8
2018-07-15,85.41
2018-08-10,76.64
2018-08-17,81.58
2018-08-24,137.7
2018-08-31,399.2
2018-09-07,135.9
2018-09-14,125.0
2018-09-21,131.1
2018-09-28,129.1
2018-10-05,234.9
2018-10-12,162.9
2018-10-18,140.5
2018-10-25,127.5
2018-11-02,131.8
2018-11-10,159.0
2018-11-17,149.5
2018-12-03,161.4
2018-12-21,155.7
2019-01-03,169.7
2019-01-11,167.1
2019-01-29,276.5
2019-02-10,146.6
2019-02-21,182.2
2019-05-31,200.2
2019-06-05,206.1
2019-06-11,369.7
2019-06-21,206.0
2019-06-27,510.2
2019-07-05,165.4
2019-07-14,392.2
2019-07-19,167.8
2019-07-26,98.18
2019-08-02,65.4
2019-08-09,101.8
2019-08-16,71.19
2019-08-23,51.81
2019-08-30,184.9
2019-09-06,211.0
2019-09-13,172.5
2019-09-20,101.5
2019-09-27,172.0
2019-10-04,96.74
2019-10-11,103.5
2019-10-19,106.5
2019-10-25,132.9
2019-11-03,136.2
2019-11-08,148.0
2019-11-15,202.2
2019-11-22,557.6
2019-12-04,602.9
2019-12-12,165.7
2019-12-20,160.2
2020-01-08,207.4
2020-01-21,156.0
2020-01-28,191.0
2020-02-11,178.6
2020-02-20,193.5
2020-03-01,147.0
2020-03-11,238.6
2020-03-17,208.4
2020-04-01,119.5
2020-04-09,282.8
2020-04-14,285.0
2020-04-24,203.9
2020-04-28,237.6
2020-05-14,201.9
2020-05-22,195.7
2020-05-29,235.1
2020-06-05,180.2
2020-06-26,114.7
2020-07-02,116.6
2020-07-10,82.1
2020-07-17,91.92
2020-07-23,135.5
2020-07-30,106.9
2020-08-07,118.4
2020-08-14,101.2
2020-08-20,102.8
2020-08-27,106.9
2020-09-03,146.5
2020-09-11,116.5
2020-09-18,130.7
2020-09-24,157.4
2020-10-01,167.0
2020-10-08,139.0
2020-10-16,129.1
2020-10-23,121.6
2020-10-27,232.0
2020-11-06,168.8
2020-11-13,144.0
2020-11-20,143.1
2020-12-04,175.3
2020-12-31,175.9
2021-01-08,234.2
2021-01-15,176.9
2021-01-21,165.2
2021-01-28,494.1
2021-02-05,255.1
2021-02-11,330.9
2021-02-17,444.5
2021-02-25,293.8
2021-03-03,331.3
2021-03-10,423.8
2021-03-19,225.4
2021-07-23,229.2
2021-07-30,228.8
2021-08-06,147.3
2021-08-13,112.9
2021-08-19,136.0
2021-08-27,154.6
2021-09-03,152.5
2021-10-01,141.3
2021-10-07,170.9
2021-10-22,157.4
2021-10-27,127.3
2021-11-03,129.9
2021-11-11,138.8
2021-12-20,190.1
2022-10-15,168.2
