date,tdn
YYYY-MM-DD,g.L-1
2019-04-27,1593.0
2019-05-10,1657.0
2019-05-19,1521.0
2019-05-24,1463.0
2019-06-03,1736.0
2019-06-18,1727.0
2019-07-01,2002.0
2019-07-09,1975.0
2019-07-16,1649.0
2019-08-15,1688.0
2019-09-05,1622.0
2019-10-02,1365.0
2020-04-21,1499.0
2020-05-13,1099.0
2020-05-28,1190.0
2020-06-10,1370.0
2020-06-24,1520.0
2020-07-08,1277.0
2020-08-04,1201.0
2020-08-26,1275.0
2020-09-29,1433.0
2020-11-03,1386.0
2021-05-10,1511.0
2021-05-24,1217.0
2021-06-17,946.9
2021-06-30,1247.0
2021-07-22,1113.0
2021-08-20,1223.0
