date,tdn
YYYY-MM-DD,g.L-1
2019-04-27,1099.0
2019-05-10,1078.0
2019-05-19,1014.0
2019-05-24,1043.0
2019-06-03,924.3
2019-06-18,882.1
2019-07-01,913.4
2019-07-09,941.2
2019-07-16,867.6
2019-08-15,893.7
2019-09-05,754.0
2019-10-02,1120.0
2020-04-21,1027.0
2020-05-13,642.4
2020-05-28,610.3
2020-06-10,621.7
2020-06-24,663.0
2020-07-08,607.0
2020-08-04,659.5
2020-08-26,706.2
2020-09-29,850.8
2020-11-03,904.4
2021-05-10,679.8
2021-05-24,729.1
2021-06-17,627.1
2021-06-30,613.4
2021-07-22,539.3
2021-08-20,1020.0
