date,tdn
YYYY-MM-DD,g.L-1
2020-05-21,152.6
2020-05-27,121.8
2020-06-03,134.6
2020-06-09,106.2
2020-06-17,83.79
2020-06-25,59.87
2020-06-30,61.26
2020-07-07,79.8
2020-07-14,62.94
2020-07-22,64.92
2020-07-27,85.56
2020-08-02,61.67
2020-08-10,57.68
2020-08-18,92.91
2020-08-24,56.18
2020-08-31,70.69
2020-09-15,77.17
2020-09-22,49.57
2020-09-28,52.07
2020-10-08,47.06
2020-10-14,50.69
2020-10-22,119.8
2020-11-11,49.34
2020-12-08,209.8
2020-12-29,65.66
2021-01-29,111.9
2021-02-09,63.78
2021-03-10,67.16
2021-04-16,327.4
2021-04-29,368.9
2021-05-12,285.6
2021-05-20,477.2
2021-05-26,209.5
2021-06-01,168.2
2021-06-08,143.4
2021-06-14,140.1
2021-06-21,105.0
2021-06-29,129.5
2021-07-08,86.74
2021-07-21,78.54
2021-07-27,255.4
2021-08-05,80.77
2021-08-11,66.58
2021-08-18,85.29
2021-08-26,126.6
2021-08-30,65.1
2021-09-12,74.66
2021-10-06,57.33
2021-10-13,62.01
2021-11-05,72.27
2021-11-12,68.05
2021-12-16,417.4
