date,tdn
YYYY-MM-DD,g.L-1
2016-04-08,171.3
2016-04-21,154.1
2016-08-12,115.2
2016-08-19,112.0
2016-08-26,113.1
2016-09-02,113.5
2017-05-14,198.9
2017-05-30,1004.0
2017-06-15,156.1
2017-06-30,154.4
2017-07-13,128.1
2017-07-30,110.5
2017-08-25,94.15
2017-09-14,107.9
2017-09-27,121.6
2017-10-14,135.3
2017-10-23,151.0
2017-11-03,147.1
2017-11-16,159.6
2018-03-03,186.5
2018-05-25,167.1
2018-06-08,173.1
2018-06-15,140.6
2018-06-25,85.06
2018-07-09,80.09
2018-07-15,95.09
2018-08-10,98.37
2018-08-17,98.4
2018-08-24,131.6
2018-08-31,183.5
2018-09-07,99.86
2018-09-14,117.3
2018-09-21,96.44
2018-09-28,105.5
