date,tdn
YYYY-MM-DD,g.L-1
2016-02-21,125.9
2016-03-09,121.7
2016-03-17,125.0
2016-03-24,128.0
2016-03-31,118.0
2016-04-08,157.2
2016-04-21,141.1
2016-08-12,97.58
2016-08-19,75.66
2016-08-26,96.71
2016-09-02,95.28
2017-03-19,116.3
2017-04-12,119.6
2017-04-30,109.5
2017-05-14,150.8
2017-05-30,138.5
2017-06-15,116.0
2017-06-30,130.1
2017-07-13,104.4
2017-07-30,105.0
2017-08-25,68.06
2017-09-14,76.02
2017-09-27,43.8
2017-10-14,63.68
2017-10-23,65.99
2017-10-29,91.5
2017-11-03,71.57
2017-11-16,77.52
2018-03-04,121.2
2018-05-25,1014.0
2018-06-08,137.7
2018-06-15,98.06
2018-06-25,64.28
2018-07-09,78.55
2018-07-15,79.88
2018-08-10,194.4
2018-08-17,54.76
2018-08-24,77.96
2018-08-31,79.73
2018-09-07,72.78
2018-09-14,57.42
2018-09-21,65.04
2018-09-28,327.7
2018-10-05,127.1
2018-10-12,70.0
2018-10-18,72.82
2018-10-25,91.62
2018-11-02,59.95
2018-11-10,76.67
2018-11-17,67.36
2018-12-03,72.94
2018-12-14,279.7
2018-12-20,177.2
2019-01-12,228.6
2019-01-29,142.1
2019-02-10,106.1
2019-06-05,191.6
2019-06-11,186.3
2019-06-21,173.1
2019-06-27,195.5
2019-07-05,140.9
2019-07-14,110.0
2019-07-19,147.7
2019-07-26,71.77
2019-08-02,143.9
2019-08-09,108.9
2019-08-16,155.2
2019-08-23,52.1
2019-08-30,48.7
2019-09-06,163.5
2019-09-13,110.3
2019-09-20,95.65
2019-09-27,51.27
2019-10-04,42.77
2019-10-11,77.55
2019-10-19,51.79
2019-10-25,54.19
2019-11-03,86.76
2019-11-08,89.26
2019-11-15,114.7
2019-11-22,381.6
2019-12-04,119.2
2019-12-12,83.09
2019-12-20,98.45
2020-01-08,105.2
2020-01-21,93.82
2020-01-28,107.3
2020-02-11,99.31
2020-02-20,110.9
2020-03-11,125.5
2020-03-17,271.9
2020-04-03,213.4
2020-04-09,300.7
2020-04-14,190.7
2020-04-21,360.3
2020-05-22,145.1
2020-05-29,157.7
2020-06-05,162.3
2020-06-12,125.1
2020-06-19,105.5
2020-06-26,95.17
2020-07-02,77.63
2020-07-10,57.32
2020-07-17,160.6
2020-07-23,140.8
2020-07-30,80.56
2020-08-07,81.22
2020-08-14,85.92
2020-08-20,51.29
2020-08-27,57.97
2020-09-03,77.6
2020-09-11,49.33
2020-09-18,41.61
2020-09-24,52.92
2020-10-01,34.4
2020-10-08,67.58
2020-10-16,72.35
2020-10-23,51.2
2020-10-27,49.92
2020-11-06,40.24
2020-11-13,45.69
2020-11-20,58.72
2020-12-04,69.2
2021-01-08,71.38
2021-01-15,128.4
2021-01-28,54.03
2021-02-11,102.3
2021-03-03,161.34
2021-03-19,112.1
2021-03-25,101.4
2021-04-07,274.2
2021-05-17,246.6
2021-05-28,197.9
2021-06-04,255.4
2021-07-30,402.9
2021-08-06,114.3
2021-08-13,45.96
2021-08-19,69.49
2021-08-27,69.21
2021-09-03,104.5
2021-10-01,87.74
2021-10-07,86.02
2021-10-22,76.85
2021-10-27,78.05
2021-11-03,69.81
2022-10-15,66.03
