date,ammonia_n
YYYY-MM-DD,ppm
2018-10-05,0.002475
2018-10-12,0.0
2018-10-18,0.0018900000000000002
2018-10-25,0.00185
2018-11-02,0.0031
2018-11-10,0.00675
2018-11-17,0.0081
2018-12-14,0.0101
2018-12-20,0.0128
2019-01-29,0.0139
2019-02-27,0.0029500000000000004
2019-03-30,0.00509365
2019-04-18,0.004059999999999999
2019-05-08,0.002485
2019-06-05,0.0076914999999999996
2019-06-11,0.006104
2019-06-21,0.012294999999999999
2019-08-09,0.014450000000000001
2019-08-16,0.0175
2019-08-23,0.0465
2019-08-30,0.0933
2019-09-06,0.01315
2019-09-13,0.00328
2019-09-20,0.0041
2019-09-27,0.00453
2019-10-04,0.01355
2019-10-11,0.004725
2019-10-19,0.00788
2019-10-25,0.00165
2019-11-03,0.0
2019-11-08,0.0
2019-11-15,0.0
2019-11-22,0.0
2019-12-04,0.0
2019-12-12,0.000681
2019-12-20,0.0027115
2020-01-08,0.00758
2020-01-21,0.113
2020-01-28,0.008035
2020-02-11,0.010515
2020-02-20,0.007865
2020-03-11,0.00673
2020-03-17,0.005345
2020-04-03,0.005545
2020-04-09,0.004435
2020-04-14,0.00447
2020-04-24,0.00353
2020-05-22,0.012230000000000001
2020-05-29,0.003682
2020-06-05,0.009085
2020-06-12,0.0059
2020-06-19,0.011130000000000001
2020-06-26,0.00924
2020-07-02,0.008889999999999999
2020-07-10,0.02935
2020-07-17,0.023
2020-07-23,0.001245
2020-07-30,0.00409
2020-08-07,0.006465
2020-08-14,0.006
2020-08-20,0.00455
2020-08-27,0.006665000000000001
2020-09-03,0.0031450000000000002
2020-09-11,0.0026365
2020-09-18,0.0061600000000000005
2020-09-24,0.007155
2020-10-01,0.004365
2020-10-08,0.01013
2020-10-16,0.00437
2020-10-23,0.00806
2020-10-27,0.00366
2020-11-06,0.005435
2020-11-13,0.00252
2020-12-04,0.0012309999999999999
2021-01-08,0.00115
2021-01-15,0.00090215
2021-01-28,0.01235
2021-02-11,0.0004035
2021-03-03,0.153
2021-03-19,0.038900000000000004
2021-03-25,0.00283
2021-04-07,0.000814
2021-05-17,0.032299999999999995
2021-05-28,0.00302
2021-06-04,0.008235
2021-06-11,3.7
2021-06-18,2.8499999999999996
2021-06-24,2.75
2021-07-02,4.75
2021-07-09,3.8
2021-07-15,15.7
2021-07-23,0.0031650000000000003
2021-07-30,0.002215
2021-07-31,0.00176
2021-08-06,0.002755
2021-08-13,0.004495
2021-08-19,0.003995
2021-08-27,0.008
2021-10-01,0.0036
2021-10-07,0.00217
2021-10-22,0.000571
2021-10-27,0.0031885
2021-11-03,0.0015205
2021-11-11,0.00277
2022-10-15,0.002861
