date,ammonia_n
YYYY-MM-DD,ppm
2018-10-05,0.0031650000000000003
2018-10-12,0.00028445
2018-10-18,0.000755
2018-10-25,0.00014999999999999996
2018-11-02,0.0
2018-11-10,0.0018239999999999997
2018-11-17,0.0
2018-12-14,0.00938
2018-12-20,0.0405
2019-01-12,0.0113
2019-01-29,0.0122
2019-02-27,0.0075049999999999995
2019-03-30,0.01165
2019-04-18,0.00577
2019-05-08,0.012629999999999999
2019-06-05,0.011675
2019-06-11,0.09440000000000001
2019-06-21,0.0031349999999999998
2019-08-09,0.01795
2019-08-16,0.0058449999999999995
2019-08-23,0.00828
2019-08-30,0.0091
2019-09-06,0.01975
2019-09-13,0.0059050000000000005
2019-09-20,0.0065249999999999996
2019-09-27,0.02645
2019-10-04,0.00585
2019-10-11,0.008834999999999999
2019-10-19,0.009479999999999999
2019-10-25,0.003813
2019-11-03,0.003575
2019-11-08,0.006525
2019-11-22,0.0027069999999999998
2019-12-12,0.012
2019-12-20,0.018099999999999998
2020-01-08,0.01805
2020-01-21,0.006
2020-01-28,0.009495
2020-02-11,0.00499
2020-02-20,0.0031650000000000003
2020-03-11,0.00732
2020-04-03,0.007509999999999999
2020-04-09,0.01585
2020-04-14,0.0025164999999999996
2020-04-24,0.004656
2020-05-22,0.02545
2020-05-29,0.00533
2020-06-05,0.009756
2020-06-12,0.011295
2020-06-19,0.00997
2020-06-26,0.00673
2020-07-02,0.00518
2020-07-10,0.0693
2020-07-17,0.007875
2020-07-23,0.0061600000000000005
2020-07-30,0.00486
2020-08-07,0.004484999999999999
2020-08-14,0.005550000000000001
2020-08-20,0.0049700000000000005
2020-08-27,0.004095
2020-09-03,0.006305
2020-09-11,0.006445
2020-09-18,0.0033049999999999998
2020-09-24,0.004965
2020-10-01,0.00503
2020-10-08,0.005635
2020-10-16,0.004125
2020-10-23,0.00504
2020-10-27,0.00013
2020-11-06,0.00421
2020-11-13,0.003195
2020-12-04,0.005315
2021-01-08,0.001599
2021-01-15,0.001927
2021-01-28,0.012799999999999999
2021-02-11,0.0182
2021-03-03,0.010425
2021-03-19,0.00511
2021-03-25,0.01001
2021-04-07,0.006229999999999999
2021-05-17,0.002045
2021-05-28,0.01745
2021-06-04,0.004085
2021-06-11,1.4
2021-06-18,6.75
2021-06-24,3.1
2021-07-02,4.0
2021-07-09,2.6
2021-07-15,2.95
2021-07-23,0.00625
2021-07-30,0.002095
2021-07-31,0.002875
2021-08-06,0.001987
2021-08-13,0.002505
2021-08-19,0.0031055
2021-08-27,0.0003075
2021-09-03,0.0016549999999999998
2021-10-01,0.0037400000000000003
2021-10-07,0.0020515
2021-10-15,0.002055
2021-10-22,0.0004195
2021-10-27,0.0017693
2021-11-03,0.0008384999999999999
2021-11-11,0.001291
