date,ammonia_n
YYYY-MM-DD,ppm
2020-03-30,0.021699999999999997
2020-04-07,0.02205
2020-04-21,0.07665
2020-06-16,0.00315
2020-06-18,0.0065
2020-06-20,0.0
2020-06-22,0.00864
2020-06-24,0.0053
2020-06-26,0.0
2020-06-28,0.0064
2020-06-30,0.00341
2020-07-02,0.009644999999999999
2021-04-29,0.05245
2021-05-01,0.00949
2021-05-03,0.0040999999999999995
2021-05-05,0.004654999999999999
2021-05-07,0.00421
2021-05-09,0.004975
2021-05-11,0.00186
2021-05-13,0.0049499999999999995
2021-05-15,0.01766
2021-05-17,0.00536
2021-05-19,0.0009910000000000001
