date,tdn
YYYY-MM-DD,g.L-1
2016-02-21,158.6
2016-03-09,162.5
2016-03-17,184.3
2016-03-24,187.9
2016-03-31,165.8
2016-04-08,245.4
2016-04-21,244.6
2016-08-12,120.1
2016-08-19,120.9
2016-08-26,120.3
2016-09-02,128.8
2017-04-12,238.2
2017-04-30,215.5
2017-05-14,287.5
2017-05-30,223.1
2017-06-15,267.9
2017-06-30,122.1
2017-07-30,92.52
2017-08-25,90.8
2017-09-14,130.8
2017-09-27,103.4
2017-10-14,112.0
2017-10-23,124.0
2017-11-16,112.7
2018-03-03,186.8
2018-05-07,208.4
2018-05-25,122.6
2018-06-08,85.67
2018-06-15,85.13
2018-06-25,92.97
2018-07-09,99.44
2018-07-15,131.3
2018-08-10,97.26
2018-08-17,119.1
2018-08-24,115.1
2018-08-31,846.5
2018-09-07,118.4
2018-09-14,179.1
2018-09-21,107.9
2018-09-28,100.1
