date,tdn
YYYY-MM-DD,g.L-1
2017-08-11,81.34
2017-10-29,98.91
2018-03-03,261.1
2018-03-17,122.7
2018-05-07,129.7
2018-05-25,152.3
2018-06-08,85.97
2018-06-15,150.5
2018-06-25,89.68
2018-07-11,89.58
2018-07-15,77.32
2018-08-10,84.9
2018-08-17,92.7
2018-08-24,140.7
2018-08-31,610.5
2018-09-07,97.18
2018-09-14,108.8
2018-09-21,99.8
2018-09-28,109.7
2018-10-05,133.8
2018-10-12,117.9
2018-10-19,136.3
2018-10-25,173.9
2018-11-02,128.5
2018-11-10,123.0
2018-11-17,122.4
2018-12-21,137.3
2019-01-03,151.3
2019-01-11,153.7
2019-02-21,154.6
