date,tdn
YYYY-MM-DD,g.L-1
2020-05-22,194.0
2020-05-29,136.1
2020-06-05,127.7
2020-06-12,126.0
2020-06-19,110.5
2020-06-26,105.2
2020-07-02,103.3
2020-07-10,73.85
2020-07-17,84.28
2020-07-23,72.58
2020-07-30,85.14
2020-08-07,59.78
2020-08-14,61.74
2020-08-20,54.73
2020-08-27,43.07
2020-09-03,34.43
2020-09-11,44.13
2020-09-18,49.1
2020-09-24,61.92
2020-10-01,39.86
2020-10-16,75.36
2020-10-23,54.45
2020-11-06,64.92
2021-01-21,60.82
2021-02-17,39.63
2021-03-10,56.01
2021-04-14,169.5
2021-05-19,273.1
2021-05-28,244.7
2021-06-04,244.5
2021-07-23,95.49
2021-07-30,107.7
2021-08-06,72.46
2021-08-13,108.3
2021-08-27,103.4
2021-09-03,82.08
2021-10-01,117.9
2021-10-07,89.61
2021-10-22,149.4
2021-11-03,181.3
2021-11-11,169.2
2021-12-20,188.8
