date,ammonia_n
YYYY-MM-DD,ppm
2019-10-07,0.004353999999999999
2020-05-26,0.002975
2020-07-28,0.0021935
2020-10-09,0.00277
2021-05-25,0.000194
2021-10-05,0.00266
