date,tdn
YYYY-MM-DD,g.L-1
2018-05-25,148.1
2018-06-08,236.7
2018-06-15,155.0
2018-06-25,227.5
2018-07-16,230.3
2018-08-10,146.5
2018-08-17,154.2
2018-08-24,264.9
2018-08-31,233.8
2018-09-07,154.7
2018-09-14,166.6
2018-09-21,136.1
2018-09-28,253.4
2018-10-05,127.1
2018-10-19,156.3
2018-10-25,121.3
2018-11-02,162.1
2018-11-10,294.7
2018-11-17,125.1
2018-12-28,179.3
2019-01-11,141.8
2019-06-23,272.0
2019-06-27,621.7
2019-07-05,285.6
2019-07-14,283.0
2019-07-19,277.1
2019-07-26,283.0
2019-08-02,309.8
2019-08-09,264.4
2019-08-16,261.5
2019-08-23,324.1
2019-08-30,272.0
2019-09-06,277.4
2019-09-13,291.2
2019-09-20,268.7
2019-09-27,327.0
2019-10-04,214.3
2019-10-11,244.6
2019-10-19,271.8
2019-10-25,246.0
2019-11-03,219.7
2019-11-08,235.6
2019-11-15,323.7
2019-11-22,231.5
2019-12-10,292.8
2019-12-20,250.7
2020-01-10,198.1
2020-01-15,203.4
2020-03-01,196.4
2020-04-01,483.9
2020-04-28,286.7
2020-05-22,248.9
2020-05-29,238.1
2020-06-05,251.7
2020-06-12,255.3
2020-06-19,236.4
2020-06-26,247.7
2020-07-02,204.7
2020-07-10,237.3
2020-07-17,227.9
2020-07-23,294.5
2020-07-30,259.7
2020-08-07,272.0
2020-08-14,236.9
2020-08-20,267.0
2020-08-27,259.9
2020-09-03,285.5
2020-09-11,275.0
2020-09-18,253.5
2020-09-24,249.6
2020-10-01,945.4
2020-10-08,506.2
2020-10-16,232.7
2020-10-23,228.6
2020-11-06,223.4
2021-01-21,148.9
2021-02-17,154.0
2021-03-10,127.5
2021-04-14,207.1
2021-05-19,356.9
2021-05-28,308.5
2021-06-04,623.1
2021-07-23,124.1
2021-07-30,142.5
2021-08-06,103.3
2021-08-13,140.8
2021-08-19,169.9
2021-08-27,113.0
2021-09-03,130.0
2021-10-01,189.8
2021-10-07,123.3
2021-10-22,162.4
2021-11-03,131.8
2021-11-11,123.8
2021-12-20,137.4
