date,tdn
YYYY-MM-DD,g.L-1
2017-02-07,58.95
2017-02-14,92.03
2017-02-21,53.77
2017-02-28,53.33
2017-03-07,53.15
2017-03-14,54.6
2017-03-21,67.07
2017-03-28,53.79
2017-04-04,52.69
2017-04-11,48.08
2017-04-18,39.53
2017-04-25,39.11
2017-05-02,49.43
2017-05-09,49.52
2017-05-16,53.2
2017-05-23,58.79
2017-05-30,54.62
2017-06-14,50.64
2017-06-20,57.96
2017-06-29,52.82
2017-07-05,50.26
2017-07-12,57.81
2017-07-18,46.96
2017-07-25,54.16
2017-08-03,72.5
2017-08-09,55.81
2017-08-16,56.26
2017-08-23,60.13
2017-08-29,51.25
2017-09-05,64.95
2017-09-13,62.87
2017-09-20,52.24
2017-09-27,61.72
2017-10-05,72.03
2017-10-10,49.73
2017-10-17,50.7
2017-10-24,57.01
2017-10-31,58.19
2017-11-07,46.38
2017-11-14,75.84
2017-11-21,58.96
2017-11-28,58.41
2017-12-05,61.34
2017-12-12,60.0
2017-12-19,57.54
2017-12-26,62.54
2018-01-02,71.65
2018-01-09,63.85
2018-01-16,59.49
2018-01-23,56.14
2018-01-30,62.53
2018-02-06,64.41
2018-02-13,54.62
2018-02-20,98.63
2018-02-27,66.71
2018-03-06,78.69
2018-03-13,66.24
2018-03-20,41.52
2018-03-27,47.62
2018-04-03,41.88
2018-04-10,48.69
2018-04-17,45.76
2018-04-24,42.14
2018-05-01,38.5
2018-07-16,129.8
2018-07-23,110.8
2018-07-30,695.1
2018-08-06,171.9
2018-08-13,273.1
2018-08-21,55.38
2018-08-27,58.27
2018-09-04,54.17
2018-09-10,57.06
2018-09-17,58.16
2018-09-24,58.69
2018-10-01,60.51
2018-10-16,76.81
2018-10-29,52.55
2018-12-04,74.42
2018-12-25,50.01
2019-01-01,39.28
2019-01-15,70.68
2019-02-05,68.25
2019-05-07,59.25
