date,ammonia_n
YYYY-MM-DD,ppm
2020-05-22,0.2655
2020-05-29,0.11
2020-06-05,0.2245
2020-06-12,0.2615
2020-06-19,0.2815
2020-06-26,0.2935
2020-07-02,0.309
2020-07-10,0.2975
2020-07-17,0.2995
2020-07-23,0.324
2020-07-30,0.324
2020-08-07,0.329
2020-08-14,0.3185
2020-08-20,0.3325
2020-08-27,0.3235
2020-09-03,0.302
2020-09-11,0.301
2020-09-18,0.3195
2020-09-24,0.28995000000000004
2020-10-01,0.2934
2020-10-08,0.29835
2020-10-16,0.26639999999999997
2020-10-23,0.30300000000000005
2020-10-27,0.276
2020-11-06,0.2661
2020-11-20,0.2075
2021-05-19,0.06225
2021-05-28,0.34299999999999997
2021-06-04,0.331
2021-06-11,47.95
2021-06-24,192.5
2021-07-09,186.0
2021-07-15,228.0
2021-07-23,0.20450000000000002
2021-07-30,0.0681
2021-08-06,0.226
2021-08-13,0.0372
2021-08-27,0.128
2021-09-03,0.192
2021-10-01,0.1605
2021-10-07,0.116
2021-10-22,0.128
2021-11-03,0.123
2021-11-11,0.218
