date,tdn
YYYY-MM-DD,g.L-1
2015-11-05,145.2
2015-11-06,139.0
2015-11-07,99.25
2015-11-08,164.7
2015-11-09,180.9
2015-11-10,194.3
2015-11-11,183.5
2015-11-12,168.9
2015-11-13,165.1
2015-11-14,179.6
2015-11-15,163.0
2015-11-16,165.8
2015-11-17,160.6
2015-11-18,160.9
2015-11-19,150.1
2015-11-20,168.5
2015-11-21,184.2
2015-11-22,187.9
2015-11-23,184.5
2015-11-24,174.8
2015-11-25,171.0
2015-11-26,169.6
2015-11-27,164.9
2015-11-28,165.8
2015-11-29,186.9
2015-11-30,177.4
2015-12-01,178.0
2015-12-02,183.2
2015-12-03,193.5
2015-12-04,202.7
2015-12-05,212.4
2015-12-06,217.3
2015-12-07,204.5
2015-12-08,205.7
2015-12-09,181.2
2015-12-10,187.1
2015-12-11,178.1
2015-12-12,173.1
2015-12-13,168.7
2015-12-14,178.2
2015-12-15,179.9
2015-12-16,191.1
2015-12-17,170.9
2015-12-18,177.6
2015-12-19,176.3
2015-12-20,179.8
2015-12-21,176.7
2016-07-20,98.29
2016-07-21,82.55
2016-07-22,67.05
2016-07-23,74.74
2016-07-25,62.29
2016-07-26,62.16
2016-07-27,73.3
2016-07-28,72.33
2016-07-29,62.87
2016-07-30,66.54
2016-07-31,61.65
2016-08-01,65.91
2016-08-02,62.3
2016-08-04,88.29
2016-08-05,132.1
2016-08-06,116.1
2016-08-07,102.1
2016-08-08,101.9
2016-08-09,99.81
2016-08-10,116.2
2016-08-11,111.0
2017-05-30,117.3
2017-05-31,112.6
2017-06-01,131.5
2017-06-02,138.2
2017-06-03,151.1
2017-06-04,122.0
2017-06-05,139.2
2017-06-06,137.0
2017-06-07,151.9
2017-06-08,138.0
2017-06-09,141.2
2017-06-10,129.3
2017-06-11,111.0
2017-06-12,91.47
2017-06-13,111.8
2017-06-14,110.8
2017-06-15,84.95
2017-06-16,59.97
2017-06-17,82.52
2017-06-18,80.14
2017-06-19,80.51
2017-06-20,72.49
2017-06-21,72.69
2017-06-22,62.17
2017-06-23,190.0
2017-06-24,174.0
2017-06-26,75.36
2017-06-28,106.1
2017-06-30,560.0
2017-07-02,101.6
2017-07-04,52.33
2017-07-06,70.43
2017-07-08,68.34
2017-07-10,66.63
2017-07-12,63.09
2017-07-14,61.16
2017-08-11,41.16
2017-08-13,58.45
2017-08-15,47.16
2017-08-17,55.49
2017-08-19,40.7
2017-08-21,46.34
2017-08-23,58.2
2017-08-25,75.97
2017-08-27,56.32
2017-08-29,46.52
2017-08-31,45.49
2017-09-02,90.91
2017-09-04,47.31
2017-09-06,41.68
2017-09-08,56.87
2017-09-10,64.62
2017-09-12,66.42
2017-09-14,47.17
2017-09-16,52.72
2017-09-18,54.83
2017-09-20,38.2
2017-09-22,35.64
2017-09-24,50.39
2017-09-26,44.21
2017-09-28,53.76
2017-09-30,45.28
2017-10-02,56.48
2017-10-04,61.76
2017-10-06,64.36
2017-10-08,42.21
2017-10-10,48.5
2017-10-12,47.55
2017-10-14,56.73
2017-10-16,39.27
2017-10-18,60.35
2017-10-20,75.45
2017-10-22,55.22
2017-10-24,65.3
2017-11-22,41.45
2017-11-25,37.96
2017-11-28,64.69
2017-11-30,54.39
2017-12-03,68.32
2017-12-06,70.67
2017-12-09,53.52
2017-12-12,44.34
2017-12-15,57.83
2017-12-18,156.4
2017-12-21,47.74
2017-12-24,130.9
2017-12-27,118.0
2017-12-30,57.2
2018-01-02,128.8
2018-01-05,76.59
2018-01-08,130.3
2018-01-11,52.71
2018-01-14,34.34
2018-01-17,51.67
2018-01-20,96.42
2018-01-23,45.99
2018-01-26,108.7
2018-01-29,93.99
2018-02-09,56.65
2018-02-12,55.45
2018-02-15,143.0
2018-02-18,44.09
2018-02-21,118.0
2018-02-24,56.73
2018-02-27,38.9
2018-03-02,67.81
2018-03-05,38.14
2018-03-08,103.8
2018-03-11,187.7
2018-03-14,56.31
2018-03-17,66.44
2018-03-20,127.1
2018-03-23,55.03
2018-03-26,107.7
2018-03-29,80.77
2018-04-01,72.48
2018-04-04,81.22
2018-04-07,126.3
2018-04-10,191.3
2018-04-13,148.1
2018-04-16,158.1
2018-04-18,102.2
2018-04-20,120.5
2018-04-22,171.7
2018-04-24,99.61
2018-04-26,106.6
2018-04-28,107.5
2018-04-30,196.3
2018-05-02,108.4
2018-05-04,86.19
2018-05-06,153.0
2018-05-08,164.9
2018-05-10,104.6
2018-05-12,199.1
2018-05-14,141.7
2018-05-16,52.21
2018-05-18,49.24
2018-05-20,18.2
2018-05-22,20.66
2018-05-24,33.93
2018-05-26,17.41
2018-05-28,59.4
2018-05-30,61.68
2018-06-01,61.45
2018-06-03,90.07
2018-06-05,126.7
2018-06-07,234.1
2018-06-09,68.38
2018-06-11,66.77
2018-06-13,65.19
2018-06-15,65.08
2018-06-17,70.16
2018-06-19,45.47
2018-06-21,53.71
2018-06-23,52.54
2018-06-25,80.67
2018-06-27,66.57
2018-06-29,50.31
2018-07-01,35.96
2018-07-03,62.11
2018-07-05,77.61
2018-07-07,84.15
2018-07-09,42.86
2018-07-11,53.8
2018-07-13,104.23
2018-07-15,60.89
