date,tdn
YYYY-MM-DD,g.L-1
2015-11-24,58.23
2016-07-14,37.18
2016-08-11,37.18
2016-08-19,37.18
2016-08-26,37.18
2016-09-02,37.18
2017-03-27,9.28
2017-06-23,10.17
2017-06-30,15.47
2017-07-13,16.82
2017-07-17,6.099
2017-07-30,12.18
2017-08-11,14.29
2017-08-25,27.52
2017-09-18,9.769
2017-09-27,14.05
2017-10-14,31.87
2017-10-23,15.85
2017-11-03,13.66
2017-11-14,18.35
2017-11-16,18.57
2018-01-16,11.88
2018-01-25,18.26
2018-03-04,15.97
2018-03-13,26.15
2018-03-17,8.822
2018-05-07,8.74
2018-06-03,5.025
2018-06-08,10.69
2018-06-15,7.77
2018-06-25,19.13
2018-07-11,15.56
2018-07-12,5.92
2018-07-19,8.528
2018-08-31,49.22
2018-09-01,112.7
2018-09-07,31.67
2018-09-14,41.38
2018-09-21,21.61
2018-09-26,24.6
2018-09-28,54.23
2018-10-05,24.48
2018-10-11,11.43
2018-10-12,38.87
2018-10-18,27.8
2018-10-21,43.05
2018-10-25,30.17
2018-11-02,20.72
2018-11-10,18.54
2018-11-16,14.07
2018-11-17,165.0
2019-01-23,23.29
2019-07-27,12.3
2019-07-29,9.291
2019-08-13,17.29
