date,ammonia_n
YYYY-MM-DD,ppm
2018-10-05,0.0
2018-10-12,0.003565
2018-10-18,0.00361
2018-10-25,0.001895
2018-11-02,0.004229999999999999
2018-11-10,0.0125
2018-11-17,0.03985
2018-12-03,0.0178
2018-12-14,0.012
2018-12-20,0.037
2019-01-12,0.0338
2019-01-29,0.0143
2019-02-10,0.0044
2019-02-27,0.010365
2019-03-21,0.004346
2019-03-30,0.0081
2019-04-18,0.00981
2019-05-08,0.009735
2019-06-05,0.010175
2019-06-11,0.159
2019-06-21,0.005084999999999999
2019-08-09,0.02015
2019-08-16,0.0215
2019-08-23,0.011300000000000001
2019-08-30,0.013000000000000001
2019-09-06,0.01725
2019-09-13,0.0033134999999999996
2019-09-20,0.0051424999999999995
2019-09-27,0.0055485000000000005
2019-10-04,0.004305
2019-10-11,0.005345000000000001
2019-10-19,0.00522
2019-10-25,0.010450000000000001
2019-11-03,0.0
2019-11-08,0.0078
2019-11-15,0.0112
2019-11-22,0.00177
2019-12-04,0.0
2019-12-12,0.00516
2019-12-20,0.00489
2020-01-08,0.03445
2020-01-21,0.008105000000000001
2020-01-28,0.005365
2020-02-11,0.0034095
2020-03-11,0.01123
2020-03-17,0.011385
2020-04-03,0.004835
2020-04-09,0.01054
2020-04-21,0.013049999999999999
2020-05-22,0.003765
2020-05-29,0.00023
2020-06-05,0.00605
2020-06-12,0.00247
2020-06-19,0.020200000000000003
2020-06-26,0.007575
2020-07-02,0.006595
2020-07-10,0.054150000000000004
2020-07-17,0.00966
2020-07-23,0.005115
2020-07-30,0.02845
2020-08-07,0.003075
2020-08-14,0.006600000000000002
2020-08-20,0.005400000000000002
2020-08-27,0.004200000000000001
2020-09-03,0.005200000000000003
2020-09-11,0.0018000000000000013
2020-09-18,0.0026000000000000016
2020-09-24,0.006534999999999999
2020-10-01,0.004825
2020-10-08,0.004335
2020-10-16,0.005345
2020-10-23,0.00475
2020-10-27,0.00368
2020-11-06,0.0067
2020-11-13,0.00358
2020-11-20,0.000964
2020-12-04,0.004125
2021-01-08,0.0034600000000000004
2021-01-15,0.00413
2021-01-28,0.103
2021-02-11,0.00749
2021-03-03,0.143
2021-03-19,0.005705
2021-03-25,0.002705
2021-04-07,0.00208
2021-05-17,0.00868
2021-05-28,0.0013
2021-06-04,0.0026
2021-06-11,2.55
2021-06-18,1.1
2021-07-02,1.5
2021-07-09,1.7
2021-07-15,5.65
2021-07-30,0.0892
2021-08-06,0.00923
2021-08-13,0.0007645
2021-08-19,0.00341
2021-08-27,0.0032465
2021-09-03,0.0065249999999999996
2021-10-01,0.0012705
2021-10-07,0.0147
2021-10-22,0.0031349999999999998
2021-10-27,0.00204
2021-11-03,0.0005355
2022-10-15,0.0022
