date,tdn
YYYY-MM-DD,g.L-1
2020-06-02,811.1
2020-06-16,842.7
2020-06-30,833.4
2020-07-14,873.1
2020-07-21,889.9
2020-07-29,892.6
2020-08-04,893.3
2020-08-12,840.1
2020-08-19,880.8
2020-08-24,875.9
2020-09-01,885.7
2020-09-10,917.0
2020-09-14,874.4
2020-09-23,880.7
2020-09-29,885.6
2020-10-05,907.7
2020-10-13,1017.8
2020-10-20,905.7
2020-10-28,910.1
2020-11-03,901.8
2020-11-10,930.7
2020-11-19,963.6
2020-12-03,887.3
2021-01-06,898.4
2021-02-19,917.9
2021-03-09,957.1
2021-04-05,883.1
2021-04-28,916.6
2021-05-04,861.2
2021-05-13,878.2
2021-05-18,871.0
2021-05-27,822.9
2021-06-02,868.2
2021-06-08,715.3
2021-06-10,671.9
2021-06-16,702.3
2021-06-22,679.5
2021-07-01,670.1
2021-07-07,662.7
2021-07-16,681.4
2021-07-20,671.2
2021-07-27,691.2
2021-08-04,700.0
2021-08-10,688.1
2021-08-17,697.7
2021-08-24,692.6
2021-08-31,694.5
2021-09-08,702.5
2021-09-27,793.8
2021-10-04,696.4
2021-10-15,627.6
2021-10-20,714.7
2021-10-28,645.6
2021-11-04,772.5
2021-11-08,685.8
2021-12-01,662.3
