date,calcium,
12/13/16,52712.29605,52.71229605
12/16/16,51669.89601,51.66989601
12/19/16,53503.93017,53.50393017
12/22/16,52121.06093,52.12106093
12/25/16,50916.16541,50.91616541
12/28/16,50953.16261,50.95316261
12/31/16,53384.16524,53.38416524
1/3/17,53917.86677,53.91786677
1/6/17,53349.0381,53.3490381
1/9/17,56544.92488,56.54492488
1/27/17,56381.89002,56.38189002
1/30/17,56321.09575,56.32109575
2/2/17,55335.59803,55.33559803
2/5/17,54855.25426,54.85525426
2/8/17,57263.70071,57.26370071
2/11/17,55477.27654,55.47727654
2/14/17,56117.27134,56.11727134
2/17/17,56714.11022,56.71411022
2/20/17,58132.5291,58.1325291
2/23/17,56826.34777,56.82634777
2/26/17,56756.36876,56.75636876
3/1/17,56140.1075,56.1401075
3/4/17,56326.27434,56.32627434
3/7/17,55630.27373,55.63027373
3/10/17,56315.32095,56.31532095
3/13/17,55658.82747,55.65882747
3/16/17,54807.40045,54.80740045
3/19/17,53928.03636,53.92803636
3/22/17,52473.61948,52.47361948
3/25/17,53122.95631,53.12295631
3/28/17,60614.36975,60.61436975
3/31/17,52625.48106,52.62548106
4/3/17,52540.41775,52.54041775
4/6/17,53990.82284,53.99082284
4/10/17,55522.51057,55.52251057
4/11/17,52769.37823,52.76937823
4/12/17,51631.41484,51.63141484
4/13/17,48537.53405,48.53753405
4/14/17,46703.64932,46.70364932
4/15/17,45814.00322,45.81400322
4/16/17,45331.61154,45.33161154
4/17/17,44544.9824,44.5449824
4/18/17,44621.94873,44.62194873
4/19/17,42394.54237,42.39454237
4/20/17,43736.39576,43.73639576
4/21/17,45788.80419,45.78880419
4/22/17,46381.44542,46.38144542
4/23/17,46145.31622,46.14531622
4/24/17,44918.42719,44.91842719
4/25/17,45185.96052,45.18596052
4/26/17,46265.12747,46.26512747
4/27/17,46521.31102,46.52131102
4/28/17,45633.88871,45.63388871
4/29/17,46906.1563,46.9061563
4/30/17,47219.01401,47.21901401
5/1/17,47564.19033,47.56419033
5/2/17,48552.42179,48.55242179
5/3/17,48581.07659,48.58107659
5/4/17,47631.88764,47.63188764
5/5/17,45511.01304,45.51101304
5/6/17,40938.67292,40.93867292
5/7/17,39238.81148,39.23881148
5/8/17,23829.40564,23.82940564
5/9/17,39954.61706,39.95461706
5/10/17,40456.54999,40.45654999
5/11/17,40822.96854,40.82296854
5/12/17,38054.16861,38.05416861
5/13/17,34615.51545,34.61551545
5/14/17,32978.31642,32.97831642
5/15/17,32907.40242,32.90740242
5/16/17,32307.10993,32.30710993
5/17/17,33724.39682,33.72439682
5/18/17,35769.66651,35.76966651
5/19/17,37335.74294,37.33574294
5/20/17,38784.21445,38.78421445
5/21/17,39709.94157,39.70994157
5/22/17,38416.55217,38.41655217
5/23/17,38852.30344,38.85230344
5/24/17,37456.51852,37.45651852
5/25/17,34001.21983,34.00121983
5/26/17,32542.42859,32.54242859
5/27/17,32128.19182,32.12819182
5/28/17,34284.22615,34.28422615
5/29/17,33895.94945,33.89594945
5/30/17,35645.68431,35.64568431
5/31/17,33072.11278,33.07211278
6/1/17,32751.68172,32.75168172
6/2/17,32291.20613,32.29120613
6/3/17,31772.49302,31.77249302
6/4/17,31064.44708,31.06444708
6/5/17,31409.3983,31.4093983
6/6/17,30295.69439,30.29569439
6/7/17,30827.94308,30.82794308
6/8/17,31279.08364,31.27908364
6/9/17,30555.12668,30.55512668
6/10/17,30683.34796,30.68334796
6/11/17,30505.44669,30.50544669
6/12/17,31250.02748,31.25002748
6/13/17,30978.66668,30.97866668
6/14/17,32329.98025,32.32998025
6/15/17,31062.20988,31.06220988
6/16/17,30773.55422,30.77355422
6/17/17,29657.05559,29.65705559
6/18/17,28457.41232,28.45741232
6/19/17,26670.21035,26.67021035
6/20/17,26127.26558,26.12726558
6/21/17,25749.80659,25.74980659
6/22/17,26081.01281,26.08101281
6/23/17,26625.13565,26.62513565
6/24/17,29035.11982,29.03511982
6/26/17,28722.17054,28.72217054
6/28/17,28538.01663,28.53801663
6/30/17,29472.08103,29.47208103
7/4/17,29902.17534,29.90217534
7/6/17,29277.81884,29.27781884
7/8/17,29240.29308,29.24029308
7/10/17,29236.66106,29.23666106
7/12/17,28236.96663,28.23696663
7/14/17,32219.30435,32.21930435
8/11/17,35302.85038,35.30285038
8/13/17,39520.9022,39.5209022
8/15/17,41090.42796,41.09042796
8/17/17,40694.09112,40.69409112
8/19/17,41109.64798,41.10964798
8/21/17,41018.95426,41.01895426
8/23/17,41335.73179,41.33573179
8/25/17,41900.17803,41.90017803
8/27/17,42390.14353,42.39014353
8/29/17,43671.88229,43.67188229
8/31/17,43637.00842,43.63700842
9/2/17,43609.64604,43.60964604
9/4/17,44322.33449,44.32233449
9/6/17,44143.80277,44.14380277
9/8/17,44438.97996,44.43897996
9/10/17,45136.37043,45.13637043
9/12/17,42008.67665,42.00867665
9/14/17,44579.04793,44.57904793
9/16/17,43030.7391,43.0307391
9/18/17,43980.09436,43.98009436
9/20/17,46120.33595,46.12033595
9/22/17,47452.70146,47.45270146
9/24/17,48138.06169,48.13806169
9/26/17,49100.2642,49.1002642
9/28/17,47867.24059,47.86724059
9/30/17,48311.37722,48.31137722
10/2/17,48198.36257,48.19836257
10/4/17,48035.82191,48.03582191
10/6/17,48695.88012,48.69588012
10/10/17,48949.36614,48.94936614
10/12/17,48353.09275,48.35309275
10/14/17,49337.0979,49.3370979
10/16/17,49668.89899,49.66889899
10/18/17,49536.89931,49.53689931
10/20/17,50009.32816,50.00932816
10/22/17,49757.43745,49.75743745
10/24/17,49748.42042,49.74842042
11/22/17,52663.89792,52.66389792
11/25/17,51802.99831,51.80299831
11/27/17,52460.31781,52.46031781
11/30/17,52400.80652,52.40080652
12/3/17,52493.04694,52.49304694
12/6/17,48504.5242,48.5045242
12/9/17,55629.65383,55.62965383
12/12/17,54981.25231,54.98125231
12/15/17,52360.64313,52.36064313
12/18/17,55887.6147,55.8876147
12/21/17,55226.39166,55.22639166
12/24/17,54123.59615,54.12359615
12/27/17,54554.10092,54.55410092
12/30/17,55408.77292,55.40877292
1/2/18,55923.11072,55.92311072
1/5/18,57902.00862,57.90200862
1/8/18,56366.38063,56.36638063
1/11/18,55849.26028,55.84926028
1/14/18,56702.54479,56.70254479
1/17/18,56986.23862,56.98623862
1/20/18,57025.61518,57.02561518
1/23/18,57824.63094,57.82463094
1/26/18,56200.10165,56.20010165
1/29/18,56646.91501,56.64691501
2/9/18,52496.78805,52.49678805
2/12/18,51694.94647,51.69494647
2/15/18,49864.18829,49.86418829
2/18/18,51219.18935,51.21918935
2/21/18,51245.55851,51.24555851
2/24/18,50608.18725,50.60818725
2/27/18,50158.27735,50.15827735
3/2/18,50356.63982,50.35663982
3/5/18,50955.9752,50.9559752
3/8/18,50660.53502,50.66053502
3/11/18,49866.72899,49.86672899
3/14/18,49466.79062,49.46679062
3/17/18,50984.83488,50.98483488
3/20/18,48395.49136,48.39549136
3/23/18,49394.78206,49.39478206
3/26/18,51149.8413,51.1498413
3/29/18,51564.89716,51.56489716
4/1/18,49060.21919,49.06021919
4/4/18,49906.66177,49.90666177
4/7/18,47359.79738,47.35979738
4/10/18,44804.70831,44.80470831
4/13/18,44732.17509,44.73217509
4/16/18,47104.6817,47.1046817
4/18/18,55770.88607,55.77088607
4/20/18,55830.83198,55.83083198
4/22/18,57629.50328,57.62950328
4/24/18,50659.23344,50.65923344
4/26/18,46227.57408,46.22757408
4/28/18,43661.01178,43.66101178
4/30/18,42519.43436,42.51943436
5/2/18,44414.46901,44.41446901
5/4/18,47509.50492,47.50950492
5/6/18,42135.03426,42.13503426
5/8/18,39053.5028,39.0535028
5/10/18,36660.40837,36.66040837
5/12/18,35741.402,35.741402
5/14/18,35952.70634,35.95270634
5/16/18,34220.45964,34.22045964
5/18/18,33644.73555,33.64473555
5/20/18,34816.32121,34.81632121
5/22/18,34271.3078,34.2713078
5/24/18,33951.98923,33.95198923
5/26/18,32240.48002,32.24048002
5/28/18,29601.55484,29.60155484
5/30/18,30800.22161,30.80022161
6/1/18,30058.79202,30.05879202
6/3/18,29984.96874,29.98496874
6/5/18,29750.72034,29.75072034
6/7/18,29809.29504,29.80929504
6/9/18,34922.27419,34.92227419
6/11/18,35107.37567,35.10737567
6/13/18,34860.41981,34.86041981
6/15/18,33726.72355,33.72672355
6/17/18,27716.00224,27.71600224
6/19/18,32662.97972,32.66297972
6/21/18,34123.79767,34.12379767
6/23/18,36228.99919,36.22899919
6/25/18,37211.88055,37.21188055
6/27/18,36903.15347,36.90315347
6/29/18,37052.26272,37.05226272
7/1/18,38033.04288,38.03304288
7/3/18,38756.21286,38.75621286
7/5/18,39951.98108,39.95198108
7/7/18,40324.79821,40.32479821
7/9/18,41237.81094,41.23781094
7/11/18,39360.57405,39.36057405
7/13/18,39187.15934,39.18715934
7/15/18,41099.68082,41.09968082
7/17/18,41174.99352,41.17499352
7/19/18,42855.33186,42.85533186
7/21/18,44332.14102,44.33214102
7/23/18,44721.50991,44.72150991
7/25/18,44138.71162,44.13871162
7/27/18,46041.44555,46.04144555
7/29/18,45121.11217,45.12111217
7/31/18,46132.68824,46.13268824
8/2/18,46668.6127,46.6686127
8/4/18,39304.72728,39.30472728
8/6/18,41361.56187,41.36156187
8/8/18,40332.37666,40.33237666
8/10/18,40502.04392,40.50204392
8/12/18,41756.09116,41.75609116
8/14/18,44569.95768,44.56995768
8/16/18,43214.83782,43.21483782
8/18/18,42731.36852,42.73136852
8/20/18,41704.23329,41.70423329
8/22/18,46347.02674,46.34702674
8/24/18,36461.45536,36.46145536
8/25/18,46238.20933,46.23820933
8/26/18,52038.26633,52.03826633
8/28/18,50667.26933,50.66726933
8/30/18,49482.19029,49.48219029
9/1/18,49765.74148,49.76574148
9/3/18,49898.18729,49.89818729
9/5/18,51676.16893,51.67616893
9/7/18,51567.45486,51.56745486
9/9/18,52930.09891,52.93009891
9/11/18,53988.55987,53.98855987
9/13/18,53818.47496,53.81847496
9/15/18,54464.72517,54.46472517
9/17/18,55735.53705,55.73553705
9/19/18,55502.88406,55.50288406
9/21/18,53544.61733,53.54461733
9/23/18,54710.01077,54.71001077
9/25/18,54462.90013,54.46290013
9/27/18,54470.84092,54.47084092
9/29/18,49459.15424,49.45915424
10/1/18,48350.92734,48.35092734
10/3/18,42089.07018,42.08907018
10/5/18,43080.37005,43.08037005
10/7/18,44833.3335,44.8333335
10/9/18,44619.07385,44.61907385
10/11/18,43241.19502,43.24119502
10/13/18,24799.18611,24.79918611
10/15/18,31492.07012,31.49207012
10/17/18,32150.48479,32.15048479
10/19/18,30229.98752,30.22998752
10/21/18,29233.08706,29.23308706
10/23/18,29767.71703,29.76771703
10/25/18,31885.7846,31.8857846
10/27/18,30288.21324,30.28821324
10/29/18,33105.84561,33.10584561
10/31/18,30905.7332,30.9057332
11/2/18,28125.97486,28.12597486
1/24/19,51011.50037,51.01150037
1/27/19,50571.08389,50.57108389
1/30/19,51107.34493,51.10734493
2/2/19,52281.01344,52.28101344
2/5/19,51335.53214,51.33553214
2/8/19,51725.07154,51.72507154
2/11/19,52317.71028,52.31771028
2/14/19,52214.31051,52.21431051
2/17/19,52496.73555,52.49673555
2/20/19,52423.93899,52.42393899
2/23/19,52460.63653,52.46063653
2/26/19,52972.53509,52.97253509
3/1/19,51894.75058,51.89475058
3/4/19,55297.33067,55.29733067
3/7/19,52950.54867,52.95054867
3/10/19,50236.18345,50.23618345
3/13/19,57140.78024,57.14078024
3/16/19,58910.33289,58.91033289
3/19/19,61158.5929,61.1585929
3/22/19,60955.71654,60.95571654
3/25/19,60509.107,60.509107
3/28/19,59368.36337,59.36836337
3/31/19,59205.6511,59.2056511
4/3/19,58766.0116,58.7660116
4/6/19,57764.89366,57.76489366
4/9/19,56005.84121,56.00584121
4/12/19,55993.51164,55.99351164
4/15/19,55017.59252,55.01759252
4/18/19,51074.25253,51.07425253
4/21/19,47851.17548,47.85117548
4/24/19,44726.30372,44.72630372
4/25/19,46690.94195,46.69094195
4/27/19,46664.09104,46.66409104
4/29/19,50130.92407,50.13092407
5/1/19,53597.9078,53.5979078
5/3/19,53399.06507,53.39906507
5/5/19,52273.71868,52.27371868
5/13/19,45697.58164,45.69758164
6/10/19,31584.11584,31.58411584
6/10/19,31367.4698,31.3674698
6/11/19,31532.50049,31.53250049
6/11/19,31898.3452,31.8983452
6/11/19,31432.74584,31.43274584
6/11/19,31421.94692,31.42194692
6/11/19,31712.70973,31.71270973
6/11/19,31336.89796,31.33689796
6/11/19,31221.51447,31.22151447
6/11/19,30423.635,30.423635
6/11/19,30618.99641,30.61899641
6/11/19,30946.43207,30.94643207
6/11/19,31057.43932,31.05743932
6/11/19,31319.83125,31.31983125
6/11/19,31140.03405,31.14003405
6/11/19,31743.46965,31.74346965
6/11/19,31635.1246,31.6351246
6/11/19,32361.35595,32.36135595
6/11/19,32382.36311,32.38236311
6/11/19,32706.98412,32.70698412
6/11/19,32678.39167,32.67839167
6/11/19,32990.16861,32.99016861
6/11/19,33229.51857,33.22951857
6/11/19,33247.65367,33.24765367
6/11/19,33549.15575,33.54915575
6/12/19,32381.57568,32.38157568
6/13/19,31104.50734,31.10450734
6/14/19,29700.11183,29.70011183
6/15/19,30775.67223,30.77567223
6/16/19,30575.80498,30.57580498
6/17/19,30617.92944,30.61792944
6/18/19,30547.50542,30.54750542
6/19/19,31553.39667,31.55339667
6/20/19,30534.17386,30.53417386
6/21/19,30120.27577,30.12027577
6/22/19,30615.28598,30.61528598
6/23/19,33420.79757,33.42079757
6/24/19,35329.43197,35.32943197
6/25/19,34360.93464,34.36093464
6/26/19,32529.79637,32.52979637
6/27/19,30147.40907,30.14740907
6/28/19,29085.42659,29.08542659
6/29/19,28220.10329,28.22010329
6/30/19,28514.24653,28.51424653
7/1/19,27660.07017,27.66007017
7/2/19,28411.81342,28.41181342
7/3/19,28569.25354,28.56925354
7/4/19,28984.33841,28.98433841
7/5/19,29130.34533,29.13034533
7/7/19,29238.95926,29.23895926
7/9/19,29427.26241,29.42726241
7/11/19,28533.20937,28.53320937
7/13/19,28360.23573,28.36023573
7/15/19,28236.64885,28.23664885
7/17/19,28251.46527,28.25146527
7/19/19,29211.99169,29.21199169
7/21/19,29949.05072,29.94905072
7/23/19,30247.43835,30.24743835
7/25/19,28863.78357,28.86378357
7/26/19,28039.99785,28.03999785
7/26/19,27947.89806,27.94789806
7/26/19,28340.52551,28.34052551
7/26/19,28430.51346,28.43051346
7/26/19,28692.45675,28.69245675
7/26/19,29097.81595,29.09781595
7/26/19,29368.72543,29.36872543
7/27/19,29269.89673,29.26989673
7/27/19,28917.02558,28.91702558
7/27/19,29615.67668,29.61567668
7/27/19,29179.09787,29.17909787
7/27/19,28928.19903,28.92819903
7/27/19,28233.05298,28.23305298
7/27/19,27542.0639,27.5420639
7/27/19,27768.64591,27.76864591
7/27/19,27562.94293,27.56294293
7/27/19,27461.39994,27.46139994
7/27/19,27816.06246,27.81606246
7/27/19,27939.5458,27.9395458
7/27/19,27897.25932,27.89725932
7/27/19,28291.71234,28.29171234
7/27/19,28641.25845,28.64125845
7/27/19,29197.91518,29.19791518
7/27/19,29351.45153,29.35145153
7/27/19,29639.16828,29.63916828
7/27/19,29999.26328,29.99926328
7/29/19,30947.18424,30.94718424
7/31/19,29995.38738,29.99538738
8/2/19,31395.24807,31.39524807
8/4/19,32375.0505,32.3750505
8/6/19,32357.61587,32.35761587
8/8/19,33017.38925,33.01738925
8/10/19,33337.89766,33.33789766
8/12/19,35081.6033,35.0816033
8/14/19,35715.09748,35.71509748
8/18/19,37082.87586,37.08287586
8/20/19,37368.6777,37.3686777
8/22/19,41776.63756,41.77663756
8/24/19,42156.84665,42.15684665
8/26/19,42225.42246,42.22542246
8/28/19,42307.56724,42.30756724
8/30/19,44413.35087,44.41335087
9/1/19,41232.18277,41.23218277
9/3/19,41892.71315,41.89271315
9/5/19,42885.62074,42.88562074
9/7/19,43483.62505,43.48362505
9/9/19,44836.49899,44.83649899
9/11/19,46061.58993,46.06158993
9/13/19,46112.62422,46.11262422
9/15/19,46552.61169,46.55261169
9/17/19,47235.63779,47.23563779
9/19/19,48202.12318,48.20212318
9/21/19,48938.21378,48.93821378
9/23/19,51863.71823,51.86371823
9/25/19,49618.94145,49.61894145
9/27/19,50784.27609,50.78427609
9/29/19,50768.51289,50.76851289
10/1/19,51625.58865,51.62558865
10/3/19,51318.42369,51.31842369
10/5/19,42583.06735,42.58306735
10/7/19,47379.00136,47.37900136
10/9/19,47089.82299,47.08982299
10/11/19,48553.04368,48.55304368
10/13/19,48615.80986,48.61580986
10/15/19,49339.77881,49.33977881
10/17/19,49446.06573,49.44606573
10/19/19,48430.86147,48.43086147
10/23/19,48690.59288,48.69059288
10/25/19,52447.17356,52.44717356
10/27/19,33386.7698,33.3867698
10/30/19,54720.09933,54.72009933
11/2/19,59377.21523,59.37721523
11/5/19,57342.10439,57.34210439
11/8/19,58606.59878,58.60659878
11/11/19,58813.00375,58.81300375
11/14/19,60928.58827,60.92858827
11/17/19,58337.87071,58.33787071
11/20/19,49731.42992,49.73142992
11/23/19,51630.01716,51.63001716
11/26/19,53997.32307,53.99732307
11/29/19,50674.26662,50.67426662
12/2/19,51311.21165,51.31121165
12/5/19,50512.35164,50.51235164
12/8/19,50075.97985,50.07597985
12/11/19,52813.07012,52.81307012
12/14/19,52537.29457,52.53729457
12/17/19,52717.02314,52.71702314
12/20/19,53933.16858,53.93316858
12/23/19,53539.40629,53.53940629
12/26/19,53360.12522,53.36012522
12/29/19,53473.49163,53.47349163
1/1/20,55741.9852,55.7419852
1/4/20,54225.93454,54.22593454
1/7/20,54608.25008,54.60825008
1/10/20,54285.77264,54.28577264
1/16/20,49726.40586,49.72640586
1/19/20,51270.007,51.270007
1/22/20,52895.95498,52.89595498
1/25/20,54958.81997,54.95881997
1/28/20,53225.35347,53.22535347
1/31/20,54622.05874,54.62205874
2/3/20,52673.0404,52.6730404
2/6/20,52611.46653,52.61146653
2/9/20,50579.70145,50.57970145
2/12/20,51355.22529,51.35522529
2/15/20,51806.93709,51.80693709
2/18/20,50565.37242,50.56537242
2/21/20,52598.97375,52.59897375
2/24/20,51223.67933,51.22367933
2/27/20,51766.32854,51.76632854
3/1/20,50740.11424,50.74011424
3/4/20,50169.70936,50.16970936
3/7/20,51242.75655,51.24275655
3/10/20,50888.99531,50.88899531
3/13/20,50807.97766,50.80797766
3/16/20,50705.84431,50.70584431
3/19/20,51091.97259,51.09197259
3/22/20,51219.62627,51.21962627
3/25/20,51356.48717,51.35648717
3/30/20,56320.79213,56.32079213
4/7/20,51896.34586,51.89634586
4/11/20,47744.6143,47.7446143
4/17/20,50093.97369,50.09397369
4/21/20,53644.86542,53.64486542
4/30/20,46289.69577,46.28969577
5/2/20,41584.29886,41.58429886
5/4/20,38785.04157,38.78504157
5/6/20,39352.6008,39.3526008
5/8/20,37587.07212,37.58707212
5/10/20,40077.33726,40.07733726
5/12/20,38799.68292,38.79968292
5/14/20,35999.47668,35.99947668
5/16/20,36980.40149,36.98040149
5/18/20,32159.70388,32.15970388
5/20/20,31282.76683,31.28276683
5/22/20,32110.75337,32.11075337
5/24/20,33104.48138,33.10448138
5/26/20,31872.54065,31.87254065
5/28/20,30041.60568,30.04160568
5/30/20,27766.11645,27.76611645
6/1/20,27468.86005,27.46886005
6/3/20,27509.8851,27.5098851
6/5/20,28670.21591,28.67021591
6/7/20,27526.46945,27.52646945
6/9/20,31082.31595,31.08231595
6/11/20,31936.68104,31.93668104
6/13/20,29630.94208,29.63094208
6/15/20,29340.22136,29.34022136
6/16/20,30267.74282,30.26774282
6/18/20,30205.63832,30.20563832
6/20/20,31335.03828,31.33503828
6/22/20,30758.47286,30.75847286
6/24/20,32016.04012,32.01604012
6/26/20,30650.18903,30.65018903
6/28/20,29781.51251,29.78151251
6/30/20,30745.42142,30.74542142
7/2/20,31501.15904,31.50115904
7/6/20,34999.28851,34.99928851
7/8/20,33808.76647,33.80876647
7/10/20,34739.99177,34.73999177
7/12/20,35682.87639,35.68287639
7/14/20,34424.21054,34.42421054
7/16/20,35792.87725,35.79287725
7/18/20,36081.88968,36.08188968
7/20/20,37560.71986,37.56071986
7/22/20,37889.02047,37.88902047
7/24/20,37909.38816,37.90938816
7/26/20,36285.84357,36.28584357
7/28/20,37184.94316,37.18494316
7/30/20,38016.88417,38.01688417
8/1/20,38616.3741,38.6163741
8/5/20,44935.68801,44.93568801
8/7/20,43424.75616,43.42475616
8/9/20,44380.61097,44.38061097
8/11/20,44244.73979,44.24473979
8/13/20,44993.62847,44.99362847
8/15/20,44013.59801,44.01359801
8/17/20,45602.15144,45.60215144
8/25/20,44661.94022,44.66194022
8/27/20,46173.06956,46.17306956
8/29/20,44677.64928,44.67764928
8/31/20,45818.5809,45.8185809
9/2/20,44681.41063,44.68141063
9/4/20,46670.32806,46.67032806
9/6/20,44691.6355,44.6916355
9/8/20,44625.35214,44.62535214
9/10/20,43477.45316,43.47745316
9/12/20,44190.97298,44.19097298
9/14/20,47473.83312,47.47383312
9/16/20,44867.50985,44.86750985
9/17/20,47462.00594,47.46200594
9/19/20,46066.55622,46.06655622
9/21/20,47555.14182,47.55514182
9/23/20,48320.07417,48.32007417
9/25/20,48247.17617,48.24717617
9/27/20,46803.96687,46.80396687
9/29/20,48605.48817,48.60548817
10/1/20,48121.63254,48.12163254
10/3/20,49044.17356,49.04417356
10/5/20,48072.87716,48.07287716
10/7/20,48281.2872,48.2812872
10/9/20,48689.78541,48.68978541
10/11/20,50015.83571,50.01583571
10/13/20,47741.4262,47.7414262
10/15/20,52193.76831,52.19376831
10/17/20,51351.19169,51.35119169
10/19/20,49231.14793,49.23114793
10/21/20,50536.19492,50.53619492
10/23/20,50214.32423,50.21432423
10/25/20,48881.32293,48.88132293
10/27/20,51779.75301,51.77975301
11/5/20,52103.21001,52.10321001
11/8/20,50908.75589,50.90875589
11/11/20,51775.34632,51.77534632
11/14/20,55423.99271,55.42399271
11/17/20,53073.24006,53.07324006
11/20/20,51448.43363,51.44843363
11/23/20,52578.80066,52.57880066
11/26/20,54005.54217,54.00554217
11/29/20,55099.39346,55.09939346
12/2/20,53929.14159,53.92914159
12/5/20,55505.22871,55.50522871
12/8/20,55682.4876,55.6824876
12/11/20,55423.87692,55.42387692
12/14/20,52825.74428,52.82574428
12/17/20,51683.23114,51.68323114
12/20/20,53443.95229,53.44395229
12/23/20,52777.94,52.77794
12/26/20,52284.57636,52.28457636
12/29/20,52489.98592,52.48998592
1/1/21,51371.17022,51.37117022
1/4/21,53816.48126,53.81648126
1/7/21,52290.01888,52.29001888
1/10/21,52048.98574,52.04898574
1/13/21,51598.81069,51.59881069
1/14/21,57226.38876,57.22638876
1/17/21,56570.41763,56.57041763
1/20/21,56351.6585,56.3516585
1/23/21,55045.0653,55.0450653
1/26/21,55550.83559,55.55083559
1/29/21,54804.77126,54.80477126
2/1/21,54889.66366,54.88966366
2/4/21,54558.34235,54.55834235
2/7/21,55406.11201,55.40611201
2/10/21,55453.05494,55.45305494
2/13/21,55558.20731,55.55820731
2/16/21,55662.40468,55.66240468
2/19/21,55612.67934,55.61267934
2/22/21,54164.75058,54.16475058
2/25/21,55233.42311,55.23342311
2/28/21,55103.44105,55.10344105
3/3/21,57932.57971,57.93257971
3/6/21,54614.06373,54.61406373
3/9/21,55192.66975,55.19266975
3/12/21,55194.91397,55.19491397
3/15/21,54637.02555,54.63702555
3/18/21,54974.7522,54.9747522
3/21/21,54383.81684,54.38381684
4/29/21,53323.56945,53.32356945
5/1/21,44080.02026,44.08002026
5/3/21,39477.59527,39.47759527
5/5/21,43408.98905,43.40898905
5/7/21,39860.13957,39.86013957
5/9/21,38627.08117,38.62708117
5/11/21,40674.17099,40.67417099
5/13/21,40697.98235,40.69798235
5/15/21,37532.38071,37.53238071
5/17/21,33900.30733,33.90030733
5/19/21,36415.60149,36.41560149
5/21/21,39359.42629,39.35942629
5/23/21,39381.24602,39.38124602
5/25/21,39172.48282,39.17248282
5/27/21,40507.86642,40.50786642
5/29/21,35938.91407,35.93891407
5/31/21,38132.18417,38.13218417
6/2/21,36053.6582,36.0536582
6/4/21,33805.27443,33.80527443
6/6/21,33906.87041,33.90687041
6/8/21,34355.98122,34.35598122
6/10/21,35336.99153,35.33699153
6/12/21,35697.23094,35.69723094
6/14/21,35977.13146,35.97713146
6/16/21,36246.31527,36.24631527
6/18/21,36158.27686,36.15827686
6/20/21,36485.76551,36.48576551
6/22/21,36312.60305,36.31260305
6/24/21,37166.16898,37.16616898
6/26/21,36090.29111,36.09029111
6/28/21,37207.78573,37.20778573
6/30/21,39090.29942,39.09029942
7/2/21,41390.76052,41.39076052
7/4/21,38417.27132,38.41727132
7/6/21,36299.29543,36.29929543
7/12/21,40723.5493,40.7235493
7/14/21,38742.86427,38.74286427
7/16/21,43275.01206,43.27501206
7/18/21,41995.83923,41.99583923
7/20/21,42263.8797,42.2638797
7/22/21,37124.91372,37.12491372
7/24/21,36400.22334,36.40022334
7/26/21,37242.32693,37.24232693
7/31/21,43935.94756,43.93594756
8/2/21,41240.2473,41.2402473
8/4/21,40662.49643,40.66249643
8/6/21,43889.16743,43.88916743
8/8/21,43856.92275,43.85692275
8/10/21,46147.30686,46.14730686
8/12/21,46247.06882,46.24706882
8/14/21,47159.84725,47.15984725
8/16/21,46898.09369,46.89809369
8/18/21,47335.91041,47.33591041
8/20/21,43862.32227,43.86232227
8/22/21,46496.97155,46.49697155
8/25/21,50701.3016,50.7013016
8/27/21,51225.16151,51.22516151
8/29/21,52248.28362,52.24828362
8/31/21,50447.07435,50.44707435
9/2/21,48986.66125,48.98666125
9/4/21,52109.23578,52.10923578
9/6/21,51899.68627,51.89968627
9/8/21,51648.64861,51.64864861
9/10/21,51516.29853,51.51629853
9/14/21,52529.35894,52.52935894
9/16/21,51552.96461,51.55296461
9/18/21,51335.8186,51.3358186
9/20/21,49850.72491,49.85072491
9/22/21,54328.13637,54.32813637
9/24/21,54199.69035,54.19969035
9/26/21,54552.68229,54.55268229
9/28/21,53117.79451,53.11779451
9/30/21,52430.30346,52.43030346
10/2/21,51866.31791,51.86631791
10/4/21,51626.68816,51.62668816
10/6/21,49856.80523,49.85680523
10/8/21,50675.46405,50.67546405
10/10/21,49349.99855,49.34999855
10/12/21,50217.74033,50.21774033
10/14/21,50054.71072,50.05471072
10/20/21,53305.3257,53.3053257
