date,calcium,
5/27/15,42659.88825,42.65988825
5/28/15,39201.77843,39.20177843
5/29/15,38154.49131,38.15449131
5/30/15,38273.14986,38.27314986
5/31/15,37227.28248,37.22728248
6/1/15,32803.99102,32.80399102
6/2/15,31310.15775,31.31015775
6/3/15,30746.45614,30.74645614
6/4/15,29927.21676,29.92721676
6/5/15,29849.41487,29.84941487
6/6/15,30898.80097,30.89880097
6/7/15,31471.73008,31.47173008
6/8/15,30697.56987,30.69756987
6/9/15,30240.49164,30.24049164
6/10/15,28672.06965,28.67206965
6/11/15,26076.9182,26.0769182
6/12/15,27780.14876,27.78014876
6/13/15,28516.00507,28.51600507
6/14/15,31783.31713,31.78331713
6/15/15,31051.51074,31.05151074
6/16/15,30508.31903,30.50831903
6/17/15,28639.17346,28.63917346
6/18/15,29335.95114,29.33595114
6/19/15,30248.81962,30.24881962
6/20/15,29904.52137,29.90452137
6/21/15,30419.30537,30.41930537
6/22/15,30177.4435,30.1774435
6/23/15,31109.13912,31.10913912
6/24/15,30474.33311,30.47433311
6/25/15,31267.19518,31.26719518
6/26/15,31316.12649,31.31612649
6/27/15,30948.48225,30.94848225
6/28/15,31226.11357,31.22611357
6/29/15,30806.83747,30.80683747
6/30/15,31358.13799,31.35813799
7/1/15,31063.48879,31.06348879
7/2/15,31904.24874,31.90424874
7/3/15,32011.51192,32.01151192
7/4/15,31480.41096,31.48041096
7/5/15,31861.22623,31.86122623
7/6/15,32321.20405,32.32120405
7/7/15,32359.24544,32.35924544
7/8/15,31403.17257,31.40317257
7/9/15,31348.73519,31.34873519
7/10/15,31407.71821,31.40771821
7/11/15,33454.6713,33.4546713
7/12/15,33785.26707,33.78526707
7/13/15,33564.36433,33.56436433
7/14/15,34992.64752,34.99264752
7/15/15,33906.10009,33.90610009
7/16/15,35094.43049,35.09443049
7/17/15,35907.11216,35.90711216
7/18/15,36294.04626,36.29404626
7/19/15,36138.4732,36.1384732
7/20/15,37402.79782,37.40279782
7/21/15,35694.6988,35.6946988
7/22/15,35729.02216,35.72902216
7/23/15,36419.09452,36.41909452
7/24/15,36132.34643,36.13234643
7/25/15,35217.66309,35.21766309
7/26/15,36704.4435,36.7044435
7/27/15,37734.13187,37.73413187
7/28/15,37678.87562,37.67887562
7/29/15,38906.32352,38.90632352
7/30/15,38884.9211,38.8849211
7/31/15,39860.14913,39.86014913
8/1/15,41539.57765,41.53957765
8/2/15,42333.86636,42.33386636
8/3/15,38858.48684,38.85848684
8/4/15,40318.65756,40.31865756
8/5/15,41445.38188,41.44538188
8/6/15,42865.65652,42.86565652
8/7/15,40848.5792,40.8485792
8/8/15,40482.64416,40.48264416
8/9/15,41834.05907,41.83405907
8/10/15,41536.6789,41.5366789
8/11/15,42059.04079,42.05904079
8/12/15,41577.1069,41.5771069
8/13/15,42120.78984,42.12078984
8/14/15,42633.99089,42.63399089
8/15/15,43219.45666,43.21945666
8/16/15,43430.63935,43.43063935
8/17/15,43785.92071,43.78592071
8/18/15,42853.27408,42.85327408
8/19/15,43830.74184,43.83074184
8/20/15,43568.31654,43.56831654
8/21/15,44713.42399,44.71342399
8/22/15,45080.10147,45.08010147
8/23/15,45674.58514,45.67458514
8/24/15,45884.81629,45.88481629
8/25/15,48175.23288,48.17523288
8/25/15,44472.5726,44.4725726
8/26/15,44294.65406,44.29465406
8/26/15,43638.05878,43.63805878
8/27/15,45155.18775,45.15518775
8/27/15,40145.68362,40.14568362
8/28/15,37920.07308,37.92007308
8/28/15,40550.24436,40.55024436
8/29/15,41007.68309,41.00768309
8/29/15,42032.17901,42.03217901
8/30/15,42399.12721,42.39912721
8/30/15,43356.23878,43.35623878
8/31/15,47814.29475,47.81429475
8/31/15,47970.20756,47.97020756
9/1/15,43792.1202,43.7921202
9/1/15,44179.74898,44.17974898
9/2/15,43979.64498,43.97964498
9/2/15,43983.77483,43.98377483
9/3/15,44355.05145,44.35505145
9/3/15,44157.49316,44.15749316
9/4/15,42994.95794,42.99495794
9/4/15,43384.72147,43.38472147
9/5/15,41221.96542,41.22196542
9/5/15,45396.30192,45.39630192
9/6/15,40049.93832,40.04993832
9/7/15,39606.66377,39.60666377
9/7/15,41268.5622,41.2685622
9/8/15,40125.30934,40.12530934
9/8/15,40838.59663,40.83859663
9/9/15,43671.05435,43.67105435
9/9/15,42269.7502,42.2697502
9/10/15,42676.64238,42.67664238
9/10/15,45661.67297,45.66167297
9/11/15,44640.67947,44.64067947
9/11/15,43468.65614,43.46865614
9/12/15,45297.70136,45.29770136
9/12/15,43765.09153,43.76509153
9/13/15,44335.9378,44.3359378
9/13/15,44883.92753,44.88392753
9/14/15,47794.46668,47.79446668
9/14/15,46825.88287,46.82588287
9/15/15,45529.63669,45.52963669
9/15/15,42684.74522,42.68474522
9/16/15,40930.81179,40.93081179
9/16/15,42734.9051,42.7349051
9/17/15,45016.60871,45.01660871
9/17/15,44403.90654,44.40390654
9/18/15,44126.17162,44.12617162
9/18/15,43612.42614,43.61242614
9/19/15,44570.30963,44.57030963
9/20/15,45577.39313,45.57739313
9/21/15,46093.91215,46.09391215
9/22/15,47018.98072,47.01898072
9/23/15,48328.63249,48.32863249
9/24/15,48957.47511,48.95747511
9/25/15,48667.15884,48.66715884
9/26/15,49587.87473,49.58787473
9/27/15,50007.99166,50.00799166
9/28/15,53085.83279,53.08583279
9/29/15,50804.34536,50.80434536
9/30/15,50936.50609,50.93650609
10/1/15,50411.36717,50.41136717
10/2/15,52100.45653,52.10045653
10/3/15,50312.72503,50.31272503
10/4/15,50640.37144,50.64037144
10/5/15,50766.82029,50.76682029
10/6/15,47452.86258,47.45286258
10/7/15,47430.62778,47.43062778
10/8/15,47483.28308,47.48328308
10/9/15,47680.18435,47.68018435
10/10/15,48108.74577,48.10874577
10/11/15,49228.59235,49.22859235
10/12/15,46320.86739,46.32086739
10/13/15,45841.09571,45.84109571
10/14/15,50298.19413,50.29819413
10/15/15,49522.46325,49.52246325
10/16/15,48102.38182,48.10238182
10/17/15,51070.23807,51.07023807
10/18/15,50585.30194,50.58530194
10/19/15,50022.96208,50.02296208
10/20/15,49601.38979,49.60138979
10/21/15,52502.82342,52.50282342
10/22/15,47427.97638,47.42797638
10/23/15,52809.6594,52.8096594
10/24/15,53498.43503,53.49843503
10/25/15,49760.29242,49.76029242
10/26/15,51921.97052,51.92197052
10/27/15,50252.08482,50.25208482
10/28/15,50269.29254,50.26929254
10/29/15,53780.54984,53.78054984
10/30/15,49735.64577,49.73564577
10/31/15,50562.80683,50.56280683
11/1/15,52732.37446,52.73237446
11/2/15,49603.02885,49.60302885
11/3/15,51367.14093,51.36714093
11/4/15,50973.61308,50.97361308
11/5/15,44537.23747,44.53723747
11/6/15,44766.82827,44.76682827
11/8/15,49372.51355,49.37251355
11/9/15,48283.95753,48.28395753
11/10/15,48337.81038,48.33781038
11/11/15,46546.0356,46.5460356
11/12/15,50048.04997,50.04804997
11/13/15,49178.41906,49.17841906
11/14/15,49181.40821,49.18140821
11/15/15,48781.88857,48.78188857
11/16/15,48058.76889,48.05876889
11/17/15,47276.6989,47.2766989
11/18/15,45940.26449,45.94026449
11/19/15,46127.08276,46.12708276
11/20/15,45604.73842,45.60473842
11/21/15,47862.54987,47.86254987
11/22/15,49244.58869,49.24458869
11/23/15,48395.6593,48.3956593
11/24/15,48063.30279,48.06330279
11/25/15,47541.90939,47.54190939
11/26/15,46517.81233,46.51781233
11/27/15,46031.71934,46.03171934
11/28/15,46107.49039,46.10749039
11/29/15,51391.43726,51.39143726
11/30/15,53396.98217,53.39698217
12/1/15,51631.33386,51.63133386
12/2/15,53821.16964,53.82116964
12/3/15,53567.23092,53.56723092
12/4/15,53766.9077,53.7669077
12/5/15,50753.28287,50.75328287
12/6/15,52809.99329,52.80999329
12/7/15,51824.98473,51.82498473
12/8/15,53059.20504,53.05920504
12/9/15,51012.60124,51.01260124
12/10/15,51259.01225,51.25901225
12/11/15,52689.19522,52.68919522
12/12/15,50890.98391,50.89098391
12/13/15,53655.6673,53.6556673
12/14/15,53409.84658,53.40984658
12/15/15,52410.42136,52.41042136
12/16/15,53878.73546,53.87873546
12/17/15,53196.37506,53.19637506
12/18/15,53998.41293,53.99841293
12/19/15,53322.64321,53.32264321
12/20/15,52632.25246,52.63225246
12/21/15,52388.21248,52.38821248
12/22/15,50161.34857,50.16134857
12/23/15,50005.81589,50.00581589
12/24/15,49847.41802,49.84741802
12/25/15,50587.34958,50.58734958
12/26/15,50625.64773,50.62564773
12/27/15,50118.56817,50.11856817
12/28/15,51085.26751,51.08526751
12/29/15,50933.08112,50.93308112
12/30/15,51326.17305,51.32617305
12/31/15,51063.58685,51.06358685
1/1/16,51547.89369,51.54789369
1/2/16,51394.96197,51.39496197
1/3/16,51371.29254,51.37129254
1/4/16,50765.37885,50.76537885
1/5/16,51020.94964,51.02094964
1/6/16,50740.97943,50.74097943
1/7/16,51026.87543,51.02687543
1/8/16,52369.76251,52.36976251
1/9/16,52028.56156,52.02856156
1/10/16,52908.84225,52.90884225
1/11/16,54228.81804,54.22881804
1/12/16,53894.01815,53.89401815
1/13/16,51542.04959,51.54204959
1/14/16,53432.61987,53.43261987
1/15/16,52595.43659,52.59543659
1/16/16,51666.4871,51.6664871
1/17/16,51803.01539,51.80301539
1/18/16,51476.64706,51.47664706
1/19/16,51020.64509,51.02064509
1/20/16,52116.08719,52.11608719
1/21/16,51701.90898,51.70190898
1/22/16,51951.55268,51.95155268
1/23/16,53445.68707,53.44568707
1/24/16,53088.36864,53.08836864
1/25/16,52576.50754,52.57650754
1/26/16,53365.77667,53.36577667
1/27/16,53998.51564,53.99851564
1/28/16,53085.76173,53.08576173
1/29/16,52270.51972,52.27051972
1/30/16,52477.5322,52.4775322
1/31/16,52133.20178,52.13320178
2/1/16,52850.03311,52.85003311
2/2/16,52131.5707,52.1315707
2/3/16,52931.00412,52.93100412
2/4/16,53226.16531,53.22616531
2/5/16,52721.69501,52.72169501
2/6/16,52741.35816,52.74135816
2/7/16,52734.13368,52.73413368
2/11/16,52224.31137,52.22431137
2/12/16,51146.09552,51.14609552
2/13/16,50145.83868,50.14583868
2/14/16,50493.8579,50.4938579
2/15/16,49576.6141,49.5766141
2/16/16,50047.60568,50.04760568
2/17/16,49878.62163,49.87862163
2/18/16,50732.92839,50.73292839
2/19/16,50472.0348,50.4720348
2/20/16,50097.99339,50.09799339
2/21/16,51146.80173,51.14680173
2/22/16,51578.95743,51.57895743
2/23/16,49747.01176,49.74701176
2/24/16,53676.63758,53.67663758
2/25/16,52659.51237,52.65951237
2/26/16,51918.63665,51.91863665
2/27/16,53127.24716,53.12724716
2/28/16,51388.54572,51.38854572
2/29/16,52043.50475,52.04350475
3/1/16,53753.11095,53.75311095
3/2/16,50608.25946,50.60825946
3/3/16,53890.59654,53.89059654
3/4/16,55663.29911,55.66329911
3/5/16,51299.20157,51.29920157
3/6/16,49984.68153,49.98468153
3/7/16,51689.3056,51.6893056
3/8/16,51323.86648,51.32386648
3/9/16,51833.98426,51.83398426
3/10/16,51639.39597,51.63939597
3/11/16,50881.7032,50.8817032
3/12/16,49370.80194,49.37080194
3/13/16,49630.82194,49.63082194
3/14/16,48877.83305,48.87783305
3/15/16,51016.1181,51.0161181
3/16/16,50651.72083,50.65172083
3/17/16,50125.70026,50.12570026
3/18/16,50469.04535,50.46904535
3/19/16,52487.03815,52.48703815
3/20/16,52986.19343,52.98619343
3/21/16,51725.03755,51.72503755
3/22/16,50374.08199,50.37408199
3/23/16,50402.54546,50.40254546
3/24/16,52415.24291,52.41524291
3/25/16,51611.39278,51.61139278
3/26/16,53902.58395,53.90258395
3/27/16,55530.51951,55.53051951
3/28/16,52683.9526,52.6839526
3/29/16,49380.81088,49.38081088
3/30/16,51288.8153,51.2888153
3/31/16,53781.59599,53.78159599
4/1/16,53351.09549,53.35109549
4/2/16,55002.07731,55.00207731
4/3/16,53219.47871,53.21947871
4/4/16,50175.19072,50.17519072
4/5/16,50093.27823,50.09327823
4/6/16,51689.09372,51.68909372
4/7/16,48306.8404,48.3068404
4/8/16,49224.89642,49.22489642
4/9/16,45905.37684,45.90537684
4/10/16,47389.43081,47.38943081
4/11/16,47840.7312,47.8407312
4/12/16,47134.14794,47.13414794
4/13/16,45720.4647,45.7204647
4/14/16,43185.0957,43.1850957
4/15/16,43718.00206,43.71800206
4/16/16,44348.69877,44.34869877
4/17/16,45919.63521,45.91963521
4/18/16,46359.94975,46.35994975
4/19/16,47408.58209,47.40858209
4/20/16,45281.51624,45.28151624
4/21/16,46984.03814,46.98403814
4/22/16,46967.46979,46.96746979
4/23/16,47207.04867,47.20704867
4/24/16,46686.37201,46.68637201
4/25/16,47668.51232,47.66851232
4/26/16,45444.00028,45.44400028
4/27/16,46406.12219,46.40612219
4/28/16,45445.83143,45.44583143
4/29/16,45604.16675,45.60416675
4/30/16,46347.76015,46.34776015
5/1/16,48433.44319,48.43344319
5/2/16,45377.36692,45.37736692
5/3/16,46791.01519,46.79101519
5/4/16,46575.79915,46.57579915
5/5/16,39371.67872,39.37167872
5/6/16,38146.00449,38.14600449
5/7/16,39385.10752,39.38510752
5/8/16,40438.37781,40.43837781
5/9/16,39949.12864,39.94912864
5/10/16,40001.62568,40.00162568
5/11/16,39459.22229,39.45922229
5/12/16,41665.24327,41.66524327
5/13/16,40231.72402,40.23172402
5/14/16,34004.62388,34.00462388
5/15/16,34242.65908,34.24265908
5/16/16,35407.95808,35.40795808
5/17/16,38161.6356,38.1616356
5/18/16,38825.76245,38.82576245
5/19/16,37870.22611,37.87022611
5/20/16,30559.42242,30.55942242
5/21/16,34126.45199,34.12645199
5/22/16,32469.76061,32.46976061
5/23/16,32398.49501,32.39849501
5/24/16,33249.20622,33.24920622
5/25/16,32540.86393,32.54086393
5/26/16,32264.0454,32.2640454
5/27/16,34338.9991,34.3389991
5/28/16,35273.59582,35.27359582
5/29/16,34851.53714,34.85153714
5/30/16,33001.5171,33.0015171
5/31/16,30860.21741,30.86021741
6/1/16,29861.98574,29.86198574
6/2/16,29050.33182,29.05033182
6/3/16,28454.30299,28.45430299
6/4/16,28501.53149,28.50153149
6/5/16,27371.93211,27.37193211
6/6/16,26519.47704,26.51947704
6/8/16,25540.14465,25.54014465
6/9/16,25608.71389,25.60871389
6/10/16,26478.65105,26.47865105
6/11/16,26973.42703,26.97342703
6/12/16,27053.27225,27.05327225
6/13/16,28215.63146,28.21563146
6/14/16,29851.94892,29.85194892
6/15/16,29814.4958,29.8144958
6/16/16,29542.14207,29.54214207
6/17/16,29548.00755,29.54800755
6/18/16,26821.00495,26.82100495
6/19/16,27613.85699,27.61385699
6/20/16,27344.46917,27.34446917
6/21/16,26785.29638,26.78529638
6/22/16,27339.95335,27.33995335
6/23/16,28718.28192,28.71828192
6/24/16,28837.00116,28.83700116
6/25/16,29569.5376,29.5695376
6/26/16,29790.53408,29.79053408
6/27/16,30123.03496,30.12303496
6/28/16,30465.79875,30.46579875
6/29/16,31002.68796,31.00268796
7/13/16,35918.64691,35.91864691
7/14/16,36390.98305,36.39098305
7/15/16,36003.43678,36.00343678
7/16/16,38234.77133,38.23477133
7/18/16,37350.6347,37.3506347
7/20/16,38402.37031,38.40237031
7/21/16,38667.14413,38.66714413
7/22/16,38922.86303,38.92286303
7/23/16,36418.60524,36.41860524
7/24/16,39182.22915,39.18222915
7/25/16,40394.12808,40.39412808
7/26/16,41585.59343,41.58559343
7/27/16,42508.58157,42.50858157
7/28/16,43057.75358,43.05775358
7/29/16,42904.71172,42.90471172
7/30/16,43671.26193,43.67126193
7/31/16,43770.85903,43.77085903
8/1/16,43330.28739,43.33028739
8/2/16,43580.05084,43.58005084
8/3/16,43799.14722,43.79914722
8/4/16,42167.93577,42.16793577
8/5/16,36229.62609,36.22962609
8/6/16,37300.74195,37.30074195
8/7/16,39213.02261,39.21302261
8/8/16,39921.04082,39.92104082
8/9/16,41147.94962,41.14794962
8/10/16,40979.03828,40.97903828
8/11/16,40822.21207,40.82221207
8/12/16,46691.02811,46.69102811
8/26/16,45154.39185,45.15439185
8/27/16,45780.71324,45.78071324
8/28/16,45512.41763,45.51241763
8/29/16,42493.41032,42.49341032
8/30/16,40920.7334,40.9207334
8/31/16,42798.98877,42.79898877
9/1/16,43996.63369,43.99663369
9/2/16,44708.13575,44.70813575
9/3/16,42436.12683,42.43612683
9/4/16,41758.65721,41.75865721
9/5/16,42986.25921,42.98625921
9/6/16,44239.22386,44.23922386
9/7/16,44616.72826,44.61672826
9/8/16,45663.37883,45.66337883
9/9/16,45865.12216,45.86512216
9/10/16,45984.06878,45.98406878
9/11/16,46419.7504,46.4197504
9/12/16,46728.89458,46.72889458
9/13/16,46766.46047,46.76646047
9/14/16,46490.56403,46.49056403
9/15/16,45778.03198,45.77803198
9/15/16,48621.79779,48.62179779
9/16/16,50552.6357,50.5526357
9/17/16,49404.21158,49.40421158
9/18/16,49332.68389,49.33268389
9/19/16,47934.65666,47.93465666
9/20/16,47614.53786,47.61453786
9/21/16,47572.95751,47.57295751
9/22/16,47239.03973,47.23903973
9/23/16,46686.89262,46.68689262
9/24/16,47588.82907,47.58882907
9/25/16,47681.80377,47.68180377
9/26/16,47887.21929,47.88721929
9/27/16,48118.0451,48.1180451
9/28/16,48304.99248,48.30499248
9/29/16,48002.11089,48.00211089
9/30/16,48294.99291,48.29499291
10/1/16,49481.18871,49.48118871
10/2/16,48473.35171,48.47335171
10/3/16,48524.21629,48.52421629
10/4/16,48426.78719,48.42678719
10/5/16,46824.85547,46.82485547
10/6/16,48986.99435,48.98699435
10/7/16,49278.00584,49.27800584
10/8/16,49688.64082,49.68864082
10/13/16,49177.19464,49.17719464
10/14/16,49053.97752,49.05397752
10/15/16,49254.42076,49.25442076
10/16/16,48878.48956,48.87848956
10/17/16,49391.27488,49.39127488
10/18/16,49144.67339,49.14467339
10/19/16,49744.50312,49.74450312
10/20/16,49532.69927,49.53269927
10/21/16,49592.56753,49.59256753
10/22/16,49465.71031,49.46571031
10/23/16,49337.13568,49.33713568
10/24/16,49382.8103,49.3828103
10/25/16,49437.11376,49.43711376
10/26/16,49108.56974,49.10856974
10/27/16,49643.02474,49.64302474
10/28/16,49752.26131,49.75226131
10/29/16,48990.02486,48.99002486
10/30/16,49299.99865,49.29999865
11/1/16,49596.64968,49.59664968
11/4/16,51821.83138,51.82183138
11/7/16,50571.75234,50.57175234
11/10/16,51154.37835,51.15437835
11/13/16,53032.32366,53.03232366
11/16/16,54426.34544,54.42634544
11/19/16,52937.71715,52.93771715
11/22/16,52231.27413,52.23127413
11/25/16,57358.03968,57.35803968
11/28/16,55466.67215,55.46667215
12/1/16,56295.03214,56.29503214
12/4/16,55178.60208,55.17860208
12/7/16,53410.28564,53.41028564
12/10/16,52785.97264,52.78597264
