date,zinc
YYYY-MM-DD,ppb
2014-05-02,29.859863
2014-05-04,29.673126
2014-05-07,30.940292
2014-05-10,31.345371
2014-05-13,36.414921
2014-05-16,28.079149
2014-05-19,30.580331
2014-05-22,32.471519
2014-05-25,56.302353
2014-05-28,25.456395
2014-05-31,31.80041
2014-06-03,27.902447
2014-06-06,29.589858
2014-06-09,22.262483
2014-06-12,27.746653
2014-06-15,36.420587
2014-06-18,30.722185
2014-06-21,39.578644
2014-06-24,31.470526
2014-06-27,25.81887
2014-06-30,30.796355
2014-07-03,34.576179
2014-07-06,26.23726
2014-07-09,22.617057
2014-07-12,32.405149
2014-07-15,30.033411
2014-07-18,24.194262
2014-07-21,23.971349
2014-07-24,29.745186
2014-07-27,37.581732
2014-07-30,32.231993
2014-08-02,25.987649
2014-08-05,37.097046
2014-08-08,37.978243
2014-08-11,31.84674
2014-08-14,32.515287
2014-08-17,29.598482
2014-08-20,30.647405
2014-08-23,55.259659
2014-08-26,51.767622585748285
2014-08-29,40.89521561327175
2014-09-01,42.15575543558378
2014-09-04,37.121221334520904
2014-09-07,58.26343385798365
2014-09-10,42.164682926006776
2014-09-13,45.403803561529095
2014-09-16,39.632402893522524
2014-09-19,41.8289566033598
2014-09-22,48.79960029242793
2014-09-25,62.53493561454597
2014-09-28,42.76385349539133
2014-10-01,33.203434713484704
2014-10-04,36.671324612821785
2014-10-07,32.41561998388496
2014-10-09,39.73308763788941
2014-10-10,40.36448364618961
2014-10-13,38.1433367092003
2014-10-16,34.712320866727815
2014-10-19,40.78793553884788
2014-10-22,32.07986229143508
2014-10-23,34.93386636310885
2014-10-24,29.65888058132479
2014-10-25,33.71527228007491
2014-10-26,29.385204933381683
2014-10-27,36.558666802236765
2014-10-28,64.9620249879947
2014-10-29,61.213685916438905
2014-10-30,75.58385923715876
2014-10-31,65.97105814994332
2014-11-01,89.77708599985417
2014-11-02,46.5640054887305
2014-11-03,45.94991525720559
2014-11-04,40.63604153553911
2014-11-05,27.370581644078463
2014-11-06,33.15734301934435
2014-11-07,53.8082414282269
2014-11-08,48.69812445959894
2014-11-09,37.762067026388785
2014-11-10,46.68553054287936
2014-11-11,46.887639005449365
2014-11-12,29.575512229615946
2014-11-13,49.69654184624076
2014-11-14,46.20765341119756
2014-11-15,65.6209544194756
2014-11-16,45.90808155251263
2014-11-17,32.27658043899034
2014-11-18,42.63065329112027
2014-11-19,39.435666662118024
2014-11-20,97.44967722250001
2014-11-21,32.03752746
2014-11-22,51.1987335029
2014-11-23,35.96071808159999
2014-11-24,43.556060116
2014-11-25,45.6049483162
2014-11-26,146.619563112
2014-11-27,42.5579361092
2014-11-28,54.3662695092
2014-11-29,49.719254942499994
2014-11-30,266.5601944008
2014-12-01,50.6349623144
2014-12-02,38.0696793684
2014-12-03,35.962150748599996
2014-12-04,41.357892476299995
2014-12-05,61.9260150872
2014-12-06,594.1283581058001
2014-12-07,68.546588515
2014-12-08,100.22227831800001
2014-12-09,30.889130776000002
2014-12-10,44.507794887
2014-12-11,48.7123915509
2014-12-12,39.556567468800004
2014-12-13,44.284998420899996
2014-12-14,58.4013706335
2014-12-15,45.153083499299996
2014-12-16,42.2700874575
2014-12-17,175.23690072990001
2014-12-18,169.76981188879998
2014-12-19,35.098325215399996
2014-12-20,49.1608530184
2014-12-21,42.879872323200004
2014-12-22,63.746589511
2014-12-23,31.9164504704
2014-12-24,190.8037379079
2014-12-25,37.232272200800004
2014-12-26,32.225620252000006
2014-12-27,35.9004798956
2014-12-28,55.0072504765
2014-12-29,46.424301572999994
2014-12-30,116.2920308627
2014-12-31,150.1965994705
2015-01-01,70.7756025312
2015-01-02,39.2380077872
2015-01-03,52.9333124
2015-01-04,52.590755891
2015-01-06,52.1378297609
2015-01-08,48.028948736400004
2015-01-10,40.730205522700004
2015-01-12,48.4842266226
2015-01-14,1772.4627919856
2015-01-16,42.9385288712
2015-01-18,36.747088155200004
2015-01-20,42.281022620799995
2015-01-22,48.552676506500006
2015-01-24,35.753820486600006
2015-01-26,41.8856562458
2015-01-28,47.64379666199999
2015-01-30,52.1896892922
2015-02-01,37.288625152
2015-02-03,45.0888729681
2015-02-05,35.967073054400004
2015-02-07,40.789038037400005
2015-02-09,48.4436250774
2015-02-11,59.882349534
2015-02-13,41.8845414858
2015-02-15,52.0931724549
2015-02-16,166.8679287603
2015-02-17,207.1707799342
2015-02-18,44.7862235765
2015-02-19,134.54569733399998
2015-02-20,59.7168336312
2015-02-21,30.256630951900004
2015-02-22,58.2946084204
2015-02-23,46.33585513599999
2015-02-24,38.1401790404
2015-02-25,98.2324915632
2015-02-26,757.4158181304001
2015-02-27,34.47010202999999
2015-02-28,64.93011014679999
2015-03-01,52.946069247
2015-03-02,35.5175523299
2015-03-03,111.24298304
2015-03-04,38.410906870000005
2015-03-05,40.9507504469
2015-03-06,47.923659241200006
2015-03-07,41.605645354
2015-03-08,41.675692702800006
2015-03-09,528.6851227293001
2015-03-10,34.8932036351
2015-03-11,46.820723217
2015-03-13,93.73963522649998
2015-03-16,170.10704344680002
2015-03-17,35.15208240119999
2015-03-18,122.45096660700001
2015-03-19,36.594902493599996
2015-03-20,190.8058819638
2015-03-21,41.533811766
2015-03-22,47.812332552899996
2015-03-23,127.126791894
2015-03-24,50.1960413181
2015-03-25,53.606932447999995
2015-03-26,43.911486372
2015-03-27,190.6571451388
2015-03-28,36.739594062500004
2015-03-29,59.014396359200006
2015-03-30,1535.1523871196
2015-03-31,50.118334436999994
2015-04-01,42.5992145075
2015-04-02,38.3681535584
2015-04-03,49.987445726400004
2015-04-04,283.5834379136
2015-04-05,60.120026855
2015-04-06,64.5662290332
2015-04-07,44.1091783616
2015-04-08,40.03272132
2015-04-09,54.6456215778
2015-04-10,39.884328120000006
2015-04-11,283.59674200690006
2015-04-12,46.8357470286
2015-04-13,51.853762534199994
2015-04-14,42.980450059
2015-04-15,53.3253430568
2015-04-16,48.804418330400004
2015-04-17,55.9061192052
2015-04-18,34.96320406932019
2015-04-19,36.72984630989014
2015-04-20,51.894570184472244
2015-04-21,366.8367585687867
2015-04-22,45.63326037186332
2015-04-23,60.53381332179307
2015-04-24,78.84867025875039
2015-04-25,53.41141768884422
2015-04-26,61.252475688144834
2015-04-27,43.782281490015535
2015-04-28,72.70570105840001
2015-04-29,41.3437653207
2015-05-01,231.8804950504
2015-05-02,59.895882816
2015-05-03,54.04593482309999
2015-05-04,72.89009314229999
2015-05-05,92.53701928080001
2015-05-06,65.42376129959999
2015-05-07,134.8690813368
2015-05-08,4183.0507230816
2015-05-09,57.71142587280001
2015-05-10,378.4407160995
2015-05-11,55.314331785
2015-05-12,78.5645837496
2015-05-13,125.7726308976
2015-05-14,74.0382369954
2015-05-15,181.1755592685
2015-05-16,64.9108957328
2015-05-17,39.3976329776
2015-05-18,80.1312275604
2015-05-19,154.4387339109
2015-05-20,417.5302803196
2015-05-21,36.3433696011
2015-05-22,39.3420872208
2015-05-23,39.5720333064
2015-05-24,39.6413655196
2015-05-25,181.4245117612
2015-05-26,40.4652646552
2015-05-27,82.58203771260001
2015-05-28,38.5475601459
2015-05-29,138.56103164200002
2015-05-30,84.687362669
2015-05-31,289.47349749870006
2015-06-01,46.221471874858445
2015-06-02,53.19354537850934
2015-06-03,60.87532301601452
2015-06-04,33.69506965256208
2015-06-05,52.286637321863786
2015-06-06,555.3007571418761
2015-06-07,205.2469133904546
2015-06-08,50.2511264428914
2015-06-09,121.1632248308371
2015-06-10,688.8299246986408
2015-06-11,37.49470301772723
2015-06-12,171.96447217112842
2015-06-13,116.11098017755626
2015-06-14,176.6112116472
2015-06-15,103.2472473175
2015-06-16,104.2161196203
2015-06-17,66.12272757240001
2015-06-18,45.2074751856
2015-06-19,70.3109496474
2015-06-20,35.4995157335
2015-06-21,2080.743713347
2015-06-22,4868.129367599199
2015-06-23,38.6369248725
2015-06-24,34.4208549744
2015-06-25,65.6270028113
2015-06-26,61.897290106999996
2015-06-27,103.5739504085
2015-06-28,38.07816787520001
2015-06-29,40.469145977
2015-06-30,103.39875310500001
2015-07-01,44.5146280314
2015-07-02,52.500327704
2015-07-03,412.5391386645
2015-07-04,46.0116002808
2015-07-05,44.700452479800006
2015-07-06,72.49181630550001
2015-07-07,64.63289482200001
2015-07-08,39.39946
2015-07-09,43.04882
2015-07-10,42.756910000000005
2015-07-11,36.40904
2015-07-12,34.96893
2015-07-13,33.65899
2015-07-14,36.61029
2015-07-15,38.02867
2015-07-16,40.42485
2015-07-17,44.91408
2015-07-18,42.76876
2015-07-19,34.00467
2015-07-20,47.192980000000006
2015-07-21,53.920500000000004
2015-07-22,44.553149999999995
2015-07-23,41.86768
2015-07-24,35.1661
2015-07-25,53.09113
2015-07-26,41.64216
2015-07-27,33.29825
2015-07-28,38.12542
2015-07-29,48.18326
2015-07-30,40.82454
2015-07-31,38.40177
2015-08-01,36.52778
2015-08-02,42.5446
2015-08-03,53.19435
2015-08-04,37.34155
2015-08-05,46.112320000000004
2015-08-06,61.50717
2015-08-07,35.98835
2015-08-08,43.55224
2015-08-09,42.570899999999995
2015-08-10,41.123599999999996
2015-08-11,45.31589
2015-08-12,40.73244
2015-08-13,36.74929
2015-08-14,43.397980000000004
2015-08-15,46.494569999999996
2015-08-16,37.883539999999996
2015-08-17,56.90337
2015-08-18,33.55809
2015-08-19,38.58023
2015-08-20,47.64274999999999
2015-08-21,35.35398
2015-08-22,71.71026
2015-08-23,53.00231
2015-08-24,34.87151
2015-08-25,43.809129999999996
2015-08-25,36.02801
2015-08-26,41.763490000000004
2015-08-26,44.51351
2015-08-27,41.737010000000005
2015-08-27,41.32141
2015-08-28,48.85967
2015-08-28,2604.73498
2015-08-29,47.717710000000004
2015-08-29,42.16301
2015-08-30,47.63078
2015-08-30,46.22446
2015-08-31,48.56663
2015-08-31,41.93602
2015-09-01,41.36797
2015-09-01,38.05939
2015-09-02,44.29624
2015-09-02,42.89182
2015-09-03,47.82459
2015-09-03,53.71091
2015-09-04,47.545739999999995
2015-09-04,58.29511
2015-09-05,50.518330000000006
2015-09-05,52.34719
2015-09-06,45.832620000000006
2015-09-07,41.10922000000001
2015-09-07,1345.81717
2015-09-08,51.063669999999995
2015-09-08,38.80188
2015-09-09,5055.7396
2015-09-09,40.69634
2015-09-10,42.56144
2015-09-10,63.057990000000004
2015-09-11,173.76457
2015-09-11,37.38544
2015-09-12,3372.9648500000003
2015-09-12,51.72664
2015-09-13,48.38274
2015-09-13,42.84606
2015-09-14,44.60994
2015-09-14,75.46838
2015-09-15,45.78917
2015-09-15,46.75468000000001
2015-09-16,41.82243
