date,silver
YYYY-MM-DD,ppb
2015-07-08,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-07-17,0.0
2015-07-18,0.0
2015-07-19,0.01367
2015-07-20,0.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.07715
2015-08-07,0.0
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-26,0.0
2015-08-27,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-28,0.0
2015-08-29,0.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-30,0.0
2015-08-31,0.0
2015-08-31,0.0
2015-09-01,0.0
2015-09-01,0.0
2015-09-02,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-04,0.0
2015-09-05,0.0
2015-09-05,0.0
2015-09-06,0.11414
2015-09-07,0.09192
2015-09-07,0.09051999999999999
2015-09-08,0.09312000000000001
2015-09-08,0.08465
2015-09-09,0.09781
2015-09-09,0.07909
2015-09-10,0.07680000000000001
2015-09-10,0.07659
2015-09-11,0.08214
2015-09-11,0.0781
2015-09-12,0.09011
2015-09-12,0.07622999999999999
2015-09-13,0.07835
2015-09-13,0.0737
2015-09-14,0.07186
2015-09-14,0.07075
2015-09-15,0.06729
2015-09-15,0.06809
2015-09-16,0.06891
2015-09-16,0.06804
2015-09-17,0.06955
2015-09-17,0.07278
2015-09-18,0.06838
2015-09-18,0.07345
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.46713
2015-10-02,0.48076
2015-10-03,0.45497000000000004
2015-10-04,0.5134099999999999
2015-10-05,0.44559000000000004
2015-10-06,0.52088
2015-10-07,0.47674
2015-10-08,0.47636999999999996
2015-10-09,0.47495000000000004
2015-10-10,0.47218000000000004
2015-10-11,0.44699
2015-10-12,0.05388999999999999
2015-10-13,0.0061600000000000005
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0684
2015-11-06,0.009829999999999998
2015-11-08,0.0037
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.36928000000000005
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,0.00752
2015-11-28,0.0
2015-11-29,0.45544
2015-11-30,0.47798
2015-12-01,0.46631
2015-12-02,0.46446
2015-12-03,0.6314599999999999
2015-12-04,0.46545000000000003
2015-12-05,0.47389000000000003
2015-12-06,0.45246000000000003
2015-12-07,0.46653
2015-12-08,0.47148
2015-12-09,0.45291
2015-12-10,0.46655
2015-12-11,0.46131
2015-12-12,0.45504
2015-12-13,0.45772
2015-12-14,0.45492
2015-12-15,0.44393000000000005
2015-12-16,0.46177
2015-12-17,0.45174
2015-12-18,0.45692000000000005
2015-12-19,0.46405
2015-12-20,0.45826
2015-12-21,0.46318
2015-12-22,0.07307
2015-12-23,0.02154
2015-12-24,0.0106
2015-12-25,0.00908
2015-12-26,0.00858
2015-12-27,0.00437
2015-12-28,0.00394
2015-12-29,0.00679
2015-12-30,0.00285
2015-12-31,0.00163
2016-01-01,0.0015400000000000001
2016-01-02,0.00056
2016-01-03,0.00753
2016-01-04,0.0030499999999999998
2016-01-05,0.00252
2016-01-06,0.0016799999999999999
2016-01-07,0.00059
2016-01-08,0.00047
2016-01-09,0.00056
2016-01-10,0.00099
2016-01-11,0.0009000000000000001
2016-01-12,0.0
2016-01-13,0.00417
2016-01-14,0.00115
2016-01-15,0.00422
2016-01-16,0.0038000000000000004
2016-01-17,0.0012000000000000001
2016-01-18,0.00102
2016-01-19,0.0002
2016-01-20,0.00193
2016-01-21,0.0049299999999999995
2016-01-22,0.00359
2016-01-23,0.11953
2016-01-24,0.03837
2016-01-25,0.02711
2016-01-26,0.01933
2016-01-27,0.01321
2016-01-28,0.00803
2016-01-29,0.015430000000000001
2016-01-30,0.00885
2016-01-31,0.00927
2016-02-01,0.00653
2016-02-02,0.0038699999999999997
2016-02-03,0.00317
2016-02-04,0.00481
2016-02-05,0.00553
2016-02-06,0.0038799999999999998
2016-02-07,0.0035
2016-02-11,0.17326000000000003
2016-02-12,0.06037
2016-02-13,0.041999999999999996
2016-02-14,0.01816
2016-02-15,0.03137
2016-02-16,0.006220000000000001
2016-02-17,0.027070000000000004
2016-02-18,0.03521
2016-02-19,0.00592
2016-02-20,0.01899
2016-02-21,0.01951
2016-02-22,0.01194
2016-02-23,0.00223
2016-02-24,0.0119
2016-02-25,0.00997
2016-02-26,0.01338
2016-02-27,0.00017
2016-02-28,0.00932
2016-02-29,0.013389999999999999
2016-03-01,0.01312
2016-03-02,0.01059
2016-03-03,15.663609999999998
2016-03-04,0.04121
2016-03-05,0.07246
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,0.02768
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,0.0
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,0.0
2016-04-19,0.01557
2016-04-20,0.00312
2016-04-21,0.0017100000000000001
2016-04-22,0.0012000000000000001
2016-04-23,0.0061200000000000004
2016-04-24,0.0025399999999999997
2016-04-25,0.15200999999999998
2016-04-26,0.01516
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.00063
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.09705
2016-05-17,0.0004
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.03293
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-08,0.0
2016-06-09,0.08907
2016-06-10,0.15213000000000002
2016-06-11,0.09821999999999999
2016-06-12,0.08782999999999999
2016-06-13,0.04157
2016-06-14,0.08475999999999999
2016-06-15,0.06822
2016-06-16,0.060480000000000006
2016-06-17,0.07021000000000001
2016-06-18,0.17334
2016-06-19,0.14701999999999998
2016-06-20,0.13149
2016-06-21,0.09898000000000001
2016-06-22,0.09888
2016-06-23,0.09421
2016-06-24,0.0117
2016-06-25,0.07326
