date,cobalt
YYYY-MM-DD,ppb
2014-05-02,0.106909
2014-05-04,0.106873
2014-05-07,0.096946
2014-05-10,0.103544
2014-05-13,0.11346
2014-05-16,0.109215
2014-05-19,0.099062
2014-05-22,0.108014
2014-05-25,0.104376
2014-05-28,0.071884
2014-05-31,0.069958
2014-06-03,0.06877
2014-06-06,0.071754
2014-06-09,0.07494
2014-06-12,0.074559
2014-06-15,0.075891
2014-06-18,0.060174
2014-06-21,0.057345
2014-06-24,0.055942
2014-06-27,0.056691
2014-06-30,0.054956
2014-07-03,0.057488
2014-07-06,0.058344
2014-07-09,0.057666
2014-07-12,0.064715
2014-07-15,0.060743
2014-07-18,0.063097
2014-07-21,0.064304
2014-07-24,0.066864
2014-07-27,0.074602
2014-07-30,0.077584
2014-08-02,0.081621
2014-08-05,0.086211
2014-08-08,0.084203
2014-08-11,0.083658
2014-08-14,0.084662
2014-08-17,0.092938
2014-08-20,0.084905
2014-08-23,0.082567
2014-08-26,0.08476257470755665
2014-08-29,0.08095804789009199
2014-09-01,0.08611613896550843
2014-09-04,0.09035997865332909
2014-09-07,0.09311318666725647
2014-09-10,0.0797046924969383
2014-09-13,0.07863509548833038
2014-09-16,0.08101052477615461
2014-09-19,0.08328905847413907
2014-09-22,0.07909084598180677
2014-09-25,0.08368740386946416
2014-09-28,0.08610163961171423
2014-10-01,0.08816004448339408
2014-10-04,0.0934474049079669
2014-10-07,0.083129470342518
2014-10-09,0.07037803784814962
2014-10-10,0.07054618699568566
2014-10-13,0.06924138414163929
2014-10-16,0.06932789608896434
2014-10-19,0.06411190156199967
2014-10-22,0.10903314794215845
2014-10-23,0.10612991755470573
2014-10-24,0.11064172207563361
2014-10-25,0.11662606028563358
2014-10-26,0.11311705444517117
2014-10-27,0.0964179543752704
2014-10-28,0.08986752583709548
2014-10-29,0.09887996623221687
2014-10-30,0.0978947211550907
2014-10-31,0.0954706963500255
2014-11-01,0.10176778704331998
2014-11-02,0.10380855293983592
2014-11-03,0.09945133624992847
2014-11-04,0.0979621156896869
2014-11-05,0.10503677134709705
2014-11-06,0.10651658922477929
2014-11-07,0.10928174084163297
2014-11-08,0.10315097646695617
2014-11-09,0.11074532782508438
2014-11-10,0.1078489870752618
2014-11-11,0.11048804949611378
2014-11-12,0.10625399166205626
2014-11-13,0.1117741684214051
2014-11-14,0.11445287131605246
2014-11-15,0.10639930363032071
2014-11-16,0.11528282673972669
2014-11-17,0.1238412469420236
2014-11-18,0.1247140044631072
2014-11-19,0.1250830513215887
2014-11-20,0.069030345
2014-11-21,0.0671773705
