date,silicon
YYYY-MM-DD,ppb
2014-05-02,2213.347536
2014-05-04,2087.004965
2014-05-07,1998.272473
2014-05-10,2057.920062
2014-05-13,2007.745023
2014-05-16,1756.610763
2014-05-19,1878.115305
2014-05-22,1822.11773
2014-05-25,1732.346638
2014-05-28,1689.982154
2014-05-31,1597.676843
2014-06-03,1574.249564
2014-06-06,1569.650131
2014-06-09,1633.126389
2014-06-12,1547.948297
2014-06-15,1592.283548
2014-06-18,1575.016233
2014-06-21,1559.480503
2014-06-24,1558.155352
2014-06-27,1523.751424
2014-06-30,1464.434246
2014-07-03,1452.84356
2014-07-06,1447.035059
2014-07-09,1439.446727
2014-07-12,1710.193124
2014-07-15,1683.640801
2014-07-18,1690.814731
2014-07-21,1699.531816
2014-07-24,1683.072479
2014-07-27,1685.046887
2014-07-30,1708.692029
2014-08-02,1751.825999
2014-08-05,1707.280543
2014-08-08,1707.610979
2014-08-11,1691.437942
2014-08-14,1694.222146
2014-08-17,1701.37298
2014-08-20,1740.44504
2014-08-23,1722.251802
2014-08-26,2693.255719391607
2014-08-29,2625.588891934403
2014-09-01,2696.4037259591187
2014-09-04,2736.8396735610822
2014-09-07,2675.165353585803
2014-09-10,2659.0090981189237
2014-09-13,2690.0401998187035
2014-09-16,2743.170896683938
2014-09-19,2771.368172300403
2014-09-22,2782.373899703849
2014-09-25,2652.722415955867
2014-09-28,2598.447844032967
2014-10-01,2750.584968731276
2014-10-04,2747.7200433570597
2014-10-07,2469.4560323238
2014-10-09,2460.1107974557294
2014-10-10,2548.5801104006955
2014-10-13,2516.5947393848996
2014-10-16,2422.856222366504
2014-10-19,2591.1856463154973
2014-10-22,2013.8972524137932
2014-10-23,2021.2253015949568
2014-10-24,1964.3513305438505
2014-10-25,2005.8839061576355
2014-10-26,1998.2377631325905
2014-10-27,2062.7116325270204
2014-10-28,2012.3031532993132
2014-10-29,2057.2660476549577
2014-10-30,2107.6845192030173
2014-10-31,2214.6568855231235
2014-11-01,2185.861026117669
2014-11-02,2164.2755287601403
2014-11-03,2161.5934941615587
2014-11-04,2120.414740774435
