run_id,J_DIC,J_Fe,J_pH,J_Ca,J_total,status
000,5.463637292312967,65.33082890876817,7.956805622917656,0.7223934829884384,79.47366530698723,success
001,5.463637292312967,65.33082890876817,7.956805622917656,0.7223934829884384,79.47366530698723,success
002,5.468175098675402,65.37481720573305,7.96452216808045,0.7224910760553485,79.53000554854425,success
003,5.463599768543772,65.37388594900774,7.9553856902084865,0.7219801998783332,79.51485160763833,success
004,5.46292883495638,65.4924213747346,7.953364179845832,0.7218467382933943,79.63056112783022,success
005,5.466289157603398,65.41682461909204,7.959736463856166,0.722155333682215,79.56500557423381,success
006,5.3190260326086545,65.35463884625516,7.664226848292529,0.7063447838598935,79.04423651101622,success
007,5.32001599891573,65.3546257441586,7.66873687377755,0.7061106694857103,79.04948928633759,success
008,6.496192814425606,65.1383336750262,13.63323317383906,5.825951700476097,91.09371136376697,success
009,6.4961397156116485,9.06232990293132,13.535655193583107,5.751654364590398,34.845779176716476,success
010,6.481093875812441,9.522963799315185,13.456867769605493,5.696780207167916,35.15770565190103,success
011,6.481093875812441,9.522963799315185,13.456867769605493,5.696780207167916,35.15770565190103,success
012,6.205247646820678,20.868196986908135,12.014187038487911,4.704995954540191,43.79262762675691,success
013,6.4346949572514385,16.517266607961723,12.684623453699544,5.061624760869442,40.69820977978215,success
014,6.446932540153299,16.878590872398163,12.659361818762886,5.035703082855364,41.020588314169714,success
015,6.447130321104948,16.868805322669715,12.659898143021525,5.035969618591688,41.01180340538788,success
016,6.745608151697651,8.493126039031816,14.107637578132188,6.0072489552123995,35.353620724074055,success
017,1.4945798148066811,618.341985354294,2.6150211301900104,1.707575200156072,624.1591614994468,success
018,1.4944807353380696,618.2074066004608,2.6146953900220704,1.7072079404080487,624.0237906662289,success
019,1.4944807353380696,618.2074066004608,2.6146953900220704,1.7072079404080487,624.0237906662289,success
020,1.4944297013344794,618.1920333592891,2.6145078011790397,1.707134315768014,624.0081051775707,success
021,1.4944297013344794,618.1920333592891,2.6145078011790397,1.707134315768014,624.0081051775707,success
022,1.4944297013344794,618.1920333592891,2.6145078011790397,1.707134315768014,624.0081051775707,success
023,1.4949313080606916,618.1920333808296,2.6112440889814117,1.7067696767386755,624.0049784546103,success
024,1.4949313080606916,618.1920333808296,2.6112440889814117,1.7067696767386755,624.0049784546103,success
025,1.120216028489786,168.18043253977612,2.1304765968397312,1.3063760851785637,172.7375012502842,success
026,1.120216028489786,168.18043253977612,2.1304765968397312,1.3063760851785637,172.7375012502842,success
027,1.120793221253225,168.14427723919087,2.1310732165132853,1.3063108548495113,172.70245453180686,success
