run_id,obs_point_id,obs_y,obs_z,obs_time,DIC_obs,Fe_obs,pH_obs,Ca_obs,DIC_mod,Fe_mod,pH_mod,Ca_mod
159,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.0019353418029986618,2.608687029506359e-05,7.719671967135578,0.0010525692342511802
159,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.0019004384246196697,2.6464110689925707e-05,7.7331443126974335,0.0010401298777031475
159,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.0018644932419184246,2.5716378499373627e-05,7.7450666167987965,0.0010368221729978968
159,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.001863788087899357,2.559800563015958e-05,7.744535934538788,0.0010428042090070092
159,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0017266615376221547,0.0001067156386504843,7.556968867887991,0.0018966734961927223
159,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.0017700230866006807,0.00010552591351570247,7.549491667676778,0.0018821759852366325
159,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.0018284750292979531,9.66014892919261e-05,7.549273316325447,0.001810620663928877
159,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.001877533786585969,8.086856827800229e-05,7.566267989344968,0.001666673794547634
159,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.0019019069848726722,8.811184977387912e-05,7.555866512635613,0.001693164347795341
159,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.0019293003285626219,8.927051525065181e-05,7.553988807091484,0.0016745787239472697
159,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.001956118085843387,9.683343605365248e-05,7.541819597379945,0.001708435511828622
159,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.0019792309463453864,0.00010357934020017351,7.531310239019759,0.0017388007583908666
159,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.0020825011709216653,0.0001287335990162063,7.492904782109392,0.0018384317807134012
159,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.0021444809024788077,0.00014181309765543318,7.4745101786298775,0.0018777343382617986
159,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.0022100473971312265,0.00015248332222036104,7.46062721996555,0.001891119754110482
159,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.002238737036882794,0.0001572447513540122,7.455539404160039,0.0018922787482763713
159,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.001877561244612859,8.344545534010927e-05,7.53072404874809,0.0018468586276757777
159,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.0019353021756067933,6.820212833888582e-05,7.531789855729378,0.0017711103671648892
159,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.002038142553808238,4.181648807368518e-05,7.550962338429779,0.001579223537454552
159,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.001959136530607008,4.171742428693678e-05,7.596411815243397,0.001447304818411849
159,MCP1-3D,31.0,2.1,2019-07-01,0.00385,7.71e-05,7.31,0.00146,0.0019344243753373032,6.154834663502204e-05,7.578685186389422,0.0015470945704620152
159,MCP1-3D,31.0,2.1,2019-07-22,0.00394,0.000197,7.03,0.00167,0.0020013880758513666,7.109256016252337e-05,7.557410082338313,0.0015819117161377369
159,MCP1-3D,31.0,2.1,2019-08-28,,,7.1,,0.002081916026586652,0.00011458214541233683,7.509778788240019,0.001748412914310304
159,MCP1-3D,31.0,2.1,2019-09-15,0.00364,0.000163,7.41,0.00162,0.002110937135316623,0.00011450369496760954,7.5113592694343065,0.0017164699668464913
159,MCP1-3D,31.0,2.1,2019-09-24,0.00384,0.00019,,0.00168,0.0021248918047475102,0.00011847439382078137,7.510211954156513,0.001711420571903416
159,MCP1-4D,46.0,2.4,2019-07-17,0.00419,0.000168,,0.00162,0.0019420132312051844,1.8632596902842814e-05,7.65527975808255,0.0012341659286373057
159,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.0025846655136823236,1.487135273565205e-06,7.451758008686763,0.0016054362907700092
159,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.0026656115805766428,1.8909205474913321e-06,7.42500765207613,0.001667902734255876
159,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.00259452970345187,2.0391461580853386e-06,7.448524318827863,0.0016049770595697288
159,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.0024420366625420116,7.414198172247656e-07,7.503330074407968,0.001460617569424319
159,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.002283607856219606,5.413943796837058e-07,7.566186318977091,0.0013257975977584852
159,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.002075195200906574,4.257387149231848e-07,7.655678390959656,0.0011411377347147823
159,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.0020419424835965293,7.981198706964617e-07,7.663716009489798,0.001134841448426208
159,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.0019916720293075324,8.931681516661013e-07,7.677801272694801,0.001123649602498421
159,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.0021312353449619054,2.457606958457945e-06,7.648637975709267,0.0011362134150023158
159,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.002009360422590298,4.442399409048378e-06,7.6740362975136565,0.0011368415309914815
159,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.0019502432332983914,5.891617854729855e-06,7.69376023455908,0.0011199151849243208
159,MCP1-5D,60.0,2.5,2019-09-24,0.00458,2.5e-05,,0.00179,0.0019605849182323712,5.42850643107075e-06,7.68396848287066,0.0011483810497863636
160,MCP1-1D,0.5,1.7,2019-06-01,0.00367,6.91e-05,7.45,0.00185,0.0020922339768031676,1.787263944808054e-05,7.550350838581962,0.0015376828826884881
160,MCP1-1D,0.5,1.7,2019-06-24,0.00336,4e-05,7.42,0.00149,0.0020522099255762824,1.56710684426361e-05,7.631549595927852,0.0012466587808719668
160,MCP1-1D,0.5,1.7,2019-07-11,0.00269,3.35e-05,7.25,0.00142,0.0019651643286430196,1.5169050407948194e-05,7.6815716004131565,0.0011369642863079048
160,MCP1-1D,0.5,1.7,2019-07-17,0.00354,3.62e-05,7.5,0.00155,0.0019663481613203474,1.5507110163780356e-05,7.688059314042914,0.0011166622215595596
160,MCP1-1D,0.5,1.7,2019-07-22,0.00376,3.08e-05,6.94,0.00148,0.0019739592250372978,1.5929839807826046e-05,7.690541201120234,0.001105152726810327
160,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.0019294247367809395,1.6263265120983052e-05,7.716745759509827,0.0010612146066725093
160,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.0018932999670161564,1.7434463880189323e-05,7.730951147414999,0.0010479217912432355
160,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.0018544115751645829,1.701920874114803e-05,7.74398166592879,0.0010435739613663256
160,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.0018525152540733647,1.7038901902819455e-05,7.743911461956159,0.0010491672832652532
160,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0016869030999674527,0.00010088158928906119,7.567723267432077,0.001887473100440362
160,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.001730755897188694,9.97804208217166e-05,7.559880639868361,0.0018730761184232933
160,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.0017921418562786668,9.134740378520428e-05,7.558650536120139,0.0018020869650526158
160,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.0018475337798446617,7.648272633737709e-05,7.573927907061607,0.0016596258521128133
160,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.0018692426840562963,8.341625167216132e-05,7.564156577633248,0.0016854043342136088
160,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.0018961995816316058,8.459110318868182e-05,7.562337145984541,0.001666591513918268
160,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.0019196073300323997,9.181931705429491e-05,7.550937931211205,0.0016994477824480395
160,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.0019396199814943743,9.82466432655763e-05,7.541107012836887,0.0017289264875414566
160,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.002031717950475199,0.00012219707791172714,7.504884378566482,0.001825448129286128
160,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.0020895305993456,0.00013469217836433822,7.487074491750166,0.0018637645106128653
160,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.0021551352864198196,0.00014506930366425298,7.472742479824711,0.0018775264554087535
160,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.0021851438008113305,0.0001497645344971331,7.467152158056277,0.0018793004832763978
160,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.0018449167827179539,7.865232972559357e-05,7.5388747002691,0.0018394591575182319
160,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.001911602729752363,6.418400571698625e-05,7.537380987383179,0.0017664839583797067
160,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.002024120739421872,3.921224085297613e-05,7.554097301809731,0.0015767829319838812
160,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.0019455065879684765,3.927169451765072e-05,7.599687795018111,0.0014447206266180678
160,MCP1-3D,31.0,2.1,2019-07-01,0.00385,7.71e-05,7.31,0.00146,0.0019154982464873991,5.8176905052858606e-05,7.583236656710868,0.00154348386752113
160,MCP1-3D,31.0,2.1,2019-07-22,0.00394,0.000197,7.03,0.00167,0.001980566813321463,6.745464306317643e-05,7.5622760618568226,0.0015778393310534396
160,MCP1-3D,31.0,2.1,2019-08-28,,,7.1,,0.0020591715107541554,0.00010949496378471198,7.514425762382061,0.0017454259059937255
160,MCP1-3D,31.0,2.1,2019-09-15,0.00364,0.000163,7.41,0.00162,0.0020926009765019843,0.00010962565507236726,7.514799248836398,0.0017150243482346567
160,MCP1-3D,31.0,2.1,2019-09-24,0.00384,0.00019,,0.00168,0.0021080064787671665,0.00011363072680255357,7.513244581920393,0.001710492861492391
160,MCP1-4D,46.0,2.4,2019-07-17,0.00419,0.000168,,0.00162,0.0019371977234447068,1.7565249680448888e-05,7.65639705176779,0.0012334898465779758
160,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.0025842811852688765,1.3827203727505209e-06,7.451813647901315,0.0016054197027815195
160,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.002665044167899034,1.761632961407492e-06,7.425095350196885,0.0016678451817880957
160,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.002593911226727371,1.9067471239703964e-06,7.448626336492409,0.0016049019252484028
160,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.0024418362314885447,6.84463507473481e-07,7.503360391085524,0.001460610848754534
160,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.002283457808268549,5.033795518180617e-07,7.5662132360184176,0.0013257849884221208
160,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.0020750767652159326,3.970116883775043e-07,7.6557033419767375,0.0011411244923837972
160,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.0020417189662890025,7.471182497941136e-07,7.663765753088018,0.0011348113237542802
160,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.001991432812761127,8.348706511159846e-07,7.677853930753371,0.0011236222005835046
160,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.0021306474317157368,2.3111187860978755e-06,7.648756840438246,0.0011361540619796871
160,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.0020083971454150852,4.194469896760256e-06,7.674239061320569,0.0011367524634268511
160,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.0019490149637107698,5.5724196981682244e-06,7.694027019619399,0.0011198009862254962
160,MCP1-5D,60.0,2.5,2019-09-24,0.00458,2.5e-05,,0.00179,0.0019595962795805073,5.131415260205652e-06,7.684159864831054,0.0011483452661951207
161,MCP1-1D,0.5,1.7,2019-06-01,0.00367,6.91e-05,7.45,0.00185,0.002061394715600689,4.268085623688309e-05,7.5675111360345015,0.0015043188064081336
161,MCP1-1D,0.5,1.7,2019-06-24,0.00336,4e-05,7.42,0.00149,0.002030177047992803,3.344419836741002e-05,7.645524579516271,0.0012226943918808434
161,MCP1-1D,0.5,1.7,2019-07-11,0.00269,3.35e-05,7.25,0.00142,0.0019492406137054652,2.801465093187829e-05,7.692503568578787,0.0011195871005715348
161,MCP1-1D,0.5,1.7,2019-07-17,0.00354,3.62e-05,7.5,0.00155,0.0019511697037104688,2.7771449182425276e-05,7.698576382774453,0.0011000714888518015
161,MCP1-1D,0.5,1.7,2019-07-22,0.00376,3.08e-05,6.94,0.00148,0.001959193973932073,2.7878131744312423e-05,7.700810002744624,0.0010889954234242554
161,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.0019176547145510797,2.5770463272224367e-05,7.725220425820855,0.0010483290819196529
161,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.0018836801754293084,2.5177400365219784e-05,7.737950122946572,0.0010373905159416735
161,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.0018458015643139877,2.3905429669993093e-05,7.750319553694945,0.0010341800611778009
161,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.001843986371545605,2.384454168000837e-05,7.750178821115349,0.0010398802454242406
161,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0016829868049178574,0.00010452712655203817,7.5700089106103965,0.0018827010357369144
161,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.001726889037905012,0.00010342011405479491,7.562123394360385,0.0018683379326251812
161,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.0017885900757172528,9.473509959177449e-05,7.560721603479701,0.0017977075398340713
161,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.0018443679239452066,7.9491896136014e-05,7.575820077104912,0.0016557411638223145
161,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.0018659433672768937,8.663008612763043e-05,7.566123673373422,0.00168129242583151
161,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.0018929475375071949,8.781295075287177e-05,7.564289416423046,0.0016624965787137398
161,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.0019162287381044238,9.524694290972933e-05,7.552955536607476,0.001695128203396431
161,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.001936119079673263,0.00010187384798437684,7.54318885455365,0.0017243890959777663
161,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.0020277976846207585,0.00012663450345223764,7.507196263283084,0.0018200630421297218
161,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.002085440014430857,0.00013959293840929294,7.489497379362816,0.0018579260773951727
161,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.002151011935657338,0.00015027963541537338,7.475208118454484,0.0018714244160780364
161,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.0021810377660262366,0.00015509219023636487,7.4696258663358295,0.0018731117088363256
161,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.001842042287712474,8.207277072518399e-05,7.540692670185251,0.0018353422889830294
161,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.0019087706248745923,6.695552998964643e-05,7.539006725274506,0.001762951280998126
161,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.0020221179663589524,4.126756444544316e-05,7.555313708190234,0.001574216350313883
161,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.00194359414686481,4.130304332381632e-05,7.600958560867677,0.0014422049968346768
161,MCP1-3D,31.0,2.1,2019-07-01,0.00385,7.71e-05,7.31,0.00146,0.0019129918390099181,6.0932451096848e-05,7.5848820501707745,0.0015401023635991423
161,MCP1-3D,31.0,2.1,2019-07-22,0.00394,0.000197,7.03,0.00167,0.001978133355211589,7.051611206178298e-05,7.563945983706388,0.001574235063615288
161,MCP1-3D,31.0,2.1,2019-08-28,,,7.1,,0.002055895849059124,0.00011383987840315934,7.516571398041748,0.001740391110828354
161,MCP1-3D,31.0,2.1,2019-09-15,0.00364,0.000163,7.41,0.00162,0.0020892886179186853,0.00011387657649510578,7.51693462679699,0.0017100594392165476
161,MCP1-3D,31.0,2.1,2019-09-24,0.00384,0.00019,,0.00168,0.0021046788413318384,0.00011790856570381857,7.515388393567742,0.001705500395048983
161,MCP1-4D,46.0,2.4,2019-07-17,0.00419,0.000168,,0.00162,0.0019363125458626556,1.8483467751020312e-05,7.657037738905258,0.001232345265612736
161,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.0025842185451137624,1.4425054098550594e-06,7.45184558111493,0.0016053450792192663
161,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.0026649601739849992,1.8474848372045191e-06,7.425137981886054,0.0016677408345175627
161,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.0025938133988820567,2.0014845896309745e-06,7.448676440962537,0.0016047843697723212
161,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.002441773530727737,7.40054705542727e-07,7.503393947984551,0.0014605392912259247
161,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.0022834178180599117,5.402300752875952e-07,7.566237274776157,0.001325737839297933
161,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.0020750442641305875,4.2753597695855414e-07,7.655726066364845,0.0011410853981836315
161,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.0020416654923219313,7.98095772716502e-07,7.663803828891568,0.0011347462968093074
161,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.0019913725459358655,8.912865909568944e-07,7.67789720702321,0.0011235496359504958
161,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.0021305166864989305,2.437624394635603e-06,7.648848947126243,0.0011359939665428359
161,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.002008185838066849,4.405595660062989e-06,7.674394640704236,0.0011364867315326243
161,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.0019487533911869749,5.836472307351032e-06,7.694225405622159,0.001119468934442009
161,MCP1-5D,60.0,2.5,2019-09-24,0.00458,2.5e-05,,0.00179,0.0019593351100900274,5.388354104923666e-06,7.684351668446081,0.0011480194855445862
162,MCP1-1D,0.5,1.7,2019-06-01,0.00367,6.91e-05,7.45,0.00185,0.002061394715600689,4.268085623688309e-05,7.5675111360345015,0.0015043188064081336
162,MCP1-1D,0.5,1.7,2019-06-24,0.00336,4e-05,7.42,0.00149,0.002030177047992803,3.344419836741002e-05,7.645524579516271,0.0012226943918808434
162,MCP1-1D,0.5,1.7,2019-07-11,0.00269,3.35e-05,7.25,0.00142,0.0019492406137054652,2.801465093187829e-05,7.692503568578787,0.0011195871005715348
162,MCP1-1D,0.5,1.7,2019-07-17,0.00354,3.62e-05,7.5,0.00155,0.0019511697037104688,2.7771449182425276e-05,7.698576382774453,0.0011000714888518015
162,MCP1-1D,0.5,1.7,2019-07-22,0.00376,3.08e-05,6.94,0.00148,0.001959193973932073,2.7878131744312423e-05,7.700810002744624,0.0010889954234242554
162,MCP1-1D,0.5,1.7,2019-08-14,0.00332,8.16e-05,7.157,0.00167,0.0019176547145510797,2.5770463272224367e-05,7.725220425820855,0.0010483290819196529
162,MCP1-1D,0.5,1.7,2019-08-28,0.0032500000000000003,7.98e-05,7.523,0.00163,0.0018836801754293084,2.5177400365219784e-05,7.737950122946572,0.0010373905159416735
162,MCP1-1D,0.5,1.7,2019-09-15,0.0034100000000000003,7.56e-05,7.39,0.00169,0.0018458015643139877,2.3905429669993093e-05,7.750319553694945,0.0010341800611778009
162,MCP1-1D,0.5,1.7,2019-09-24,0.00365,8.55e-05,,0.00178,0.001843986371545605,2.384454168000837e-05,7.750178821115349,0.0010398802454242406
162,MCP1-2D,16.0,2.0,2019-06-01,0.00229,0.000105,7.49,0.00106,0.0016829868049178574,0.00010452712655203817,7.5700089106103965,0.0018827010357369144
162,MCP1-2D,16.0,2.0,2019-06-07,0.00267,0.000111,7.48,0.00106,0.001726889037905012,0.00010342011405479491,7.562123394360385,0.0018683379326251812
162,MCP1-2D,16.0,2.0,2019-06-14,0.0029500000000000004,0.00012,7.29,0.00114,0.0017885900757172528,9.473509959177449e-05,7.560721603479701,0.0017977075398340713
162,MCP1-2D,16.0,2.0,2019-06-24,0.0030099999999999997,0.000114,7.34,0.00116,0.0018443679239452066,7.9491896136014e-05,7.575820077104912,0.0016557411638223145
162,MCP1-2D,16.0,2.0,2019-07-01,0.0032300000000000002,0.000119,7.13,0.00125,0.0018659433672768937,8.663008612763043e-05,7.566123673373422,0.00168129242583151
162,MCP1-2D,16.0,2.0,2019-07-11,0.00348,0.000115,7.2,0.00127,0.0018929475375071949,8.781295075287177e-05,7.564289416423046,0.0016624965787137398
162,MCP1-2D,16.0,2.0,2019-07-17,,0.00014,7.31,0.00146,0.0019162287381044238,9.524694290972933e-05,7.552955536607476,0.001695128203396431
162,MCP1-2D,16.0,2.0,2019-07-22,0.00417,9.35e-05,6.96,0.00138,0.001936119079673263,0.00010187384798437684,7.54318885455365,0.0017243890959777663
162,MCP1-2D,16.0,2.0,2019-08-14,0.00367,0.000179,7.667,0.00162,0.0020277976846207585,0.00012663450345223764,7.507196263283084,0.0018200630421297218
162,MCP1-2D,16.0,2.0,2019-08-28,0.00394,0.00018,,0.00173,0.002085440014430857,0.00013959293840929294,7.489497379362816,0.0018579260773951727
162,MCP1-2D,16.0,2.0,2019-09-15,0.0036200000000000004,0.000197,7.34,0.00173,0.002151011935657338,0.00015027963541537338,7.475208118454484,0.0018714244160780364
162,MCP1-2D,16.0,2.0,2019-09-24,0.0029900000000000005,0.000169,,0.00146,0.0021810377660262366,0.00015509219023636487,7.4696258663358295,0.0018731117088363256
162,MCP1-3D,31.0,2.1,2019-06-01,0.00333,0.000181,7.33,0.00163,0.001842042287712474,8.207277072518399e-05,7.540692670185251,0.0018353422889830294
162,MCP1-3D,31.0,2.1,2019-06-07,0.00369,6.57e-05,7.41,0.0014,0.0019087706248745923,6.695552998964643e-05,7.539006725274506,0.001762951280998126
162,MCP1-3D,31.0,2.1,2019-06-14,0.0037400000000000003,0.000157,7.26,0.00161,0.0020221179663589524,4.126756444544316e-05,7.555313708190234,0.001574216350313883
162,MCP1-3D,31.0,2.1,2019-06-24,0.00378,0.000141,7.25,0.00155,0.00194359414686481,4.130304332381632e-05,7.600958560867677,0.0014422049968346768
162,MCP1-3D,31.0,2.1,2019-07-01,0.00385,7.71e-05,7.31,0.00146,0.0019129918390099181,6.0932451096848e-05,7.5848820501707745,0.0015401023635991423
162,MCP1-3D,31.0,2.1,2019-07-22,0.00394,0.000197,7.03,0.00167,0.001978133355211589,7.051611206178298e-05,7.563945983706388,0.001574235063615288
162,MCP1-3D,31.0,2.1,2019-08-28,,,7.1,,0.002055895849059124,0.00011383987840315934,7.516571398041748,0.001740391110828354
162,MCP1-3D,31.0,2.1,2019-09-15,0.00364,0.000163,7.41,0.00162,0.0020892886179186853,0.00011387657649510578,7.51693462679699,0.0017100594392165476
162,MCP1-3D,31.0,2.1,2019-09-24,0.00384,0.00019,,0.00168,0.0021046788413318384,0.00011790856570381857,7.515388393567742,0.001705500395048983
162,MCP1-4D,46.0,2.4,2019-07-17,0.00419,0.000168,,0.00162,0.0019363125458626556,1.8483467751020312e-05,7.657037738905258,0.001232345265612736
162,MCP1-5D,60.0,2.5,2019-06-01,0.00422,2.52e-05,7.45,0.00174,0.0025842185451137624,1.4425054098550594e-06,7.45184558111493,0.0016053450792192663
162,MCP1-5D,60.0,2.5,2019-06-07,0.00509,1.09e-05,7.44,0.00158,0.0026649601739849992,1.8474848372045191e-06,7.425137981886054,0.0016677408345175627
162,MCP1-5D,60.0,2.5,2019-06-14,0.00518,1.76e-05,7.29,0.00169,0.0025938133988820567,2.0014845896309745e-06,7.448676440962537,0.0016047843697723212
162,MCP1-5D,60.0,2.5,2019-06-24,0.00517,2.2e-05,7.33,0.00161,0.002441773530727737,7.40054705542727e-07,7.503393947984551,0.0014605392912259247
162,MCP1-5D,60.0,2.5,2019-07-01,0.00531,2e-05,7.51,0.0017,0.0022834178180599117,5.402300752875952e-07,7.566237274776157,0.001325737839297933
162,MCP1-5D,60.0,2.5,2019-07-11,0.00526,7.88e-06,7.33,0.00148,0.0020750442641305875,4.2753597695855414e-07,7.655726066364845,0.0011410853981836315
162,MCP1-5D,60.0,2.5,2019-07-17,0.0052699999999999995,2.14e-05,7.56,0.00175,0.0020416654923219313,7.98095772716502e-07,7.663803828891568,0.0011347462968093074
162,MCP1-5D,60.0,2.5,2019-07-22,0.00529,8.54e-06,7.3,0.00152,0.0019913725459358655,8.912865909568944e-07,7.67789720702321,0.0011235496359504958
162,MCP1-5D,60.0,2.5,2019-08-14,0.00467,2.55e-05,7.678,0.00178,0.0021305166864989305,2.437624394635603e-06,7.648848947126243,0.0011359939665428359
162,MCP1-5D,60.0,2.5,2019-08-28,0.00456,2.68e-05,7.77,0.00175,0.002008185838066849,4.405595660062989e-06,7.674394640704236,0.0011364867315326243
162,MCP1-5D,60.0,2.5,2019-09-15,0.00428,2.82e-05,7.6,0.00177,0.0019487533911869749,5.836472307351032e-06,7.694225405622159,0.001119468934442009
